transaction_id,transaction_datetime,transaction_amount_inr,transaction_channel,merchant_category,customer_region,device_type,account_age_months,available_balance_inr,monthly_income_inr,credit_limit_inr,credit_utilization_pct,transactions_last_24h,avg_transaction_amount_30d_inr,failed_logins_last_24h,distance_from_usual_location_km,international_transaction,card_present,prior_disputes_12m,is_fraud
TXN005920,2025-07-21 18:25:00,2138.15,ATM,utilities,Pune,iOS,80,187372.11,,169669.21,32.9,4,2736.6,0,23.2,0,1,1,0
TXN005921,2025-06-20 16:56:00,2718.45,POS,fashion,Bengaluru,Android,94,119744.67,36219.88,68776.16,67.4,0,2252.78,0,12.2,0,1,0,0
TXN005922,2025-05-17 19:45:00,602.78,POS,travel,Bengaluru,Android,132,26460.78,62457.75,256014.83,27.7,2,,0,35.6,0,1,0,0
TXN005923,2025-06-23 21:03:00,1031.69,mobile_app,electronics,Delhi,card_terminal,5,233556.38,70710.33,76061.89,29.3,2,,0,76.0,0,0,2,0
TXN005924,2025-03-18 03:11:00,1723.99,ecommerce,utilities,Delhi,Android,4,12935.29,,238283.39,47.0,4,1441.65,0,18.1,0,0,0,0
TXN005925,2025-07-02 09:00:00,2546.16,ATM,electronics,Other,iOS,113,106322.68,30943.9,79238.15,22.0,3,1639.04,0,4.5,0,1,2,0
TXN005926,2025-01-09 00:39:00,2349.4,POS,utilities,Other,Android,89,,55466.7,101807.79,36.7,1,2270.51,0,52.1,0,1,0,0
TXN005927,2025-06-03 09:09:00,2397.41,ecommerce,,Pune,card_terminal,78,155624.85,40957.43,98605.52,56.4,0,1836.77,0,,0,0,0,0
TXN005928,2025-05-04 01:30:00,4582.23,POS,groceries,Mumbai,Android,17,38278.38,33501.86,120604.67,40.6,4,2258.94,0,55.3,0,1,1,0
TXN005929,2025-03-12 00:39:00,1040.52,mobile_app,groceries,Bengaluru,card_terminal,126,59534.44,82052.68,91562.13,73.0,0,1047.11,1,19.4,1,0,0,0
TXN005930,2025-06-02 10:25:00,259.55,ATM,groceries,Bengaluru,Android,88,,46366.14,141212.96,51.4,14,864.14,0,20.0,0,1,0,0
TXN005931,2025-11-08 22:44:00,1543.93,POS,cash_withdrawal,Other,card_terminal,75,196055.06,69537.45,159642.2,35.1,1,2965.28,0,22.6,0,1,0,0
TXN005932,2025-01-19 02:50:00,2185.98,ecommerce,groceries,Bengaluru,Android,40,39890.13,36081.79,79872.2,29.3,2,5853.59,0,26.5,0,0,1,0
TXN005933,2025-01-27 13:14:00,2469.35,ecommerce,groceries,Delhi,Android,60,60153.93,21858.7,27735.06,47.9,0,2309.21,0,69.7,0,0,0,0
TXN005934,2025-11-16 14:52:00,2684.81,POS,restaurants,Mumbai,card_terminal,48,49674.33,28724.82,64324.41,77.4,7,3357.31,0,5.6,0,1,0,0
TXN005935,2025-09-13 13:08:00,301.52,ecommerce,fashion,Pune,Android,120,482489.77,147576.56,118169.75,60.7,0,668.95,3,,0,0,0,0
TXN005936,2025-06-11 06:03:00,1633.17,ecommerce,fuel,Chennai,Android,31,352405.53,88547.47,225395.3,49.8,6,1012.77,0,28.2,0,0,0,0
TXN005937,2025-10-31 23:10:00,19107.89,POS,travel,Other,desktop,31,,74632.6,196255.68,35.9,3,3624.11,0,,0,1,0,0
TXN005938,2025-02-21 23:48:00,7733.82,POS,fashion,Mumbai,Android,20,139420.7,75671.04,318236.1,46.1,2,4489.5,0,,0,1,0,0
TXN005939,2025-03-15 01:59:00,3466.88,POS,electronics,Bengaluru,Android,105,495618.28,139506.35,377145.16,5.9,1,1560.57,0,1.0,0,1,0,0
TXN005940,2025-05-08 03:43:00,1445.27,mobile_app,electronics,Pune,card_terminal,103,52599.61,32008.62,64973.42,74.8,3,3251.5,1,9.5,0,0,0,0
TXN005941,2025-01-11 14:00:00,953.2,ATM,fuel,Mumbai,,30,154504.06,56077.87,110766.05,8.2,2,695.72,2,16.2,0,1,0,0
TXN005942,2025-07-27 09:42:00,657.83,POS,fashion,Other,Android,66,270011.04,69981.04,103510.85,32.9,0,2067.44,1,33.8,0,1,0,0
TXN005943,2025-06-04 02:43:00,422.12,POS,cash_withdrawal,Bengaluru,iOS,58,269213.96,83923.67,230391.64,23.6,2,1608.89,0,84.1,0,1,0,0
TXN005944,2025-02-23 05:46:00,1340.21,ecommerce,electronics,Bengaluru,,25,20210.62,129482.45,373404.8,17.8,3,952.33,0,,0,0,0,1
TXN005945,2025-06-23 17:36:00,320.51,mobile_app,fashion,Hyderabad,Android,114,16951.46,,269182.62,53.2,3,,0,27.1,0,0,0,1
TXN005946,2025-11-05 06:26:00,4110.93,ecommerce,travel,Hyderabad,Android,58,56386.32,63716.64,114835.34,29.7,1,2137.41,0,24.9,0,0,0,0
TXN005947,2025-06-27 06:14:00,2064.48,POS,cash_withdrawal,Hyderabad,Android,1,,,143166.69,27.4,0,4524.29,0,13.6,0,1,0,0
TXN005948,2025-11-11 13:21:00,3441.62,POS,groceries,Mumbai,Android,40,113638.36,36281.81,66132.58,55.9,3,2125.06,0,25.0,0,1,0,0
TXN005949,2025-08-26 12:09:00,780.72,POS,groceries,Hyderabad,Android,66,77041.15,112019.46,347785.24,50.7,0,1127.22,0,39.8,0,0,0,0
TXN005950,2025-03-08 05:53:00,1608.14,POS,groceries,Other,desktop,21,75097.66,70761.43,287084.7,44.8,1,3074.35,1,134.6,0,1,3,0
TXN005951,2025-03-12 00:57:00,1530.85,ecommerce,fuel,Other,iOS,136,371593.47,,504311.34,26.1,2,2639.64,1,22.9,0,0,0,0
TXN005952,2025-03-02 05:04:00,11750.07,ATM,fashion,Hyderabad,card_terminal,47,157555.62,88063.63,,71.8,2,18389.54,3,1.7,0,1,0,0
TXN005953,2025-02-22 04:30:00,1064.58,POS,fashion,Other,card_terminal,53,266688.32,106267.36,379352.11,25.7,9,990.29,0,3.3,0,1,0,0
TXN005954,2025-10-04 13:51:00,631.37,POS,groceries,Pune,iOS,156,18091.07,,105118.81,46.5,1,983.3,0,4.6,1,1,0,0
TXN005955,2025-09-10 01:39:00,122.82,mobile_app,utilities,Hyderabad,Android,73,74101.49,23219.39,24732.56,23.4,0,645.55,0,6.9,0,0,0,0
TXN005956,2025-05-16 07:33:00,804.7,POS,fashion,,Android,138,111287.62,56392.9,152077.61,,1,2003.88,2,24.9,1,1,0,0
TXN005957,2025-02-06 06:31:00,3059.81,ecommerce,fuel,Mumbai,Android,138,133013.5,62670.06,70561.51,8.0,2,1929.97,0,,0,0,0,0
TXN005958,2025-10-11 14:25:00,887.33,mobile_app,cash_withdrawal,Bengaluru,Android,166,83663.36,25582.84,53862.39,18.9,2,,1,36.0,0,0,0,0
TXN005959,2025-06-17 02:38:00,5504.19,ecommerce,fuel,Mumbai,card_terminal,9,136040.64,,94054.84,,4,4703.6,0,24.7,0,0,0,1
TXN005960,2025-10-09 20:35:00,2160.8,ecommerce,travel,Delhi,Android,64,52882.25,27715.17,79282.95,,1,1994.47,2,16.3,0,0,0,0
TXN005961,2025-07-18 03:27:00,722.86,POS,groceries,Hyderabad,card_terminal,161,36904.07,,128416.8,74.2,0,1407.64,0,19.8,0,1,0,0
TXN005962,2025-01-09 23:22:00,383.6,POS,fuel,Hyderabad,Android,64,66111.48,62074.98,154120.62,30.6,0,393.64,0,6.4,0,1,0,0
TXN005963,2025-12-29 20:45:00,638.1,ecommerce,groceries,Chennai,iOS,107,217882.29,92607.05,394618.53,78.8,5,617.26,0,24.9,0,0,0,0
TXN005964,2025-06-16 09:40:00,2482.94,mobile_app,groceries,Other,Android,38,40783.61,40095.93,75869.96,88.0,6,1405.81,0,6.7,0,0,0,0
TXN005965,2025-01-26 18:15:00,288.7,mobile_app,fuel,Delhi,card_terminal,75,17361.83,74887.78,316760.64,26.8,2,1463.34,2,1.1,1,0,0,0
TXN005966,2025-10-26 15:52:00,5458.93,ecommerce,groceries,Delhi,card_terminal,6,164392.08,46798.46,74833.99,30.9,4,2674.33,0,23.8,0,0,0,0
TXN005967,2025-12-27 02:21:00,1237.53,mobile_app,,Bengaluru,iOS,82,63122.84,33134.18,115979.09,82.8,10,119.88,3,53.5,0,0,0,0
TXN005968,2025-02-04 19:56:00,989.77,ecommerce,cash_withdrawal,Mumbai,iOS,23,80173.28,31347.14,63446.41,54.8,5,794.93,0,47.0,0,0,0,0
TXN005969,2025-03-14 22:46:00,4026.57,POS,fuel,Mumbai,desktop,92,76807.36,72949.98,154619.08,26.0,13,3354.05,3,25.1,0,1,0,0
TXN005970,2025-03-09 01:34:00,954.52,POS,fuel,Hyderabad,iOS,123,,40749.71,162976.22,19.0,0,3000.56,0,51.3,1,1,0,0
TXN005971,2025-11-08 01:04:00,5777.89,ecommerce,groceries,Hyderabad,iOS,124,363858.43,122584.15,333620.43,53.0,1,3248.59,0,18.8,0,0,0,0
TXN005972,2025-11-07 08:43:00,347.94,POS,fuel,Hyderabad,card_terminal,89,,36848.16,78609.38,24.7,2,1117.0,0,21.3,0,1,0,0
TXN005973,2025-12-29 06:16:00,2381.79,POS,restaurants,Chennai,card_terminal,27,,164934.2,689708.35,31.4,9,1107.69,0,63.0,0,1,0,0
TXN005974,2025-03-08 16:20:00,1216.05,POS,groceries,Chennai,Android,68,102224.63,52357.34,180768.76,49.7,1,1977.46,0,49.7,0,1,0,0
TXN005975,2025-09-21 21:04:00,645.79,POS,restaurants,Mumbai,iOS,177,9928.94,94970.1,346387.41,53.9,0,2008.91,0,39.6,0,1,0,0
TXN005976,2025-06-09 11:59:00,1048.38,ecommerce,cash_withdrawal,Pune,Android,180,162276.02,59869.43,166569.7,55.7,13,1497.7,0,44.3,0,0,2,0
TXN005977,2025-06-11 02:59:00,4198.18,ecommerce,fashion,Mumbai,iOS,40,189695.42,69140.63,245584.27,13.7,7,4279.78,0,7.4,0,0,0,0
TXN005978,2025-06-09 11:33:00,3211.44,mobile_app,utilities,Bengaluru,Android,4,232541.03,58399.36,218432.34,80.6,1,3389.38,5,12.0,0,0,0,1
TXN005979,2025-10-16 11:20:00,726.87,mobile_app,groceries,Mumbai,Android,90,9143.79,57661.95,127223.89,41.1,8,2186.8,0,46.5,0,0,0,0
TXN005980,2025-01-18 16:34:00,1339.96,ecommerce,cash_withdrawal,Mumbai,card_terminal,128,199434.28,53792.44,175838.64,20.4,2,3309.4,0,5.2,0,0,0,0
TXN005981,2025-11-07 22:27:00,1051.73,POS,cash_withdrawal,Bengaluru,card_terminal,128,12607.11,23758.67,100013.29,25.6,1,2421.18,0,57.4,0,0,1,0
TXN005982,2025-03-19 05:07:00,5296.59,ecommerce,groceries,Bengaluru,Android,129,94258.59,29439.62,92304.1,72.8,0,884.17,0,21.8,1,0,0,0
TXN005983,2025-08-19 21:49:00,3792.61,ecommerce,fashion,Other,desktop,42,122664.91,214049.82,447942.23,47.7,4,4239.1,0,,0,0,0,0
TXN005984,2025-02-05 09:04:00,6248.72,ATM,groceries,Mumbai,desktop,56,,65596.22,75285.21,48.3,3,4078.21,1,90.3,0,1,0,0
TXN005985,2025-09-29 20:14:00,6887.91,mobile_app,fashion,Bengaluru,desktop,53,42990.68,48761.34,207108.56,56.5,0,4912.8,3,15.4,0,0,0,0
TXN005986,2025-08-21 20:19:00,7586.33,ecommerce,fashion,Mumbai,Android,133,50257.49,19385.35,31905.83,11.5,3,,0,22.7,0,0,0,0
TXN005987,2025-04-12 02:57:00,476.01,ecommerce,fuel,Other,iOS,109,144375.33,119632.91,494943.22,30.1,6,623.27,0,,0,0,0,0
TXN005988,2025-11-27 07:07:00,126.39,POS,fashion,Hyderabad,card_terminal,68,348976.73,92012.94,98224.87,69.3,0,791.47,1,32.5,0,1,1,0
TXN005989,2025-01-25 21:49:00,1524.64,ecommerce,restaurants,,Android,99,74864.47,31576.97,25483.7,40.6,3,1184.43,0,92.7,0,0,2,0
TXN005990,2025-12-14 10:35:00,380.76,ATM,restaurants,Delhi,Android,142,118045.92,29985.41,39266.73,8.9,1,1061.16,0,52.9,0,1,0,0
TXN005991,2025-02-06 20:12:00,399.11,ATM,fuel,Mumbai,Android,104,141619.99,41601.18,153146.87,44.7,3,884.03,3,24.5,0,1,0,0
TXN005992,2025-07-30 00:23:00,2460.18,POS,,Pune,Android,107,363083.44,111126.97,139273.12,45.5,0,1833.99,2,28.9,0,1,0,0
TXN005993,2025-05-02 16:04:00,3509.24,POS,travel,Bengaluru,,66,144840.6,49079.62,145987.11,39.7,1,3107.41,0,45.8,0,1,2,0
TXN005994,2025-12-31 16:18:00,355.86,POS,fashion,Bengaluru,Android,83,11633.19,63133.78,76037.88,23.5,10,382.94,1,,1,1,0,0
TXN005995,2025-04-01 16:25:00,638.15,ecommerce,utilities,Hyderabad,Android,56,16469.19,161404.83,359528.57,27.4,0,1105.17,0,27.3,0,0,0,0
TXN005996,2025-07-16 16:23:00,1242.58,POS,restaurants,Mumbai,card_terminal,36,90750.33,48557.91,186623.94,64.9,1,1844.66,0,9.7,0,1,0,0
TXN005997,2025-10-21 01:55:00,2079.41,ecommerce,groceries,,Android,22,132304.72,48420.81,82903.99,64.7,0,2999.04,2,15.5,0,0,0,0
TXN005998,2025-08-16 14:43:00,2434.21,ecommerce,utilities,Mumbai,iOS,172,63985.78,41163.72,59885.03,52.6,0,2329.19,3,94.5,0,0,0,0
TXN005999,2025-04-17 12:56:00,1089.49,mobile_app,restaurants,Hyderabad,Android,148,149202.05,51850.97,86165.51,50.6,0,898.55,0,10.4,0,0,0,0
TXN006000,2025-03-03 16:38:00,1262.5,mobile_app,groceries,,desktop,56,49479.71,,238446.87,54.2,4,1651.99,0,2053.8,0,0,0,0
TXN006001,2025-10-23 22:28:00,11543.74,ecommerce,electronics,Mumbai,Android,151,333312.94,144314.32,256622.89,40.9,3,1784.1,0,,0,0,0,0
TXN006002,2025-10-02 10:11:00,981.27,mobile_app,utilities,Bengaluru,desktop,55,65456.07,30749.99,75275.44,,0,,3,15.4,0,0,1,0
TXN006003,2025-04-18 05:19:00,445.95,POS,fashion,Delhi,card_terminal,67,32065.06,,312212.02,30.2,6,391.28,0,21.5,0,1,0,0
TXN006004,2025-08-25 17:36:00,2527.98,POS,fashion,Delhi,card_terminal,127,,28306.17,50541.29,15.3,4,2435.54,0,12.1,0,1,1,0
TXN006005,2025-11-04 17:18:00,1572.96,ecommerce,fuel,Delhi,Android,134,149761.01,,,50.2,1,2821.78,0,9.9,0,0,0,0
TXN006006,2025-08-08 14:37:00,4774.67,mobile_app,groceries,Mumbai,desktop,60,147236.7,39468.29,152595.14,19.6,3,4179.93,0,25.9,0,0,1,0
TXN006007,2025-11-30 23:39:00,107.49,POS,groceries,Bengaluru,desktop,51,169306.67,50718.67,98716.26,73.4,14,660.39,0,35.5,0,1,0,0
TXN006008,2025-07-16 16:16:00,3676.52,ecommerce,cash_withdrawal,Delhi,iOS,39,441625.97,183223.42,449228.97,66.7,1,1878.92,6,33.5,0,0,0,0
TXN006009,2025-07-17 04:53:00,615.45,ATM,fuel,Delhi,Android,40,533170.45,149033.56,308929.37,31.3,1,820.74,0,0.3,1,1,0,0
TXN006010,2025-11-18 00:54:00,1113.69,ATM,utilities,Mumbai,iOS,164,103127.03,33481.22,117083.29,87.8,1,3643.98,5,18.2,0,1,1,0
TXN006011,2025-11-24 20:04:00,544.66,ecommerce,travel,Mumbai,desktop,31,81998.43,76546.89,210746.66,39.4,9,1724.29,0,3.9,0,0,1,0
TXN006012,2025-04-19 02:07:00,505.14,ATM,travel,Bengaluru,iOS,148,50466.33,39142.47,61121.89,32.2,3,770.64,3,11.7,0,1,1,0
TXN006013,2025-06-11 10:18:00,6638.99,ecommerce,restaurants,Chennai,iOS,5,186965.67,78994.68,280700.08,49.6,0,4073.88,0,,0,0,0,0
TXN006014,2025-03-08 01:11:00,528.98,POS,restaurants,Pune,card_terminal,149,43670.65,36188.71,131524.77,28.8,2,1420.18,0,21.9,0,1,0,0
TXN006015,2025-07-21 04:36:00,2996.15,ecommerce,electronics,Hyderabad,card_terminal,56,149169.04,77860.63,176990.65,21.9,8,1399.87,3,,0,0,0,1
TXN006016,2025-11-04 17:13:00,3508.34,mobile_app,restaurants,Bengaluru,card_terminal,40,172372.95,61636.45,100632.67,38.9,3,1988.1,2,15.6,0,0,0,0
TXN006017,2025-08-11 08:51:00,1088.96,ecommerce,,Hyderabad,Android,25,142226.17,,321156.61,59.0,4,1314.18,1,27.6,0,0,0,0
TXN006018,2025-07-14 06:22:00,988.8,ATM,groceries,Chennai,iOS,114,227929.72,63169.09,167604.47,53.0,4,1494.52,1,16.5,0,1,0,0
TXN006019,2025-09-03 16:40:00,1128.0,mobile_app,groceries,Hyderabad,desktop,1,145902.03,58153.93,140689.38,55.0,1,633.34,4,11.6,0,0,0,0
TXN006020,2025-01-24 19:20:00,1731.92,ecommerce,electronics,Delhi,card_terminal,47,24595.4,,81336.3,30.8,2,5050.42,0,8.7,0,0,0,0
TXN006021,2025-05-10 00:37:00,1196.43,ecommerce,travel,Other,iOS,119,108335.11,45924.95,165316.18,47.4,3,884.01,0,13.6,0,0,0,0
TXN006022,2025-03-21 13:33:00,1099.5,ecommerce,restaurants,Hyderabad,iOS,132,123948.61,69866.88,276277.98,40.0,0,1684.34,5,1.4,0,0,0,0
TXN006023,2025-07-31 04:48:00,271.12,ecommerce,utilities,Pune,card_terminal,172,105398.21,88038.72,239902.96,55.9,3,1448.67,0,7.7,0,0,0,0
TXN006024,2025-07-14 08:06:00,744.45,mobile_app,groceries,Hyderabad,card_terminal,29,46796.52,30893.86,103538.31,56.0,0,1375.3,0,0.6,0,0,1,0
TXN006025,2025-02-04 06:52:00,1097.29,ecommerce,travel,Hyderabad,iOS,93,184904.5,69798.95,194306.59,33.8,9,1504.64,0,80.9,0,0,0,0
TXN006026,2025-07-17 11:41:00,1257.31,POS,utilities,Chennai,iOS,87,105453.91,30414.7,121571.13,71.5,0,1543.34,2,15.3,0,1,0,0
TXN006027,2025-12-24 00:20:00,6209.28,POS,cash_withdrawal,Chennai,Android,171,176917.58,46640.48,144650.33,32.2,1,4189.03,0,5.0,0,1,1,0
TXN006028,2025-09-26 05:07:00,2903.23,POS,restaurants,Mumbai,desktop,2,7335.26,58492.07,131093.76,,0,2851.16,5,15.8,0,1,0,0
TXN006029,2025-10-29 19:13:00,6038.15,POS,groceries,Hyderabad,iOS,164,286505.22,73761.62,150564.03,85.0,1,1707.75,0,48.0,0,1,0,0
TXN006030,2025-03-21 05:36:00,3596.84,ecommerce,groceries,Hyderabad,card_terminal,170,,57115.94,186459.15,48.7,1,2525.52,0,46.6,0,0,1,0
TXN006031,2025-09-22 13:25:00,2314.5,ecommerce,fuel,Mumbai,card_terminal,178,72704.29,,118181.99,34.3,4,3391.32,0,4.1,0,0,0,0
TXN006032,2025-05-25 10:13:00,1479.46,POS,utilities,Bengaluru,iOS,126,42931.14,53044.27,,,0,1852.64,0,48.7,0,1,0,0
TXN006033,2025-03-02 06:50:00,5106.5,mobile_app,travel,Other,card_terminal,79,209529.71,53316.04,154694.2,7.2,0,2841.75,0,19.2,0,0,0,0
TXN006034,2025-05-22 12:57:00,954.96,POS,groceries,Mumbai,card_terminal,42,23100.83,27912.04,31835.59,40.4,5,6009.26,0,15.7,0,0,0,0
TXN006035,2025-11-02 11:10:00,1873.9,mobile_app,groceries,Mumbai,,81,101130.72,38354.26,128837.54,48.9,12,1763.66,0,40.6,0,0,0,0
TXN006036,2025-03-31 23:56:00,1078.5,ATM,,Pune,desktop,120,350419.42,104421.2,417267.39,,2,2450.89,0,8.7,0,1,1,0
TXN006037,2025-06-21 14:40:00,283.17,POS,travel,Delhi,card_terminal,140,191312.75,,186072.44,46.0,6,1285.39,0,3.9,0,1,0,0
TXN006038,2025-09-12 17:20:00,1181.52,mobile_app,groceries,Hyderabad,desktop,64,173781.21,58542.06,213763.08,40.2,0,2162.69,0,16.9,0,0,0,0
TXN006039,2025-08-21 05:29:00,11591.26,ecommerce,fuel,Other,card_terminal,113,17409.87,,68035.31,26.5,2,2693.48,0,5.3,1,0,0,1
TXN006040,2025-04-24 15:43:00,6423.02,POS,restaurants,Delhi,card_terminal,125,31394.8,31196.82,124545.53,66.8,3,1487.92,1,31.7,0,0,0,0
TXN006041,2025-05-21 19:37:00,781.96,POS,fashion,Bengaluru,card_terminal,59,103915.55,65808.2,73103.31,18.8,1,1312.42,0,38.8,0,0,3,0
TXN006042,2025-10-27 09:45:00,5470.05,ecommerce,fashion,Mumbai,iOS,115,88256.48,,113608.93,69.9,15,,0,34.6,0,0,0,0
TXN006043,2025-09-21 23:54:00,2024.85,ecommerce,groceries,Bengaluru,iOS,141,164990.06,78287.95,114550.42,43.2,5,1176.89,0,15.5,0,0,0,0
TXN006044,2025-02-23 14:05:00,196.04,ecommerce,utilities,Chennai,iOS,45,149961.34,101273.67,127990.09,52.7,6,353.79,0,22.7,0,0,0,0
TXN006045,2025-08-01 14:31:00,1602.07,ecommerce,utilities,Pune,Android,108,138314.31,89255.71,296514.0,70.4,8,1683.3,4,,0,0,0,0
TXN006046,2025-09-23 14:59:00,598.42,POS,cash_withdrawal,Other,card_terminal,62,93951.92,91119.77,84471.17,46.4,0,1958.26,0,90.4,0,1,0,0
TXN006047,2025-01-26 10:26:00,8963.8,ecommerce,travel,Pune,card_terminal,25,43473.11,34550.9,34955.94,17.5,2,5994.4,0,13.8,0,0,0,0
TXN006048,2025-12-22 18:20:00,5922.52,POS,travel,Mumbai,desktop,62,142959.53,44630.83,129878.33,54.2,1,3976.21,0,3.7,0,1,0,0
TXN006049,2025-07-21 18:59:00,5800.91,mobile_app,cash_withdrawal,Hyderabad,,163,154342.89,55504.9,53946.82,78.1,5,4891.09,2,2.1,1,0,0,0
TXN006050,2025-12-21 01:02:00,7762.02,POS,groceries,Delhi,Android,161,145107.2,67391.56,164624.72,60.2,0,3059.11,0,7.2,0,1,0,0
TXN006051,2025-01-14 14:16:00,1579.72,POS,groceries,Bengaluru,iOS,94,103875.57,34036.82,130731.23,30.4,0,1496.32,0,3.8,0,1,0,0
TXN006052,2025-07-24 08:43:00,307.74,ecommerce,travel,Other,Android,5,440331.97,114824.86,373174.04,70.2,1,1409.47,0,,0,0,0,1
TXN006053,2025-04-10 02:01:00,356.07,ecommerce,fashion,Chennai,Android,130,70530.35,58035.69,228078.9,30.1,2,499.13,0,7.7,0,0,0,0
TXN006054,2025-11-09 20:31:00,6199.84,ecommerce,groceries,Mumbai,iOS,24,90719.0,80138.63,230836.44,50.4,0,3445.89,0,50.9,0,0,0,0
TXN006055,2025-03-26 19:27:00,3537.68,ATM,travel,Bengaluru,iOS,2,39337.6,26165.11,83820.99,34.1,2,2366.86,0,3.0,0,1,0,0
TXN006056,2025-04-02 01:36:00,608.13,ATM,groceries,Mumbai,desktop,103,,69899.68,83147.71,59.6,1,724.49,4,45.7,0,1,0,0
TXN006057,2025-06-21 21:02:00,6143.17,POS,electronics,Delhi,Android,110,309211.95,93925.55,320235.05,26.6,12,2016.95,0,18.9,0,1,0,0
TXN006058,2025-06-12 16:19:00,903.03,POS,fuel,Pune,Android,36,214140.72,72567.64,111332.98,71.5,3,1083.47,0,7.0,0,1,1,0
TXN006059,2025-03-22 23:00:00,1196.5,mobile_app,restaurants,Delhi,iOS,35,252351.33,80782.11,169039.98,40.3,2,2499.91,3,66.9,0,0,0,0
TXN006060,2025-10-15 03:46:00,2564.94,ecommerce,cash_withdrawal,Mumbai,Android,1,75650.03,42164.73,87099.03,15.9,1,3119.68,3,44.2,0,0,0,0
TXN006061,2025-07-18 08:56:00,1635.95,ecommerce,fashion,Chennai,iOS,112,5515.39,46481.55,120973.21,,0,2819.73,1,28.8,0,0,0,0
TXN006062,2025-01-06 19:39:00,746.39,ecommerce,fuel,Hyderabad,desktop,102,144062.49,82721.69,299210.98,52.5,3,711.07,0,19.4,0,0,0,0
TXN006063,2025-06-25 07:27:00,525.52,mobile_app,travel,Chennai,iOS,180,40616.32,,,64.7,6,624.25,0,55.8,0,0,0,0
TXN006064,2025-07-23 12:38:00,11479.25,ecommerce,fuel,Mumbai,desktop,119,208580.7,98026.43,243032.15,78.1,1,3038.64,0,23.7,0,0,0,0
TXN006065,2025-02-21 11:30:00,1419.84,ATM,groceries,Mumbai,card_terminal,162,78709.19,31348.29,105226.49,32.9,6,655.59,0,41.1,0,1,0,0
TXN006066,2025-04-28 10:31:00,7879.11,ecommerce,groceries,Bengaluru,,111,70602.84,,106843.07,66.4,3,,2,16.3,0,0,0,0
TXN006067,2025-11-10 00:56:00,9333.5,POS,cash_withdrawal,Hyderabad,Android,164,15641.23,57830.11,164328.49,80.2,1,8936.72,0,11.7,0,1,0,0
TXN006068,2025-02-08 05:08:00,2204.18,mobile_app,groceries,Other,Android,94,45600.94,41086.86,119546.47,47.9,0,2648.3,1,23.7,1,0,1,0
TXN006069,2025-11-18 22:17:00,1419.89,ecommerce,groceries,Delhi,card_terminal,117,53925.05,,94435.2,87.0,6,1215.1,4,19.9,1,0,0,0
TXN006070,2025-03-13 00:34:00,354.67,POS,travel,Pune,card_terminal,74,95783.69,33972.03,124991.67,,2,1260.09,0,3.2,0,1,0,0
TXN006071,2025-06-25 11:38:00,3363.5,POS,fuel,Bengaluru,Android,168,21308.31,31414.48,27901.22,52.1,0,2062.18,0,3.3,0,0,0,0
TXN006072,2025-01-27 18:32:00,10891.78,POS,restaurants,Bengaluru,Android,113,262776.94,,91125.08,46.1,3,1781.29,0,66.6,0,1,3,0
TXN006073,2025-03-25 14:32:00,6468.12,POS,restaurants,Chennai,desktop,69,123247.64,46373.76,54602.07,30.1,1,1918.06,0,,0,1,1,0
TXN006074,2025-08-15 18:50:00,2984.19,POS,cash_withdrawal,Other,card_terminal,26,83298.93,63550.37,150711.09,51.2,1,2752.93,0,10.2,0,1,0,0
TXN006075,2025-10-14 11:00:00,1519.68,POS,restaurants,Other,iOS,121,121931.05,36705.97,29864.3,38.4,9,3646.56,0,4.0,0,1,0,0
TXN006076,2025-01-21 00:38:00,884.62,ATM,restaurants,Hyderabad,Android,50,84815.87,,134071.95,61.6,0,2651.39,0,10.7,1,1,0,0
TXN006077,2025-01-09 11:08:00,786.7,POS,,Bengaluru,,93,39377.2,27476.99,109344.99,50.1,1,,0,4.1,0,1,0,0
TXN006078,2025-04-21 08:59:00,3278.65,POS,restaurants,Mumbai,Android,172,78586.64,34918.26,55373.54,29.6,0,4176.75,0,10.1,0,1,0,0
TXN006079,2025-03-29 17:53:00,1531.55,POS,fashion,Chennai,Android,132,25499.76,24661.97,53406.61,,20,1038.23,0,12.0,0,1,0,0
TXN006080,2025-09-08 06:55:00,4094.45,POS,fashion,Pune,iOS,79,7631.39,66222.27,157127.87,83.9,1,4903.55,0,106.1,0,1,0,0
TXN006081,2025-10-08 22:20:00,11494.81,POS,utilities,Chennai,iOS,46,116390.0,44784.7,131337.11,16.8,2,2530.42,0,28.0,0,1,0,0
TXN006082,2025-11-18 11:03:00,346.44,ATM,groceries,Delhi,Android,127,141358.64,,238001.21,36.8,15,443.86,2,28.0,0,1,0,0
TXN006083,2025-06-24 21:51:00,1151.65,ecommerce,utilities,Delhi,card_terminal,68,316228.92,91383.22,242645.24,54.0,9,,0,17.1,0,0,0,1
TXN006084,2025-03-21 22:55:00,7169.87,POS,utilities,Pune,card_terminal,27,256094.79,102543.25,349230.46,55.9,3,4072.85,6,10.3,0,0,1,0
TXN006085,2025-09-11 09:35:00,1788.85,POS,travel,Pune,Android,34,197908.29,145513.42,,50.7,1,2959.15,0,15.7,0,1,1,0
TXN006086,2025-07-20 07:52:00,3936.29,ecommerce,,Pune,card_terminal,122,120223.89,59863.65,137973.28,9.5,5,3569.94,0,23.1,0,0,0,0
TXN006087,2025-04-02 18:23:00,2207.36,POS,utilities,Delhi,,128,75995.53,21331.9,34926.4,72.8,3,,0,80.7,0,1,2,0
