transaction_id,customer_age,transaction_amount_inr,account_age_months,transactions_last_hour,distance_from_home_km,merchant_risk_score,device_change_7d,failed_pin_attempts,hour_of_day,card_present,international_txn,merchant_category,payment_channel,device_type,customer_segment,weekday,avg_transaction_inr,city_tier,is_fraud
02000488,23,58329,56,1,464,43,2,2,5,No,No,Grocery,POS,Android,Preferred,9,6,Tier 1,0
02000489,36,26567,21,9,736,40,8,5,11,Yes,Yes,Fuel,POS,iOS,Preferred,4,2,Tier 2,1
02000490,48,110687,45,11,609,56,5,5,15,No,Yes,Fuel,ATM,Web,Mass,4,9,Tier 2,1
02000491,55,87273,66,5,464,88,1,5,10,Yes,No,Travel,POS,iOS,Mass,6,9,Tier 1,1
02000492,67,169583,62,4,737,82,2,1,21,Yes,No,Grocery,ATM,iOS,Preferred,0,1,Tier 2,1
02000493,59,144358,49,4,567,5,2,3,17,No,Yes,Travel,POS,Android,Preferred,10,7,Tier 3,0
02000494,63,5748,62,8,126,61,6,4,19,Yes,Yes,Grocery,ATM,iOS,Premium,0,3,Tier 3,0
02000495,22,79816,34,23,33,21,8,3,5,No,No,Fuel,ATM,iOS,Premium,6,9,Tier 3,1
02000496,32,142446,53,9,540,72,3,0,12,Yes,No,Travel,Online,iOS,Preferred,7,8,Tier 2,1
02000497,39,160598,28,3,734,85,8,4,21,No,Yes,Electronics,POS,Web,Mass,5,7,Tier 1,1
02000498,66,162447,69,16,648,8,8,5,17,Yes,No,Electronics,Online,iOS,Mass,10,3,Tier 1,0
02000499,54,16331,66,8,486,68,10,4,1,No,No,Fuel,ATM,iOS,Premium,9,4,Tier 2,1
02000500,62,122501,60,21,489,39,0,0,15,No,Yes,Grocery,POS,iOS,Premium,6,0,Tier 2,1
02000501,46,160713,41,18,30,21,1,4,16,Yes,Yes,Travel,ATM,iOS,Mass,1,9,Tier 2,0
02000502,28,60128,49,1,36,70,2,2,3,No,Yes,Fuel,POS,Android,Preferred,8,7,Tier 2,1
02000503,47,6174,36,13,707,14,9,1,4,No,Yes,Fuel,ATM,Android,Premium,2,4,Tier 3,1
02000504,38,140662,66,20,157,30,8,0,9,No,No,Travel,Online,Android,Preferred,10,3,Tier 3,1
02000505,54,4770,43,19,607,84,3,3,17,No,Yes,Travel,Online,Web,Premium,10,10,Tier 2,1
02000506,60,108863,52,7,23,64,1,5,19,Yes,No,Dining,POS,iOS,Premium,5,9,Tier 1,1
02000507,51,110083,67,5,233,38,5,2,4,Yes,Yes,Grocery,ATM,Android,Premium,0,7,Tier 2,0
02000508,44,160317,27,6,417,8,9,1,18,Yes,Yes,Electronics,Online,Web,Preferred,4,4,Tier 1,0
02000509,52,92495,45,5,476,48,3,2,0,No,Yes,Grocery,POS,Android,Mass,8,4,Tier 1,0
02000510,23,115310,63,11,703,85,4,3,17,No,Yes,Fuel,Online,iOS,Premium,1,10,Tier 1,1
02000511,32,170335,33,6,55,64,1,3,6,Yes,Yes,Dining,ATM,iOS,Premium,5,4,Tier 2,1
02000512,34,109010,44,18,736,79,9,2,7,No,No,Electronics,Online,Web,Premium,6,2,Tier 3,1
02000513,29,105402,29,2,583,46,3,1,0,No,Yes,Dining,POS,Android,Mass,3,3,Tier 3,0
02000514,60,131275,50,15,501,85,8,3,20,Yes,Yes,Fuel,ATM,iOS,Preferred,0,9,Tier 2,1
02000515,21,64144,31,17,675,63,2,5,22,No,Yes,Fuel,ATM,Android,Preferred,1,7,Tier 2,1
02000516,64,507,23,2,323,41,3,5,18,No,No,Fuel,Online,Web,Premium,7,9,Tier 1,0
02000517,48,101457,63,2,75,94,8,0,12,No,Yes,Grocery,Online,Web,Preferred,9,6,Tier 1,1
02000518,52,145803,26,12,625,43,4,2,20,Yes,No,Dining,POS,iOS,Preferred,3,4,Tier 1,1
02000519,31,175093,34,4,671,66,4,0,14,No,Yes,Electronics,ATM,iOS,Premium,6,1,Tier 1,1
02000520,32,94568,34,1,309,41,4,0,21,No,Yes,Grocery,Online,iOS,Mass,4,4,Tier 2,1
02000521,28,59189,26,4,271,75,1,2,1,No,Yes,Fuel,Online,iOS,Preferred,8,10,Tier 1,1
02000522,48,75268,41,12,299,26,4,2,2,Yes,Yes,Dining,POS,Web,Preferred,10,7,Tier 3,1
02000523,59,132479,45,8,592,45,2,1,22,Yes,No,Fuel,POS,Android,Mass,8,9,Tier 2,0
02000524,49,8254,22,14,39,39,6,4,22,Yes,Yes,Travel,Online,Android,Mass,8,1,Tier 3,0
02000525,50,49040,32,2,474,17,0,0,1,Yes,Yes,Fuel,POS,iOS,Premium,6,3,Tier 3,0
02000526,26,60808,22,17,206,94,4,4,0,No,Yes,Dining,ATM,Android,Premium,3,5,Tier 3,1
02000527,45,126387,49,9,97,94,8,1,20,Yes,No,Dining,POS,iOS,Preferred,0,5,Tier 2,1
02000528,38,104719,60,1,170,19,3,2,12,Yes,No,Dining,Online,iOS,Mass,8,7,Tier 3,0
02000529,26,136105,27,21,510,19,5,1,8,Yes,Yes,Grocery,POS,Web,Premium,4,6,Tier 3,0
02000530,59,103094,48,7,332,67,0,3,22,Yes,No,Electronics,POS,Web,Preferred,9,6,Tier 3,0
02000531,54,127997,60,22,136,74,5,1,9,No,Yes,Grocery,Online,Android,Premium,4,8,Tier 2,1
02000532,46,83724,58,9,232,15,6,0,17,No,No,Travel,ATM,Web,Mass,10,9,Tier 3,0
02000533,24,41661,60,5,106,81,5,4,1,No,No,Dining,POS,Web,Premium,7,7,Tier 1,0
02000534,31,3680,35,6,746,42,10,0,11,Yes,Yes,Electronics,POS,Android,Premium,4,10,Tier 2,1
02000535,22,205,64,22,349,57,0,3,17,No,No,Electronics,ATM,Android,Mass,3,2,Tier 1,1
02000536,30,171680,34,13,694,24,2,0,9,Yes,Yes,Travel,ATM,iOS,Preferred,9,10,Tier 2,0
02000537,49,85380,31,14,608,44,10,3,21,Yes,Yes,Dining,Online,Android,Mass,3,6,Tier 2,1
02000538,48,164281,40,15,503,66,9,3,15,Yes,No,Grocery,POS,iOS,Preferred,4,7,Tier 2,1
02000539,53,160275,27,7,21,9,5,3,17,No,Yes,Electronics,POS,Android,Premium,1,6,Tier 1,0
02000540,42,29031,24,9,374,77,0,4,2,No,Yes,Fuel,ATM,Android,Premium,9,7,Tier 3,0
02000541,68,69165,39,7,343,26,7,1,7,Yes,Yes,Fuel,ATM,Web,Premium,6,10,Tier 2,0
02000542,39,44726,65,12,155,69,9,1,4,Yes,Yes,Fuel,Online,Web,Mass,6,2,Tier 2,1
02000543,57,142428,25,11,203,87,6,3,7,Yes,No,Grocery,POS,Web,Premium,3,4,Tier 3,1
02000544,53,129500,32,22,116,11,1,0,23,Yes,No,Fuel,POS,Android,Preferred,2,5,Tier 2,0
02000545,21,63804,53,19,750,61,6,3,7,Yes,Yes,Electronics,ATM,Android,Premium,7,4,Tier 1,1
02000546,21,79005,22,23,76,86,9,4,9,No,Yes,Electronics,ATM,iOS,Premium,8,8,Tier 1,1
02000547,31,1770,37,14,740,20,10,2,0,Yes,Yes,Electronics,ATM,iOS,Preferred,4,10,Tier 3,1
02000548,62,26694,21,1,651,14,5,2,4,No,Yes,Dining,ATM,Android,Mass,10,9,Tier 2,0
02000549,54,36067,33,8,405,90,3,5,22,No,Yes,Electronics,POS,Web,Preferred,5,0,Tier 1,1
02000550,47,27847,41,21,302,34,7,1,5,No,Yes,Travel,Online,Web,Premium,5,1,Tier 1,1
02000551,57,19788,64,2,576,80,0,2,17,Yes,Yes,Fuel,Online,iOS,Preferred,0,9,Tier 3,0
02000552,37,138391,51,11,254,43,5,2,4,No,No,Dining,POS,iOS,Premium,6,6,Tier 1,1
02000553,34,173664,31,3,541,55,0,4,14,Yes,No,Fuel,POS,iOS,Premium,4,3,Tier 2,1
02000554,33,35989,48,2,475,34,7,0,0,No,No,Electronics,Online,Android,Mass,2,1,Tier 3,0
02000555,45,60623,44,19,682,73,4,1,11,Yes,Yes,Electronics,Online,Android,Mass,1,5,Tier 3,1
02000556,29,79958,37,2,172,26,1,5,14,Yes,Yes,Dining,Online,iOS,Mass,7,9,Tier 2,0
02000557,27,122813,60,18,315,64,5,4,10,Yes,Yes,Dining,POS,Android,Premium,4,3,Tier 3,1
02000558,26,152197,52,4,199,8,10,5,20,Yes,No,Travel,Online,Android,Mass,9,0,Tier 1,1
02000559,27,82637,46,14,391,32,4,3,1,No,Yes,Electronics,POS,Web,Preferred,3,1,Tier 1,1
02000560,28,119858,63,6,630,45,0,4,23,Yes,Yes,Electronics,Online,Android,Mass,2,8,Tier 3,0
02000561,57,162790,26,9,234,12,6,1,7,Yes,No,Grocery,Online,iOS,Preferred,6,10,Tier 1,0
02000562,35,5645,57,6,378,51,9,3,6,Yes,Yes,Fuel,ATM,Android,Mass,1,4,Tier 2,0
02000563,50,123849,55,18,201,17,6,1,21,No,No,Grocery,POS,Web,Preferred,10,1,Tier 1,0
02000564,67,94864,59,12,533,42,4,2,19,No,No,Travel,ATM,iOS,Preferred,5,5,Tier 1,1
02000565,62,3966,27,23,555,91,8,0,9,Yes,Yes,Electronics,POS,Web,Premium,2,1,Tier 2,1
02000566,30,174692,21,18,179,49,9,0,8,Yes,Yes,Travel,Online,iOS,Preferred,7,2,Tier 1,1
02000567,61,39568,35,9,416,16,7,2,5,Yes,No,Travel,Online,Web,Mass,4,9,Tier 2,0
02000568,40,48705,50,17,619,89,7,1,18,No,No,Electronics,POS,Android,Mass,8,7,Tier 2,1
02000569,40,29124,32,15,729,91,3,2,2,Yes,Yes,Grocery,Online,Android,Preferred,9,6,Tier 3,1
02000570,54,52349,27,3,65,17,0,3,3,Yes,Yes,Travel,Online,Web,Premium,0,6,Tier 2,0
02000571,46,135713,69,3,441,22,6,0,2,No,Yes,Travel,Online,iOS,Premium,8,6,Tier 3,0
02000572,49,16027,59,4,288,46,6,2,6,No,Yes,Electronics,Online,Android,Preferred,5,1,Tier 1,1
02000573,60,1325,44,23,352,67,2,2,15,Yes,Yes,Electronics,POS,Android,Mass,1,3,Tier 2,1
02000574,64,158093,23,0,482,51,3,1,3,Yes,No,Electronics,ATM,Android,Preferred,8,2,Tier 1,0
02000575,34,67021,42,6,533,41,2,3,4,No,No,Fuel,ATM,Android,Premium,9,6,Tier 3,0
02000576,26,109431,32,19,653,31,4,2,12,No,No,Electronics,Online,iOS,Premium,2,2,Tier 2,0
02000577,58,130810,51,9,127,49,2,1,13,No,No,Fuel,POS,Android,Premium,2,6,Tier 3,0
02000578,35,87439,33,16,642,39,10,5,4,No,No,Dining,ATM,Android,Premium,5,10,Tier 3,1
02000579,37,166161,51,0,372,18,4,5,16,No,Yes,Grocery,ATM,Android,Mass,2,2,Tier 1,0
02000580,30,95831,45,4,442,66,7,0,23,Yes,Yes,Fuel,Online,Web,Preferred,0,2,Tier 1,0
02000581,66,62834,59,22,68,14,9,2,20,No,No,Fuel,POS,iOS,Preferred,6,5,Tier 3,0
02000582,57,123744,37,2,333,61,10,5,14,No,No,Dining,Online,Android,Preferred,6,6,Tier 2,1
02000583,47,136145,68,14,106,6,2,2,22,Yes,No,Dining,ATM,iOS,Mass,2,4,Tier 2,0
02000584,41,174578,65,15,186,32,10,5,10,Yes,Yes,Fuel,Online,Android,Premium,6,9,Tier 3,1
02000585,56,178433,56,7,213,94,2,1,7,No,Yes,Dining,ATM,iOS,Mass,8,9,Tier 3,1
02000586,34,143351,22,11,620,35,0,0,5,Yes,Yes,Dining,Online,iOS,Preferred,7,5,Tier 1,0
02000587,33,53521,60,2,602,56,6,2,14,Yes,Yes,Electronics,ATM,Android,Preferred,2,9,Tier 1,1
02000588,65,59168,42,7,318,57,5,4,23,No,Yes,Grocery,Online,iOS,Preferred,9,5,Tier 1,0
02000589,41,150280,48,13,249,6,3,3,8,Yes,Yes,Electronics,Online,Web,Premium,1,5,Tier 2,1
02000590,57,165819,24,3,572,77,2,0,20,Yes,Yes,Dining,ATM,iOS,Preferred,9,7,Tier 2,1
02000591,26,69390,50,16,454,45,9,0,23,No,Yes,Fuel,Online,iOS,Preferred,6,4,Tier 2,0
02000592,37,52859,46,17,469,33,5,3,18,Yes,No,Fuel,POS,Android,Premium,7,4,Tier 1,0
02000593,40,27772,68,2,11,95,4,3,11,Yes,Yes,Travel,ATM,Web,Premium,3,1,Tier 3,1
02000594,30,159064,30,21,230,7,6,5,6,Yes,No,Fuel,ATM,Android,Premium,5,2,Tier 1,0
02000595,51,58270,64,10,709,28,3,0,21,Yes,No,Grocery,ATM,Web,Premium,0,3,Tier 2,0
02000596,29,127868,61,20,543,65,1,5,19,No,Yes,Travel,POS,Web,Mass,4,4,Tier 3,1
02000597,21,105968,26,5,423,91,5,1,4,Yes,Yes,Electronics,Online,Web,Preferred,0,2,Tier 3,1
02000598,44,141055,58,13,458,43,0,1,5,Yes,No,Travel,ATM,Android,Preferred,10,8,Tier 2,1
02000599,30,144262,68,15,245,57,9,2,13,No,Yes,Grocery,POS,iOS,Preferred,2,4,Tier 2,1
02000600,57,64725,54,4,134,79,4,5,0,Yes,Yes,Fuel,ATM,iOS,Preferred,7,7,Tier 2,0
02000601,38,52487,55,13,70,41,9,5,9,No,No,Grocery,Online,Web,Mass,3,2,Tier 1,1
02000602,43,57481,22,17,585,86,10,4,3,No,No,Grocery,POS,Android,Mass,8,1,Tier 3,1
02000603,37,10828,58,1,256,19,3,2,0,Yes,No,Dining,Online,Web,Preferred,2,0,Tier 2,0
02000604,64,4114,25,15,636,23,5,3,21,Yes,Yes,Electronics,POS,Web,Preferred,5,8,Tier 1,0
02000605,51,13686,22,9,26,26,9,3,13,No,Yes,Dining,POS,iOS,Premium,5,2,Tier 1,1
02000606,66,142862,45,15,476,86,5,4,4,Yes,No,Travel,POS,iOS,Mass,1,0,Tier 2,1
02000607,57,60285,37,5,593,64,8,1,5,Yes,Yes,Electronics,ATM,Web,Preferred,0,9,Tier 2,1
02000608,60,7905,56,1,190,36,3,2,5,Yes,Yes,Travel,POS,Web,Premium,8,6,Tier 3,0
02000609,27,136517,22,20,44,12,8,5,23,Yes,Yes,Dining,ATM,Web,Premium,9,1,Tier 1,1
02000610,41,163503,40,10,141,61,0,1,20,No,No,Travel,ATM,Web,Preferred,3,6,Tier 3,0
02000611,39,106457,62,17,244,49,10,4,17,No,No,Grocery,ATM,Android,Mass,10,9,Tier 2,1
02000612,39,110161,43,6,690,76,3,0,4,No,No,Dining,POS,Android,Mass,7,2,Tier 2,1
02000613,60,133563,24,11,238,7,2,5,4,Yes,No,Electronics,POS,Android,Preferred,9,0,Tier 3,0
02000614,36,125114,60,20,575,36,5,2,18,No,No,Grocery,ATM,Android,Premium,2,4,Tier 2,1
02000615,22,118275,55,1,528,11,4,3,17,No,Yes,Fuel,Online,iOS,Premium,8,9,Tier 3,0
02000616,56,93219,68,1,576,87,2,2,15,Yes,No,Travel,POS,Web,Premium,10,6,Tier 2,1
02000617,47,32989,38,7,79,28,7,5,18,No,Yes,Electronics,Online,iOS,Premium,9,4,Tier 3,1
02000618,51,67933,48,3,607,94,2,1,3,Yes,No,Electronics,POS,Web,Premium,1,5,Tier 2,1
02000619,61,142492,36,9,379,26,10,0,5,No,No,Fuel,POS,Android,Preferred,5,9,Tier 2,0
02000620,41,172052,33,11,729,12,7,1,11,No,No,Fuel,POS,iOS,Preferred,10,8,Tier 2,1
02000621,49,29010,31,9,481,42,6,4,2,No,No,Grocery,Online,Web,Premium,2,10,Tier 2,1
02000622,63,20527,40,16,287,75,10,0,13,Yes,No,Grocery,ATM,Web,Preferred,0,5,Tier 3,0
02000623,25,98359,65,2,417,6,10,4,21,No,No,Travel,ATM,Android,Mass,0,10,Tier 3,1
02000624,46,42369,24,5,100,83,10,0,2,Yes,Yes,Grocery,ATM,Web,Mass,3,4,Tier 1,1
02000625,25,51991,33,8,350,34,10,0,11,No,Yes,Fuel,POS,Android,Preferred,1,8,Tier 3,0
02000626,29,56777,63,3,395,75,8,3,14,Yes,Yes,Travel,POS,Web,Premium,2,1,Tier 1,1
02000627,55,161555,36,17,589,82,4,4,12,Yes,No,Dining,ATM,Web,Preferred,0,2,Tier 2,0
02000628,46,97296,27,16,645,38,7,5,19,Yes,Yes,Grocery,POS,Android,Premium,8,4,Tier 3,1
02000629,56,63808,60,3,233,30,10,4,8,No,Yes,Dining,POS,Web,Mass,1,10,Tier 2,0
02000630,38,150795,63,11,356,54,6,5,7,Yes,No,Dining,POS,Android,Mass,8,0,Tier 1,0
02000631,54,132489,41,2,614,48,0,5,5,Yes,Yes,Travel,Online,iOS,Mass,1,7,Tier 1,1
02000632,28,35292,53,21,108,62,3,5,5,Yes,No,Travel,ATM,iOS,Premium,0,1,Tier 3,1
02000633,38,13323,47,8,437,18,0,0,13,Yes,No,Grocery,ATM,iOS,Premium,1,0,Tier 2,0
02000634,26,164436,46,12,26,22,4,1,8,Yes,No,Grocery,POS,Web,Mass,2,10,Tier 1,0
02000635,59,81010,25,9,734,93,3,4,23,Yes,Yes,Dining,ATM,iOS,Mass,10,9,Tier 3,0
02000636,60,112601,37,9,624,31,1,5,11,No,Yes,Fuel,ATM,Web,Premium,1,4,Tier 2,0
02000637,60,125526,43,9,362,18,10,4,4,Yes,No,Dining,Online,Web,Preferred,6,3,Tier 2,1
02000638,64,103915,25,14,31,6,5,0,13,Yes,Yes,Fuel,Online,Web,Preferred,7,3,Tier 2,0
02000639,36,72462,43,11,606,19,7,2,14,No,No,Electronics,ATM,Android,Premium,9,4,Tier 3,1
02000640,37,27063,63,9,424,26,0,5,22,No,No,Electronics,POS,iOS,Mass,9,0,Tier 3,0
02000641,67,92584,57,5,17,70,8,0,13,Yes,Yes,Electronics,ATM,iOS,Mass,6,5,Tier 1,0
02000642,69,140832,43,13,675,79,3,1,3,No,Yes,Dining,POS,Android,Preferred,0,10,Tier 2,1
02000643,48,136599,52,22,334,72,9,0,19,Yes,No,Electronics,Online,iOS,Mass,5,2,Tier 1,1
02000644,49,136138,41,6,416,58,1,3,23,No,Yes,Electronics,Online,Web,Mass,9,9,Tier 1,1
02000645,24,163018,58,0,113,56,1,2,21,No,No,Dining,ATM,Web,Premium,2,0,Tier 2,0
02000646,36,39175,28,8,347,54,3,0,18,Yes,No,Grocery,ATM,Web,Preferred,6,8,Tier 1,0
02000647,65,39034,58,5,59,84,1,0,15,Yes,No,Electronics,ATM,Web,Premium,1,9,Tier 2,0
02000648,59,164744,51,23,239,47,2,2,13,No,No,Dining,Online,Web,Premium,2,4,Tier 3,0
02000649,52,110190,28,22,260,15,7,2,2,Yes,No,Travel,POS,iOS,Premium,1,9,Tier 1,1
02000650,51,83777,41,17,99,17,6,5,9,Yes,No,Dining,Online,iOS,Preferred,5,9,Tier 1,1
02000651,25,128228,58,2,658,75,3,5,3,Yes,Yes,Electronics,Online,iOS,Mass,10,2,Tier 1,1
02000652,64,157220,62,17,264,48,10,4,1,Yes,No,Fuel,Online,Web,Premium,5,4,Tier 1,0
02000653,61,7901,22,12,134,54,3,2,13,Yes,No,Electronics,POS,Android,Preferred,9,4,Tier 1,0
02000654,39,86904,27,22,476,74,3,1,4,No,No,Grocery,POS,Android,Premium,5,0,Tier 1,1
02000655,69,94901,30,15,413,20,10,2,14,No,Yes,Dining,ATM,iOS,Mass,2,2,Tier 3,0
02000656,67,9173,60,12,160,17,8,0,21,No,Yes,Fuel,Online,Android,Mass,9,0,Tier 1,0
02000657,54,179477,29,1,91,53,1,3,22,Yes,Yes,Electronics,ATM,iOS,Preferred,4,5,Tier 3,0
02000658,29,74227,58,16,3,75,2,5,23,Yes,No,Grocery,ATM,Web,Premium,5,5,Tier 1,1
02000659,29,111854,23,11,727,28,4,5,17,No,Yes,Grocery,Online,iOS,Preferred,2,0,Tier 2,1
02000660,22,142216,45,0,205,22,7,0,16,Yes,Yes,Travel,Online,Android,Preferred,8,6,Tier 3,0
02000661,47,123885,62,7,276,78,0,1,23,No,Yes,Dining,Online,Android,Premium,1,5,Tier 3,0
02000662,33,14256,53,15,431,85,6,4,15,Yes,Yes,Grocery,POS,Web,Preferred,9,4,Tier 1,1
02000663,60,67055,54,17,508,85,8,2,14,No,Yes,Fuel,ATM,iOS,Preferred,7,6,Tier 3,1
02000664,61,90468,27,2,704,17,4,3,20,No,Yes,Fuel,POS,Android,Preferred,4,6,Tier 1,0
02000665,44,62799,54,19,385,88,3,2,21,Yes,Yes,Grocery,POS,Web,Mass,3,3,Tier 2,1
02000666,21,59830,22,7,458,66,5,2,4,No,Yes,Fuel,ATM,iOS,Premium,3,6,Tier 2,1
02000667,22,98122,55,14,330,83,4,1,13,Yes,Yes,Dining,POS,iOS,Preferred,3,7,Tier 3,1
02000668,44,168097,43,16,150,59,0,5,12,Yes,No,Dining,POS,Web,Premium,0,10,Tier 3,1
02000669,26,148817,28,4,276,77,1,3,13,No,No,Electronics,ATM,iOS,Preferred,8,5,Tier 3,1
02000670,35,137972,27,11,732,31,1,0,8,Yes,No,Electronics,POS,iOS,Preferred,8,2,Tier 3,0
02000671,54,86494,37,2,342,10,10,5,20,Yes,No,Dining,Online,iOS,Mass,7,3,Tier 1,0
02000672,45,106140,48,9,614,79,5,4,8,Yes,No,Grocery,ATM,iOS,Mass,1,9,Tier 1,0
02000673,65,109636,57,5,360,13,7,3,4,No,No,Grocery,Online,iOS,Mass,3,1,Tier 3,0
02000674,39,13471,57,21,108,81,2,3,6,Yes,Yes,Electronics,ATM,Web,Mass,2,10,Tier 2,1
02000675,61,52679,25,22,358,44,3,4,20,No,Yes,Travel,ATM,Android,Premium,7,3,Tier 1,0
02000676,54,127537,67,15,631,26,6,3,19,No,Yes,Travel,Online,Web,Preferred,6,5,Tier 2,1
02000677,67,120749,40,18,525,27,10,5,16,No,No,Travel,ATM,iOS,Premium,3,8,Tier 3,0
02000678,31,35005,69,8,490,71,2,4,22,Yes,Yes,Electronics,ATM,Android,Preferred,9,1,Tier 3,1
02000679,54,10594,28,4,97,17,2,5,5,Yes,Yes,Dining,ATM,iOS,Premium,1,3,Tier 3,0
02000680,59,63561,38,0,214,84,1,2,14,No,Yes,Dining,ATM,Web,Preferred,2,4,Tier 1,0
02000681,30,63610,47,5,490,89,0,2,21,No,No,Dining,ATM,iOS,Mass,9,3,Tier 1,0
02000682,55,3055,36,7,382,50,2,2,13,Yes,Yes,Dining,POS,Web,Preferred,10,0,Tier 3,0
02000683,29,3119,52,19,65,90,6,2,11,Yes,Yes,Travel,ATM,Web,Mass,9,5,Tier 3,1
02000684,55,57226,44,20,592,34,3,2,8,Yes,No,Grocery,Online,Android,Premium,9,9,Tier 2,0
02000685,60,90744,65,18,577,19,5,2,10,Yes,No,Dining,ATM,iOS,Premium,8,4,Tier 3,1
02000686,53,65640,27,6,277,41,5,4,18,Yes,Yes,Grocery,POS,Web,Mass,4,8,Tier 2,0
02000687,60,12110,34,3,70,19,7,3,15,No,No,Travel,ATM,iOS,Mass,6,0,Tier 1,0
02000688,54,107811,64,1,201,90,5,5,16,No,No,Grocery,POS,Web,Preferred,10,6,Tier 1,1
02000689,37,113631,53,9,421,45,9,2,0,Yes,No,Grocery,ATM,iOS,Preferred,9,5,Tier 1,1
02000690,61,87493,65,9,522,54,1,5,8,No,No,Electronics,POS,Android,Mass,5,6,Tier 2,0
02000691,68,128932,56,15,724,5,9,4,6,Yes,Yes,Electronics,POS,Android,Preferred,3,7,Tier 3,1
02000692,56,33560,28,22,292,14,9,2,9,No,Yes,Travel,POS,Web,Preferred,10,7,Tier 1,0
02000693,43,24467,32,8,681,18,5,4,22,No,Yes,Grocery,ATM,iOS,Preferred,3,7,Tier 3,0
02000694,69,25776,34,16,152,20,6,0,12,No,No,Grocery,Online,Android,Mass,1,4,Tier 2,0
02000695,43,105615,23,11,455,50,6,0,3,Yes,Yes,Electronics,POS,Web,Preferred,5,8,Tier 1,0
02000696,49,123785,26,17,284,52,4,5,19,Yes,No,Grocery,Online,Web,Mass,3,10,Tier 1,1
02000697,36,172860,60,7,462,62,2,3,3,Yes,Yes,Grocery,POS,Android,Mass,6,7,Tier 3,1
02000698,69,5698,65,23,186,76,8,4,9,Yes,Yes,Dining,POS,Android,Mass,5,0,Tier 1,1
02000699,46,48938,45,19,652,30,6,0,2,Yes,Yes,Dining,Online,iOS,Premium,9,9,Tier 3,0
02000700,67,15138,56,16,526,93,9,5,19,No,No,Dining,POS,Android,Premium,1,5,Tier 2,1
02000701,66,161877,43,2,666,76,5,0,9,No,No,Dining,POS,Android,Preferred,2,4,Tier 3,0
02000702,65,90834,22,20,313,95,3,2,17,No,Yes,Grocery,POS,Android,Preferred,5,3,Tier 2,0
02000703,35,91280,57,9,554,38,3,2,10,Yes,Yes,Electronics,POS,Android,Mass,9,0,Tier 2,0
02000704,35,137564,59,14,441,45,3,3,3,Yes,No,Dining,Online,Android,Mass,2,5,Tier 2,0
02000705,43,144340,52,16,329,53,7,5,23,Yes,Yes,Grocery,POS,Android,Premium,10,2,Tier 3,1
02000706,23,112281,24,23,205,20,2,2,21,No,Yes,Grocery,Online,Android,Preferred,9,9,Tier 3,1
02000707,26,115480,21,2,532,21,4,0,23,Yes,Yes,Travel,Online,Web,Mass,3,8,Tier 2,0
02000708,48,19467,40,9,334,8,7,1,4,Yes,Yes,Fuel,Online,Android,Premium,2,7,Tier 2,0
02000709,65,119411,58,8,656,84,10,0,13,No,Yes,Electronics,ATM,Android,Preferred,5,2,Tier 3,1
02000710,44,32080,50,9,176,8,2,3,4,Yes,No,Grocery,Online,Android,Mass,2,2,Tier 1,0
02000711,63,98381,63,13,494,53,10,4,16,No,No,Electronics,Online,Android,Premium,2,4,Tier 3,1
02000712,58,46229,30,20,551,69,6,1,23,No,No,Travel,Online,Web,Premium,8,1,Tier 1,1
02000713,21,4009,66,3,625,86,4,3,6,No,No,Dining,Online,Web,Mass,8,4,Tier 1,1
02000714,56,24071,52,6,603,8,8,1,22,Yes,Yes,Fuel,POS,iOS,Preferred,0,7,Tier 3,0
02000715,68,164462,38,4,710,90,5,0,20,Yes,No,Grocery,ATM,Android,Preferred,7,2,Tier 2,1
02000716,39,80543,57,16,150,68,1,4,20,No,No,Grocery,Online,Android,Premium,8,0,Tier 1,1
02000717,58,62413,33,16,494,83,1,1,23,Yes,No,Travel,Online,Web,Mass,7,4,Tier 1,1
02000718,39,28512,27,15,174,68,0,4,13,Yes,Yes,Fuel,POS,iOS,Mass,5,2,Tier 2,0
02000719,23,167101,54,3,566,7,2,5,4,Yes,Yes,Grocery,Online,iOS,Preferred,5,4,Tier 3,1
02000720,32,14319,53,12,374,47,7,4,2,Yes,Yes,Grocery,POS,iOS,Preferred,3,4,Tier 2,1
02000721,34,78799,44,11,750,17,0,0,19,Yes,No,Electronics,ATM,iOS,Premium,10,9,Tier 1,0
02000722,51,147733,30,23,2,47,0,1,17,No,Yes,Dining,POS,Android,Premium,9,2,Tier 2,1
02000723,29,141022,65,17,299,6,3,4,5,No,Yes,Dining,Online,iOS,Preferred,4,10,Tier 1,1
02000724,56,14818,58,9,512,21,7,3,22,No,No,Electronics,ATM,iOS,Preferred,5,4,Tier 3,0
02000725,26,167014,60,8,382,11,3,4,16,No,Yes,Fuel,POS,iOS,Premium,4,4,Tier 2,1
02000726,45,179484,34,9,711,59,1,0,11,No,Yes,Grocery,Online,Web,Mass,8,8,Tier 1,0
02000727,30,133045,62,3,722,44,9,2,14,No,No,Grocery,POS,iOS,Premium,10,7,Tier 2,1
02000728,24,177025,28,4,408,62,5,1,11,No,Yes,Electronics,POS,Web,Mass,1,7,Tier 1,1
02000729,39,43698,31,14,484,23,9,3,9,Yes,Yes,Travel,Online,iOS,Premium,9,0,Tier 2,0
02000730,27,30604,40,14,224,71,8,0,5,Yes,Yes,Travel,POS,Web,Mass,9,4,Tier 3,1
