contact_id,customer_age,account_balance_inr,last_contact_days_ago,campaign_contacts,prior_campaign_successes,call_duration_seconds,bank_tenure_years,monthly_income_inr,savings_products_count,housing_loan,personal_loan,occupation,education,contact_method,contact_month,marital_status,digital_active,branch_visits_3m,subscribed
03000487,35,884530,112,2,1,337,19,2022476,6,No,No,Service,School,Phone,Nov,Single,No,12,0
03000488,44,1125024,90,2,9,521,24,1828867,0,Yes,Yes,Service,Postgraduate,Email,Jan,Other,Yes,9,1
03000489,62,416308,19,8,2,354,24,567879,3,Yes,Yes,Retired,School,Phone,Mar,Married,No,4,0
03000490,29,622774,113,7,2,598,20,757647,0,Yes,Yes,Service,Postgraduate,Email,Nov,Other,No,6,0
03000491,27,616086,174,6,4,181,16,899728,5,No,No,Service,Postgraduate,Phone,Jan,Married,Yes,0,0
03000492,30,803471,141,10,10,384,15,2404006,4,Yes,Yes,Professional,Postgraduate,Phone,Nov,Other,Yes,4,1
03000493,64,1172902,72,4,5,279,4,1614300,6,Yes,Yes,Service,Graduate,Email,Sep,Single,Yes,7,1
03000494,62,92291,54,2,2,365,0,1196031,8,No,No,Professional,Graduate,Phone,Mar,Married,No,9,0
03000495,27,348692,15,4,1,258,5,2616697,0,No,Yes,Professional,School,Branch,Jun,Married,No,9,0
03000496,29,417577,83,4,3,84,0,1204275,6,Yes,No,Business,Graduate,Email,Mar,Single,No,4,0
03000497,21,1072905,161,11,2,111,16,1351327,5,Yes,No,Business,Graduate,Branch,Jan,Other,No,5,0
03000498,37,997887,83,2,8,80,5,2002693,7,Yes,Yes,Service,School,Email,Sep,Other,Yes,3,1
03000499,23,544524,34,8,1,139,19,2886186,8,Yes,Yes,Retired,School,Email,Nov,Married,Yes,12,1
03000500,34,82966,81,3,10,171,0,2080869,7,Yes,No,Service,Graduate,Email,Jun,Married,Yes,11,0
03000501,53,262766,6,2,0,44,15,2589674,6,No,Yes,Business,Graduate,Email,Nov,Single,Yes,5,0
03000502,65,989322,137,3,9,286,22,476004,7,Yes,No,Professional,School,Email,Jun,Other,No,4,1
03000503,45,698501,115,5,7,152,23,1020676,4,Yes,Yes,Retired,School,Branch,Jan,Single,No,10,0
03000504,69,1072048,20,6,10,638,6,1498075,3,No,No,Retired,Graduate,Branch,Sep,Single,Yes,1,1
03000505,42,356519,147,6,3,402,10,936863,2,No,No,Retired,School,Email,Jun,Married,Yes,0,1
03000506,51,940522,150,11,3,459,15,1477676,8,No,No,Professional,Graduate,Branch,Jan,Single,Yes,12,0
03000507,52,98466,148,10,3,247,21,2372904,3,No,Yes,Business,Graduate,Phone,Jun,Other,No,1,0
03000508,38,527516,9,4,3,567,9,294471,5,Yes,No,Business,Postgraduate,Phone,Sep,Single,Yes,12,0
03000509,63,492220,13,7,6,323,18,2566733,3,Yes,Yes,Business,School,Phone,Mar,Married,Yes,4,1
03000510,64,201700,25,3,10,188,14,2894627,5,Yes,Yes,Retired,School,Phone,Nov,Other,Yes,6,1
03000511,69,228966,18,12,1,159,13,454487,3,Yes,No,Professional,Postgraduate,Branch,Sep,Other,No,8,0
03000512,24,888818,96,7,8,400,5,357676,7,No,No,Service,School,Phone,Jan,Married,No,0,1
03000513,57,669958,47,3,10,560,16,773766,2,No,Yes,Service,Postgraduate,Branch,Nov,Other,No,0,0
03000514,38,582185,94,2,8,527,20,2641403,7,No,Yes,Retired,Postgraduate,Phone,Mar,Other,Yes,2,1
03000515,62,626308,147,4,8,406,9,2068324,7,Yes,Yes,Business,Graduate,Email,Jan,Other,Yes,8,1
03000516,25,844638,76,2,3,444,10,2542319,3,Yes,Yes,Business,Graduate,Branch,Sep,Married,Yes,2,1
03000517,63,589686,169,6,8,244,25,524778,8,No,Yes,Professional,Postgraduate,Branch,Mar,Single,No,7,1
03000518,58,314311,11,3,5,151,4,547735,6,No,No,Professional,Graduate,Phone,Mar,Married,No,10,0
03000519,47,227828,69,1,5,552,15,2659452,3,Yes,Yes,Retired,School,Phone,Nov,Single,Yes,10,1
03000520,53,71853,19,8,5,157,4,1919998,0,No,No,Service,Postgraduate,Email,Jan,Married,No,10,0
03000521,44,698973,35,2,1,458,7,351348,5,Yes,No,Retired,School,Email,Jun,Married,No,2,1
03000522,66,768077,176,6,9,471,16,1417146,5,No,Yes,Service,Graduate,Email,Jan,Other,No,10,0
03000523,65,1061997,158,6,2,391,21,473478,6,Yes,Yes,Business,Postgraduate,Branch,Sep,Other,Yes,10,0
03000524,53,672889,11,9,6,556,8,2848349,7,No,No,Retired,Graduate,Email,Mar,Married,No,10,1
03000525,36,980806,166,9,7,76,9,1191718,0,Yes,Yes,Professional,School,Branch,Sep,Other,Yes,7,0
03000526,64,902563,121,11,10,69,14,1991893,6,No,No,Business,Graduate,Branch,Jun,Single,Yes,9,1
03000527,61,403402,115,7,1,375,20,2808228,7,Yes,No,Business,Graduate,Email,Mar,Single,No,7,0
03000528,43,930344,29,3,8,633,24,2010172,2,Yes,No,Professional,Postgraduate,Branch,Mar,Married,Yes,10,1
03000529,35,618185,180,4,5,362,17,1083960,1,Yes,No,Business,School,Email,Mar,Single,Yes,2,1
03000530,37,1014790,115,3,9,314,18,1401548,5,No,Yes,Service,School,Email,Mar,Married,No,4,1
03000531,64,994278,137,7,0,278,25,1316572,8,Yes,Yes,Service,School,Branch,Nov,Single,No,0,1
03000532,53,1153717,101,5,8,105,22,294734,3,Yes,Yes,Retired,Postgraduate,Branch,Jun,Single,Yes,9,0
03000533,28,1030322,6,10,8,339,22,1412842,0,Yes,Yes,Business,Postgraduate,Email,Mar,Other,No,5,1
03000534,34,1012343,155,10,9,499,0,2433857,7,No,Yes,Service,School,Branch,Sep,Single,No,4,1
03000535,27,1156747,160,11,3,87,9,2209408,8,Yes,Yes,Professional,School,Phone,Sep,Single,No,4,1
03000536,45,740406,123,3,2,197,24,431384,0,No,No,Retired,Graduate,Phone,Jun,Single,No,4,0
03000537,37,85979,39,2,5,447,25,495206,4,Yes,No,Business,Graduate,Branch,Jan,Married,Yes,7,1
03000538,54,1061054,142,10,6,101,14,2392906,1,Yes,No,Retired,School,Phone,Jun,Other,Yes,1,0
03000539,60,1179135,102,12,10,102,7,1003489,8,No,Yes,Professional,Graduate,Branch,Mar,Other,No,2,1
03000540,53,1194755,47,12,1,241,13,1165368,4,Yes,No,Professional,School,Branch,Nov,Other,Yes,7,1
03000541,48,945725,73,2,7,464,11,2447192,2,No,Yes,Service,School,Branch,Mar,Single,Yes,1,1
03000542,41,562245,92,5,8,564,9,462818,0,No,No,Retired,School,Phone,Sep,Other,No,8,0
03000543,21,876745,130,8,6,409,17,2736186,5,Yes,Yes,Service,Postgraduate,Phone,Nov,Married,No,8,1
03000544,34,658943,20,1,5,550,18,2417465,0,Yes,Yes,Service,Graduate,Branch,Jan,Other,Yes,1,1
03000545,62,1140101,44,6,9,85,1,989981,0,Yes,No,Professional,Postgraduate,Branch,Jun,Single,Yes,3,0
03000546,21,476254,28,7,2,44,8,2673704,5,Yes,No,Retired,Postgraduate,Branch,Mar,Other,No,2,0
03000547,54,351367,121,1,10,215,17,404345,3,No,Yes,Professional,Postgraduate,Phone,Mar,Married,No,9,1
03000548,54,146551,48,4,7,362,14,751322,3,Yes,Yes,Business,School,Branch,Sep,Other,No,7,0
03000549,29,224559,36,9,0,399,0,1282725,6,No,No,Service,Postgraduate,Phone,Sep,Married,Yes,8,1
03000550,28,83140,151,3,0,89,1,1656785,1,No,No,Service,Graduate,Phone,Jan,Single,Yes,5,0
03000551,33,283471,180,12,9,486,18,2715941,5,No,Yes,Business,Graduate,Phone,Mar,Married,No,1,0
03000552,49,1165188,167,10,2,107,6,1516652,7,No,Yes,Service,School,Email,Jun,Other,Yes,0,0
03000553,46,821009,145,7,3,371,12,1774450,8,Yes,No,Business,Postgraduate,Branch,Mar,Other,No,8,0
03000554,61,624817,30,3,2,359,0,429781,4,Yes,Yes,Professional,School,Phone,Jan,Married,No,8,0
03000555,31,1055816,44,12,1,560,11,977860,8,No,No,Service,School,Phone,Nov,Single,No,3,0
03000556,66,243919,53,4,1,192,17,1482767,2,No,Yes,Professional,Postgraduate,Email,Jan,Other,Yes,1,0
03000557,21,1137196,5,3,4,443,5,2573244,0,No,Yes,Service,Postgraduate,Branch,Mar,Other,No,0,0
03000558,66,853765,66,10,6,36,25,2598051,6,Yes,Yes,Service,School,Email,Sep,Married,No,8,0
03000559,36,1044206,115,11,9,119,17,1394981,8,Yes,Yes,Retired,Postgraduate,Branch,Mar,Other,Yes,8,0
03000560,61,187696,160,6,10,477,12,2571761,3,No,No,Retired,School,Phone,Jan,Other,No,3,1
03000561,45,984391,108,2,1,533,21,1797354,1,Yes,Yes,Business,School,Email,Mar,Other,No,10,1
03000562,49,996784,3,4,9,280,16,957435,6,No,Yes,Professional,School,Email,Jan,Single,Yes,8,1
03000563,55,358257,80,12,1,467,19,2981941,8,Yes,No,Professional,Postgraduate,Phone,Sep,Single,No,8,0
03000564,35,844061,122,4,1,533,0,622578,6,No,No,Service,Graduate,Branch,Nov,Married,No,9,0
03000565,54,940672,113,6,2,150,6,440179,0,Yes,No,Business,Postgraduate,Phone,Jun,Single,No,3,1
03000566,63,912467,34,6,5,588,15,1621962,0,Yes,No,Business,Graduate,Phone,Nov,Married,Yes,2,0
03000567,48,1032350,6,1,10,183,19,876250,3,Yes,No,Business,Postgraduate,Email,Jan,Single,No,4,1
03000568,68,1133306,137,5,6,394,10,2687244,7,Yes,No,Service,Graduate,Branch,Nov,Married,Yes,3,0
03000569,54,790889,73,1,10,318,7,1327662,0,No,No,Retired,Graduate,Branch,Mar,Married,Yes,4,1
03000570,41,925608,1,7,3,527,3,729411,5,No,No,Retired,Postgraduate,Email,Sep,Single,Yes,6,1
03000571,45,40483,98,1,0,508,15,562044,0,Yes,No,Professional,Graduate,Phone,Jun,Married,Yes,6,0
03000572,41,597983,170,8,2,56,10,1074935,3,No,No,Service,Graduate,Branch,Nov,Other,Yes,4,0
03000573,42,79442,63,5,1,320,10,2515481,2,No,No,Service,Postgraduate,Phone,Jun,Single,No,9,0
03000574,48,406396,123,9,3,608,14,2749765,1,No,Yes,Professional,School,Phone,Nov,Single,No,10,0
03000575,55,664338,59,10,0,280,14,2497308,8,No,Yes,Service,Postgraduate,Phone,Nov,Other,No,11,0
03000576,51,922919,134,2,1,622,12,2155995,6,Yes,No,Service,Postgraduate,Branch,Jun,Single,Yes,9,0
03000577,49,446795,136,12,2,520,23,1930874,0,Yes,No,Retired,School,Phone,Sep,Married,Yes,7,0
03000578,64,491083,108,11,0,594,16,986689,7,No,No,Retired,Graduate,Phone,Sep,Other,Yes,10,0
03000579,62,202385,12,3,2,70,21,746357,2,Yes,No,Business,School,Phone,Jun,Single,Yes,9,0
03000580,43,68999,108,9,1,488,24,1293180,0,No,Yes,Service,School,Email,Jan,Other,Yes,7,0
03000581,68,45994,98,10,0,214,3,432464,2,Yes,No,Retired,Postgraduate,Email,Jun,Single,Yes,1,0
03000582,61,28822,48,8,1,320,14,2926696,7,Yes,Yes,Retired,Postgraduate,Phone,Mar,Other,No,2,1
03000583,64,854126,104,8,3,401,2,1590490,5,No,Yes,Business,Graduate,Branch,Sep,Other,Yes,3,0
03000584,25,735518,20,1,6,206,17,788101,5,No,Yes,Service,Graduate,Email,Mar,Married,No,5,1
03000585,27,1036729,13,4,2,486,0,2197000,8,No,No,Business,Postgraduate,Branch,Nov,Single,No,12,0
03000586,27,206270,8,5,7,630,16,1298485,8,Yes,No,Professional,Graduate,Branch,Mar,Other,Yes,6,1
03000587,69,399613,12,2,10,469,2,855207,0,No,Yes,Business,Postgraduate,Branch,Jun,Other,No,4,0
03000588,58,389563,141,1,3,97,19,1939149,0,No,No,Retired,Graduate,Branch,Jan,Married,No,10,1
03000589,23,388485,32,3,0,207,9,2127183,7,Yes,Yes,Service,Graduate,Email,Jan,Single,Yes,2,0
03000590,68,113529,49,10,6,209,22,2182555,0,Yes,Yes,Retired,School,Branch,Jun,Single,No,10,0
03000591,46,1125069,43,7,5,369,0,2575037,8,No,No,Retired,School,Phone,Mar,Single,Yes,3,0
03000592,23,964185,82,9,5,510,3,642096,6,Yes,No,Business,Postgraduate,Phone,Jan,Married,Yes,7,0
03000593,64,650813,102,2,3,556,15,345980,4,Yes,No,Retired,School,Phone,Mar,Married,No,5,0
03000594,61,396657,9,4,4,39,17,738695,5,No,Yes,Service,Graduate,Branch,Sep,Single,No,6,1
03000595,47,1105757,126,12,9,141,2,1514797,8,No,Yes,Retired,Graduate,Phone,Sep,Married,No,11,0
03000596,57,711720,56,11,5,138,2,1386042,7,Yes,Yes,Business,Postgraduate,Email,Jun,Other,Yes,11,1
03000597,51,944294,32,4,5,595,23,2827205,1,Yes,No,Business,School,Phone,Jun,Other,No,7,0
03000598,30,1151120,37,12,10,42,5,1685151,8,Yes,No,Professional,Graduate,Phone,Sep,Married,No,11,0
03000599,34,256624,9,4,0,104,15,845405,5,No,No,Business,Graduate,Email,Nov,Other,Yes,4,0
03000600,50,61384,115,2,1,75,1,2099082,3,No,Yes,Retired,Postgraduate,Branch,Jun,Single,No,4,0
03000601,37,209946,50,11,6,277,5,705967,8,No,Yes,Retired,Postgraduate,Email,Nov,Other,Yes,0,1
03000602,61,192234,117,10,3,601,16,736216,6,No,Yes,Retired,School,Branch,Sep,Single,Yes,6,0
03000603,54,437582,95,6,5,107,21,2376769,6,Yes,Yes,Business,School,Branch,Jan,Other,Yes,10,0
03000604,28,854434,101,6,7,527,19,2722650,2,Yes,No,Retired,Postgraduate,Phone,Sep,Married,Yes,6,1
03000605,43,426565,50,2,1,537,1,2504893,6,No,No,Service,School,Branch,Jun,Single,Yes,7,1
03000606,23,15681,44,8,8,212,12,1795445,1,No,No,Retired,School,Email,Mar,Other,No,6,1
03000607,58,845880,154,6,8,249,9,1633185,6,Yes,No,Service,Graduate,Phone,Sep,Single,Yes,0,0
03000608,50,54557,170,7,6,599,16,1437958,8,Yes,No,Service,Postgraduate,Branch,Jan,Single,Yes,8,1
03000609,42,240436,164,4,0,646,15,1711622,6,No,Yes,Professional,Postgraduate,Phone,Jun,Single,No,12,1
03000610,65,569286,43,7,0,452,8,1842619,2,Yes,No,Business,School,Branch,Sep,Single,Yes,3,0
03000611,46,662914,154,6,7,187,12,1039070,8,Yes,Yes,Professional,Postgraduate,Email,Sep,Married,No,11,1
03000612,63,1141956,90,4,9,552,16,2381764,6,Yes,Yes,Retired,School,Branch,Jun,Single,Yes,1,0
03000613,36,670766,105,5,8,150,22,1940355,3,No,Yes,Retired,Postgraduate,Email,Mar,Married,Yes,3,1
03000614,60,386250,144,10,8,600,24,2422192,5,Yes,No,Business,Postgraduate,Email,Sep,Married,Yes,6,1
03000615,33,22555,139,12,1,543,13,868014,2,Yes,No,Business,School,Email,Nov,Single,Yes,1,0
03000616,31,682633,110,4,8,280,5,2834081,7,No,Yes,Service,School,Phone,Nov,Single,Yes,12,1
03000617,50,662348,38,3,9,373,24,2313790,4,Yes,Yes,Service,Graduate,Branch,Mar,Single,Yes,11,1
03000618,25,1135961,180,10,3,403,24,2905070,3,Yes,Yes,Retired,School,Email,Mar,Married,No,12,0
03000619,41,1168321,50,12,7,124,15,1860001,7,Yes,Yes,Service,Postgraduate,Email,Jan,Other,No,1,1
03000620,23,1182806,125,7,6,191,7,1994676,4,Yes,No,Professional,Graduate,Branch,Sep,Single,No,3,1
03000621,44,849924,91,12,6,546,21,567789,5,Yes,No,Business,Graduate,Phone,Jan,Single,Yes,9,0
03000622,24,234841,136,5,10,299,12,2718057,2,Yes,No,Business,School,Phone,Jan,Other,No,12,1
03000623,35,840673,165,10,7,89,4,729791,0,No,No,Professional,Postgraduate,Branch,Sep,Married,Yes,8,0
03000624,44,625959,115,7,5,496,14,2786145,1,No,No,Retired,Graduate,Branch,Nov,Single,No,9,1
03000625,53,472405,24,1,6,142,25,1817501,8,Yes,Yes,Retired,School,Email,Jan,Single,No,12,0
03000626,24,579659,116,9,10,350,17,576337,6,Yes,Yes,Professional,Postgraduate,Email,Sep,Single,No,0,1
03000627,57,455065,159,2,10,77,21,2258396,8,Yes,Yes,Service,Postgraduate,Phone,Jan,Married,No,10,1
03000628,21,579343,156,11,4,498,3,2880891,5,Yes,Yes,Business,Postgraduate,Branch,Sep,Other,No,4,1
03000629,66,448244,177,5,1,623,7,1926238,6,No,No,Professional,Graduate,Email,Jun,Married,Yes,6,1
03000630,49,1186649,110,4,3,374,22,373578,5,Yes,No,Retired,School,Email,Jun,Married,Yes,6,0
03000631,52,455103,1,4,9,602,11,1150297,2,No,Yes,Retired,School,Phone,Nov,Other,No,12,1
03000632,27,901271,166,8,7,232,18,1972525,2,Yes,Yes,Professional,Postgraduate,Email,Nov,Single,No,9,1
03000633,50,17191,56,12,7,77,18,2278147,5,No,No,Retired,Postgraduate,Phone,Nov,Married,No,9,1
03000634,21,793802,163,9,0,621,23,1850786,1,Yes,No,Retired,School,Phone,Jun,Other,Yes,3,0
03000635,42,237098,33,6,3,26,17,621197,2,Yes,No,Service,Postgraduate,Phone,Sep,Married,Yes,4,0
03000636,42,326155,136,2,3,554,20,1900159,7,Yes,Yes,Business,School,Branch,Jun,Married,Yes,5,1
03000637,67,299540,120,11,2,514,18,267612,1,Yes,No,Service,Graduate,Email,Nov,Single,Yes,7,1
03000638,57,997698,127,4,2,146,6,2157301,0,Yes,No,Service,Graduate,Branch,Sep,Married,Yes,8,0
03000639,57,296036,149,6,8,90,15,1756441,7,No,No,Professional,Postgraduate,Email,Jun,Single,Yes,1,0
03000640,41,266782,12,3,4,205,3,615462,7,No,Yes,Retired,School,Phone,Mar,Married,No,1,1
03000641,43,812099,154,12,1,558,1,680787,4,Yes,No,Business,Postgraduate,Phone,Jun,Single,No,12,0
03000642,57,590089,22,12,3,27,9,788939,1,No,Yes,Service,Postgraduate,Branch,Nov,Other,Yes,4,0
03000643,28,156328,53,6,2,77,19,434171,7,Yes,Yes,Service,School,Branch,Mar,Other,No,10,0
03000644,34,880806,10,7,7,535,14,1900970,5,Yes,Yes,Business,Graduate,Branch,Jan,Single,Yes,5,1
03000645,49,849977,69,12,6,377,13,1305335,0,Yes,No,Service,School,Email,Jun,Other,Yes,12,1
03000646,39,256112,160,8,3,553,8,695482,8,Yes,No,Business,Graduate,Phone,Jun,Other,No,1,1
03000647,44,281565,158,4,3,184,13,711976,7,Yes,No,Business,Postgraduate,Branch,Nov,Married,Yes,7,0
03000648,21,723217,85,2,0,504,2,1722619,1,Yes,Yes,Business,Graduate,Phone,Jan,Married,No,3,0
03000649,54,825673,63,2,7,498,24,2851456,4,Yes,Yes,Service,Postgraduate,Email,Mar,Single,No,4,1
03000650,56,40793,89,4,1,229,0,1285621,0,Yes,Yes,Service,Postgraduate,Phone,Jan,Single,Yes,12,0
03000651,43,429071,34,5,6,425,13,2032561,6,Yes,No,Retired,Graduate,Email,Jun,Married,No,1,1
03000652,42,318932,5,2,0,373,2,2976636,6,No,Yes,Professional,Postgraduate,Phone,Nov,Single,Yes,7,1
03000653,32,1180175,5,10,9,491,4,1946906,7,No,Yes,Business,Graduate,Email,Mar,Married,No,6,1
03000654,45,12285,134,2,4,363,20,646101,2,No,No,Professional,School,Email,Jan,Married,No,9,0
03000655,33,358961,14,12,4,579,3,2708253,4,Yes,No,Business,Graduate,Branch,Sep,Married,No,1,1
03000656,46,260450,80,6,3,329,3,1236613,7,Yes,Yes,Business,Postgraduate,Email,Sep,Other,Yes,12,0
03000657,21,540408,87,2,8,110,10,1289507,0,No,Yes,Retired,Graduate,Email,Sep,Other,Yes,0,0
03000658,63,396939,162,11,9,543,14,441863,2,No,No,Business,Postgraduate,Email,Sep,Other,Yes,10,0
03000659,22,1168057,160,11,8,146,23,2141031,1,No,Yes,Retired,Graduate,Phone,Sep,Other,No,9,0
03000660,60,1190325,16,3,8,221,6,2725130,0,No,Yes,Business,Graduate,Phone,Mar,Married,Yes,2,0
03000661,57,70682,125,11,6,494,7,2455544,4,No,Yes,Business,Graduate,Branch,Sep,Single,Yes,0,1
03000662,22,78820,116,5,6,148,24,1480183,1,No,Yes,Service,Postgraduate,Branch,Sep,Married,No,4,0
03000663,59,28271,61,11,4,234,24,2736144,0,No,Yes,Retired,Postgraduate,Branch,Mar,Single,Yes,4,0
03000664,24,482749,45,2,0,605,2,2440062,7,No,No,Retired,Postgraduate,Email,Nov,Single,No,7,0
03000665,34,1172703,35,5,7,622,6,1126908,5,No,Yes,Professional,Postgraduate,Branch,Sep,Single,No,8,1
03000666,21,895825,19,9,1,648,25,946896,4,Yes,Yes,Professional,School,Branch,Mar,Single,Yes,9,1
03000667,66,747326,157,3,9,328,14,2485130,7,No,No,Retired,Postgraduate,Phone,Nov,Married,Yes,6,0
03000668,68,987675,8,4,3,593,9,1612666,2,No,No,Business,Graduate,Branch,Jan,Married,No,7,0
03000669,63,306509,91,3,2,610,25,1719975,4,No,No,Service,Graduate,Email,Jan,Married,Yes,1,0
03000670,42,474042,12,6,6,171,12,2796580,8,No,No,Retired,Postgraduate,Email,Nov,Married,Yes,5,0
03000671,46,981499,89,3,2,407,15,1328631,5,No,No,Retired,Postgraduate,Phone,Mar,Other,No,6,1
03000672,28,489534,124,10,3,562,25,1577029,3,Yes,Yes,Retired,School,Branch,Sep,Single,Yes,4,0
03000673,24,622485,43,3,8,470,7,1265433,8,Yes,No,Business,Postgraduate,Phone,Jun,Married,No,6,0
03000674,50,378117,126,6,2,288,11,819600,4,Yes,No,Professional,Graduate,Email,Nov,Other,No,2,0
03000675,30,736634,60,3,7,196,2,2947567,3,No,No,Business,Graduate,Email,Nov,Other,No,9,1
03000676,50,1080338,120,12,5,365,3,1154138,1,Yes,Yes,Retired,Graduate,Phone,Jan,Married,Yes,7,1
03000677,35,244964,29,2,10,340,16,2687287,5,No,No,Business,Graduate,Email,Mar,Married,Yes,6,1
03000678,66,597077,43,11,9,144,15,613015,5,Yes,No,Professional,Graduate,Email,Jan,Married,No,8,1
03000679,23,1070493,21,2,1,279,4,2497442,6,No,Yes,Retired,Postgraduate,Phone,Sep,Other,Yes,11,1
03000680,56,416359,146,2,4,74,11,1676591,0,Yes,No,Professional,Postgraduate,Phone,Jun,Married,Yes,1,0
03000681,47,665354,68,9,1,528,10,1291787,2,No,No,Service,School,Branch,Sep,Other,Yes,3,1
03000682,60,684959,123,1,9,40,19,885505,5,Yes,Yes,Professional,Graduate,Email,Jun,Married,No,6,1
03000683,52,529309,154,10,10,157,15,1324421,2,Yes,Yes,Service,Graduate,Phone,Sep,Other,No,6,0
03000684,44,744821,57,5,8,583,18,2517857,3,No,No,Service,Postgraduate,Phone,Jan,Married,No,10,1
03000685,38,1064501,56,11,4,42,22,466386,2,No,No,Business,School,Branch,Jan,Single,No,7,1
03000686,58,163101,145,8,2,280,7,2498133,5,No,Yes,Professional,School,Email,Jan,Single,Yes,2,0
03000687,66,4980,1,5,3,481,3,1538785,0,No,Yes,Business,Graduate,Email,Jan,Married,No,7,0
03000688,66,1138817,149,6,8,267,8,1833498,1,Yes,Yes,Professional,Graduate,Email,Mar,Other,Yes,2,0
03000689,41,50654,86,8,4,602,10,2291775,4,No,No,Retired,Graduate,Phone,Mar,Married,No,2,1
03000690,65,602702,69,3,0,635,4,2931347,4,Yes,Yes,Service,Graduate,Branch,Jun,Married,No,12,1
03000691,54,11608,70,12,1,335,3,2899638,8,No,No,Professional,Postgraduate,Phone,Sep,Single,Yes,7,0
03000692,49,1004463,172,2,0,499,15,731255,4,Yes,No,Service,Postgraduate,Email,Sep,Married,No,12,0
03000693,31,862764,12,12,2,326,25,1970528,5,Yes,No,Professional,Graduate,Branch,Jun,Single,Yes,9,1
03000694,23,109862,143,8,8,261,22,1731219,6,Yes,Yes,Service,Graduate,Email,Sep,Other,No,4,0
03000695,47,1091281,119,1,1,225,14,904374,1,No,No,Professional,School,Email,Nov,Married,Yes,0,0
03000696,47,988912,38,4,7,196,20,2715058,0,No,No,Professional,Graduate,Phone,Jan,Other,No,8,1
03000697,46,352597,57,4,0,555,23,1074715,1,No,No,Retired,School,Phone,Jun,Single,Yes,8,1
03000698,36,53094,170,12,2,555,10,2527662,2,No,No,Professional,Graduate,Email,Nov,Other,No,1,0
03000699,34,437076,73,9,1,631,14,338064,0,No,No,Business,Postgraduate,Phone,Sep,Married,No,0,1
03000700,50,1158254,90,2,0,477,6,1712557,4,Yes,Yes,Retired,Postgraduate,Branch,Jan,Single,No,11,0
03000701,34,323436,66,7,7,506,18,408904,0,Yes,Yes,Business,Graduate,Branch,Nov,Other,Yes,11,1
03000702,56,408513,32,10,3,360,16,2204680,0,Yes,Yes,Service,Postgraduate,Phone,Mar,Married,No,2,0
03000703,66,1067057,57,2,1,86,20,2477798,5,Yes,No,Business,Graduate,Phone,Nov,Single,No,12,0
03000704,49,8000,33,1,2,607,3,2567421,0,Yes,Yes,Service,School,Email,Jun,Married,No,1,0
03000705,57,1089181,26,12,2,535,16,1203894,4,Yes,No,Professional,Postgraduate,Branch,Jan,Single,No,1,1
03000706,25,643550,177,7,10,627,3,2768485,3,No,No,Retired,Postgraduate,Branch,Nov,Other,No,5,0
03000707,51,65210,102,10,2,460,24,2612110,7,Yes,No,Professional,School,Phone,Sep,Other,Yes,10,1
03000708,25,1178958,168,1,9,431,21,2360586,5,Yes,Yes,Business,School,Email,Nov,Single,Yes,9,1
03000709,64,308182,4,7,1,378,23,532749,3,No,No,Professional,School,Branch,Nov,Other,Yes,12,0
03000710,60,1152245,73,2,4,611,0,2102489,7,No,No,Service,Graduate,Branch,Jun,Single,No,11,1
03000711,41,605953,17,3,1,310,25,2155509,2,Yes,No,Service,Postgraduate,Branch,Mar,Other,No,2,0
03000712,66,342428,45,8,10,459,10,473257,5,Yes,Yes,Business,Graduate,Email,Sep,Single,Yes,3,1
03000713,37,155887,131,6,9,423,21,976478,4,Yes,Yes,Business,School,Branch,Sep,Married,No,1,1
03000714,53,602869,77,12,1,395,18,1764345,7,Yes,Yes,Retired,School,Email,Nov,Married,No,1,1
03000715,67,524474,159,2,9,359,12,2834609,1,No,No,Retired,Graduate,Branch,Sep,Single,No,12,1
03000716,59,873940,106,8,3,86,22,1594379,8,Yes,Yes,Professional,School,Email,Nov,Single,Yes,1,0
03000717,22,922206,138,7,1,333,14,1437125,0,Yes,No,Professional,School,Branch,Nov,Single,No,1,0
03000718,62,572720,118,10,3,432,14,831240,6,Yes,No,Professional,School,Phone,Nov,Single,No,9,0
03000719,69,974702,88,3,5,313,14,1118710,6,Yes,No,Retired,School,Branch,Jun,Single,No,1,0
03000720,33,11706,79,11,10,284,16,2135949,4,Yes,Yes,Service,Postgraduate,Phone,Mar,Married,Yes,9,1
03000721,51,367848,120,9,10,198,0,1992245,0,No,No,Retired,Graduate,Email,Sep,Married,No,10,0
03000722,50,1153466,121,7,0,106,8,870860,8,No,Yes,Service,Postgraduate,Branch,Jan,Single,No,6,0
03000723,48,1003775,135,1,7,384,21,1599127,2,No,No,Retired,School,Email,Jan,Married,Yes,1,0
03000724,58,312445,85,9,10,620,15,544795,3,No,Yes,Business,Postgraduate,Phone,Sep,Other,No,2,1
03000725,23,144007,42,6,0,626,16,2942708,7,No,No,Service,School,Email,Jan,Other,Yes,11,0
03000726,36,544912,149,7,4,311,18,1842116,4,Yes,Yes,Service,School,Branch,Jun,Other,No,9,0
03000727,33,584762,79,7,0,30,7,2958733,5,No,Yes,Professional,Postgraduate,Branch,Jun,Single,Yes,1,0
03000728,42,878750,71,3,0,282,21,2326764,4,Yes,No,Business,Graduate,Branch,Jun,Single,Yes,10,0
03000729,26,430162,88,2,4,230,12,2042620,4,Yes,No,Retired,School,Branch,Mar,Single,No,10,0
03000730,66,1057685,21,3,8,286,20,570420,2,No,Yes,Service,School,Phone,Sep,Single,Yes,0,1
