dispute_id,customer_age,disputed_amount_inr,days_to_report,merchant_refund_attempts,transaction_age_days,device_seen_before,otp_verified,merchant_risk_score,prior_disputes_12m,transaction_type,merchant_category,card_network,authentication_method,evidence_submitted,merchant_response,customer_tenure_months,transaction_country,account_segment,dispute_upheld
07000451,42,77707,26,4,46,No,Yes,64,5,Transfer,Dining,Mastercard,Biometric,Yes,Pending,3,International,Premium,1
07000452,23,49938,43,4,67,No,No,38,3,ATM,Fuel,Visa,None,Yes,Agreed,76,India,Standard,1
07000453,54,124349,17,1,32,Yes,Yes,24,0,ATM,Travel,Visa,PIN,No,Pending,71,International,Premium,0
07000454,57,120734,120,1,41,Yes,No,30,3,Card purchase,Fuel,Mastercard,PIN,No,Pending,57,International,Standard,1
07000455,31,164629,25,2,46,Yes,No,64,3,Transfer,Fuel,Mastercard,PIN,Yes,Agreed,29,India,Standard,1
07000456,28,123948,51,5,50,No,Yes,7,5,Card purchase,Travel,Visa,OTP,Yes,Pending,8,India,Premium,1
07000457,35,53998,128,5,37,No,Yes,92,4,ATM,Fuel,RuPay,Biometric,No,Rejected,52,India,Premium,1
07000458,24,89670,143,0,65,Yes,Yes,32,3,ATM,Fuel,Mastercard,None,No,Agreed,46,International,Premium,0
07000459,63,10602,19,2,34,Yes,No,25,0,Card purchase,Travel,Visa,None,No,Rejected,5,India,Standard,0
07000460,41,28767,7,3,25,Yes,Yes,94,5,ATM,Grocery,Mastercard,PIN,No,Agreed,54,India,Standard,1
07000461,28,135285,107,4,34,Yes,No,24,3,Transfer,Fuel,RuPay,None,No,Pending,53,International,Standard,0
07000462,33,15642,104,1,56,Yes,No,37,1,ATM,Dining,Visa,OTP,Yes,Rejected,52,India,Standard,0
07000463,65,137771,160,5,37,No,Yes,37,2,Card purchase,Travel,RuPay,OTP,Yes,Pending,47,India,Standard,1
07000464,63,116994,179,4,23,No,Yes,84,4,Card purchase,Grocery,Visa,PIN,Yes,Rejected,72,International,Premium,0
07000465,63,105386,34,0,43,Yes,No,63,4,Transfer,Travel,Mastercard,OTP,Yes,Rejected,32,International,Premium,1
07000466,40,48069,135,4,47,Yes,No,62,2,Card purchase,Electronics,Visa,PIN,No,Pending,63,India,Standard,1
07000467,67,150154,43,0,66,Yes,No,20,1,Card purchase,Dining,RuPay,OTP,Yes,Pending,63,India,Standard,0
07000468,41,74779,165,3,45,No,No,11,1,Card purchase,Grocery,Mastercard,Biometric,No,Rejected,69,International,Standard,0
07000469,52,153854,43,3,55,No,Yes,12,3,Transfer,Travel,Mastercard,OTP,Yes,Pending,39,India,Standard,1
07000470,30,48934,32,1,60,No,Yes,25,2,ATM,Grocery,Mastercard,None,Yes,Pending,21,International,Premium,1
07000471,60,88970,120,0,39,No,No,55,0,Card purchase,Electronics,RuPay,None,Yes,Rejected,60,International,Standard,0
07000472,47,124684,58,3,27,Yes,No,67,2,Card purchase,Grocery,Visa,OTP,No,Agreed,13,International,Premium,0
07000473,23,76636,0,4,24,Yes,No,47,2,Card purchase,Electronics,Visa,Biometric,No,Pending,20,International,Standard,0
07000474,50,46636,145,2,26,No,Yes,58,1,ATM,Grocery,Visa,OTP,No,Pending,63,International,Standard,0
07000475,37,109826,74,0,45,No,No,84,5,Transfer,Electronics,Visa,Biometric,Yes,Agreed,17,International,Premium,1
07000476,42,89810,50,4,60,No,No,30,1,Transfer,Grocery,Mastercard,PIN,Yes,Agreed,7,India,Premium,1
07000477,60,57199,133,0,23,Yes,Yes,27,5,ATM,Travel,RuPay,None,Yes,Pending,35,India,Standard,1
07000478,52,81820,174,0,33,No,Yes,57,1,Transfer,Travel,Visa,OTP,Yes,Pending,18,India,Standard,1
07000479,41,94245,159,3,22,Yes,Yes,88,0,Transfer,Dining,Mastercard,Biometric,No,Rejected,54,India,Premium,0
07000480,68,99564,80,4,43,Yes,Yes,51,5,ATM,Grocery,RuPay,PIN,No,Rejected,9,International,Premium,0
07000481,38,26883,111,4,45,Yes,No,18,2,ATM,Dining,Mastercard,None,Yes,Rejected,65,India,Standard,1
07000482,50,11196,40,3,29,Yes,Yes,81,0,Transfer,Fuel,Mastercard,Biometric,No,Agreed,56,India,Standard,0
07000483,33,56030,98,2,27,Yes,No,26,2,Transfer,Grocery,Mastercard,OTP,Yes,Agreed,63,International,Standard,0
07000484,37,73101,170,2,56,No,No,56,5,Card purchase,Electronics,Mastercard,OTP,Yes,Agreed,73,International,Standard,0
07000485,64,94196,178,0,34,No,Yes,83,1,Card purchase,Dining,RuPay,PIN,No,Agreed,1,International,Standard,0
07000486,24,76119,172,2,35,Yes,No,24,1,Card purchase,Fuel,Mastercard,OTP,Yes,Rejected,63,International,Premium,0
07000487,35,147493,173,3,68,Yes,No,8,0,ATM,Dining,Visa,OTP,No,Rejected,65,India,Standard,0
07000488,48,125697,174,2,41,No,Yes,38,2,Card purchase,Grocery,Visa,PIN,Yes,Pending,1,India,Standard,1
07000489,64,57067,113,3,67,Yes,No,95,1,ATM,Fuel,RuPay,PIN,Yes,Pending,44,International,Standard,1
07000490,26,105390,156,1,53,Yes,No,18,5,ATM,Electronics,RuPay,None,Yes,Pending,64,International,Standard,0
07000491,36,103951,142,0,23,Yes,No,10,5,ATM,Fuel,Mastercard,Biometric,Yes,Rejected,56,India,Premium,0
07000492,42,49888,41,5,35,Yes,Yes,51,4,Transfer,Fuel,Visa,OTP,No,Rejected,64,India,Premium,1
07000493,50,17672,123,3,62,No,No,30,1,Transfer,Dining,Visa,OTP,No,Rejected,27,India,Premium,0
07000494,48,45006,16,2,41,No,No,91,2,Card purchase,Dining,Mastercard,PIN,Yes,Agreed,40,India,Standard,0
07000495,64,148028,161,0,55,No,Yes,12,3,Transfer,Electronics,RuPay,None,Yes,Pending,49,International,Standard,0
07000496,69,148489,46,0,57,No,No,6,2,Transfer,Electronics,RuPay,OTP,Yes,Rejected,27,India,Premium,0
07000497,53,163871,116,1,30,No,Yes,67,5,Transfer,Fuel,Visa,None,Yes,Rejected,73,India,Standard,1
07000498,38,40994,68,1,54,No,No,43,0,Card purchase,Electronics,Visa,None,Yes,Pending,77,India,Standard,1
07000499,40,73024,172,2,40,Yes,No,26,3,ATM,Fuel,RuPay,PIN,No,Rejected,15,India,Standard,1
07000500,40,31876,31,4,55,No,No,72,5,ATM,Fuel,Visa,None,No,Rejected,69,International,Standard,0
07000501,38,21700,116,0,45,Yes,No,81,5,Transfer,Dining,RuPay,PIN,No,Pending,26,International,Standard,0
07000502,34,47261,17,0,31,Yes,No,70,2,Card purchase,Travel,Visa,Biometric,No,Rejected,39,India,Premium,1
07000503,64,64228,116,5,31,Yes,Yes,55,0,ATM,Travel,Mastercard,OTP,No,Agreed,14,India,Standard,1
07000504,30,41462,36,4,63,Yes,No,32,0,Card purchase,Travel,RuPay,None,No,Rejected,25,India,Standard,0
07000505,26,14879,0,1,47,Yes,Yes,81,2,Card purchase,Electronics,Visa,None,Yes,Pending,18,International,Standard,1
07000506,57,134778,156,0,59,Yes,Yes,16,0,Transfer,Travel,Mastercard,OTP,No,Agreed,5,India,Standard,0
07000507,43,52908,155,3,35,No,No,77,4,ATM,Electronics,Mastercard,Biometric,Yes,Agreed,49,India,Premium,1
07000508,39,159184,67,4,55,Yes,No,80,5,ATM,Dining,Visa,Biometric,Yes,Rejected,70,India,Premium,1
07000509,43,10661,155,1,61,No,No,81,3,Card purchase,Travel,Mastercard,None,Yes,Rejected,16,International,Premium,0
07000510,28,161614,27,3,57,No,No,27,0,Transfer,Dining,Visa,None,No,Rejected,72,International,Premium,0
07000511,33,79481,94,5,32,Yes,Yes,27,1,Transfer,Grocery,RuPay,PIN,Yes,Pending,59,India,Premium,1
07000512,33,143179,155,5,32,No,Yes,9,2,Card purchase,Grocery,RuPay,OTP,Yes,Pending,75,India,Premium,1
07000513,47,150200,88,1,32,Yes,No,18,2,Card purchase,Fuel,Visa,OTP,Yes,Agreed,39,India,Premium,0
07000514,48,82759,41,5,55,No,Yes,69,3,ATM,Fuel,RuPay,OTP,No,Rejected,64,India,Standard,0
07000515,27,125981,8,4,22,Yes,Yes,84,0,ATM,Dining,Mastercard,None,Yes,Rejected,49,India,Standard,1
07000516,25,151441,118,5,27,Yes,No,9,1,ATM,Electronics,RuPay,PIN,Yes,Pending,53,International,Standard,1
07000517,36,105984,13,0,26,Yes,Yes,42,2,Card purchase,Electronics,RuPay,None,Yes,Agreed,72,India,Standard,1
07000518,27,138442,12,2,25,Yes,No,75,5,Transfer,Electronics,Visa,None,Yes,Rejected,84,India,Standard,1
07000519,33,170864,132,3,24,No,Yes,87,1,ATM,Dining,Mastercard,OTP,Yes,Pending,74,India,Premium,1
07000520,26,26914,144,3,43,No,Yes,32,0,Transfer,Travel,Visa,PIN,No,Pending,81,International,Standard,0
07000521,54,20741,159,2,55,Yes,Yes,55,4,ATM,Travel,Mastercard,OTP,No,Pending,15,International,Premium,0
07000522,45,179916,13,4,28,Yes,No,86,0,Transfer,Electronics,Visa,OTP,Yes,Rejected,23,India,Standard,1
07000523,49,71202,151,4,21,No,No,60,1,ATM,Fuel,Mastercard,None,Yes,Pending,78,India,Premium,0
07000524,56,179422,164,2,26,No,No,54,5,Card purchase,Fuel,Visa,None,No,Rejected,76,International,Standard,1
07000525,33,83106,96,0,27,Yes,No,48,3,ATM,Travel,Mastercard,OTP,Yes,Agreed,62,India,Premium,0
07000526,29,10694,130,3,26,Yes,No,83,0,Transfer,Dining,Mastercard,PIN,No,Rejected,82,India,Standard,0
07000527,55,44628,64,5,26,No,No,20,0,Transfer,Fuel,RuPay,None,Yes,Pending,2,India,Premium,1
07000528,34,81883,5,0,48,No,Yes,35,1,Card purchase,Grocery,Visa,Biometric,Yes,Agreed,8,India,Standard,1
07000529,26,78701,94,2,22,No,Yes,61,0,Card purchase,Fuel,Mastercard,OTP,Yes,Pending,6,India,Standard,1
07000530,42,1236,180,1,62,No,No,14,1,ATM,Fuel,Mastercard,None,No,Agreed,2,India,Premium,0
07000531,66,40891,180,0,32,Yes,No,46,4,Card purchase,Grocery,Mastercard,OTP,Yes,Pending,55,India,Standard,0
07000532,23,150173,172,3,56,No,No,46,3,ATM,Grocery,Visa,OTP,No,Rejected,41,India,Standard,0
07000533,51,116753,78,1,34,Yes,No,37,3,ATM,Grocery,Visa,Biometric,Yes,Agreed,43,International,Premium,1
07000534,64,77374,143,4,30,No,Yes,69,4,Transfer,Electronics,Mastercard,None,Yes,Rejected,45,India,Standard,1
07000535,29,179042,114,3,68,No,No,27,5,Card purchase,Travel,RuPay,None,No,Rejected,51,India,Standard,0
07000536,47,105408,55,1,47,No,No,87,5,Card purchase,Dining,RuPay,OTP,No,Agreed,69,International,Premium,1
07000537,54,7601,80,3,65,No,Yes,90,1,ATM,Dining,RuPay,None,No,Rejected,42,India,Standard,0
07000538,48,123426,42,5,32,No,No,11,5,Transfer,Fuel,RuPay,PIN,No,Rejected,62,India,Standard,1
07000539,65,140190,111,1,52,No,Yes,61,3,ATM,Grocery,RuPay,None,No,Pending,71,India,Premium,1
07000540,68,15162,75,2,55,No,No,57,5,Card purchase,Grocery,Visa,Biometric,Yes,Pending,5,India,Standard,1
07000541,69,29790,38,1,33,No,No,23,5,ATM,Grocery,Visa,PIN,No,Pending,56,International,Premium,0
07000542,23,58908,174,5,68,No,No,79,3,ATM,Travel,Visa,Biometric,Yes,Agreed,0,India,Standard,0
07000543,25,12921,168,1,23,Yes,No,34,2,ATM,Electronics,RuPay,None,Yes,Agreed,55,India,Premium,0
07000544,31,159973,177,1,26,Yes,Yes,64,1,Transfer,Dining,Visa,OTP,Yes,Rejected,15,India,Premium,0
07000545,42,153457,95,5,65,Yes,No,92,3,Card purchase,Grocery,Visa,OTP,No,Rejected,42,International,Standard,0
07000546,58,10865,120,1,51,Yes,No,60,2,Card purchase,Electronics,Mastercard,Biometric,No,Rejected,12,India,Premium,0
07000547,35,140503,152,0,48,No,No,42,5,Card purchase,Dining,Visa,PIN,No,Rejected,43,International,Standard,1
07000548,34,61434,142,3,39,No,Yes,35,4,ATM,Electronics,Visa,None,No,Agreed,1,India,Standard,0
07000549,66,155861,123,4,34,No,No,13,0,Card purchase,Electronics,RuPay,OTP,Yes,Pending,67,International,Premium,0
07000550,50,149484,63,0,42,Yes,Yes,92,1,ATM,Grocery,Visa,PIN,No,Agreed,74,India,Premium,1
07000551,26,2715,8,5,29,Yes,No,33,3,ATM,Travel,Mastercard,None,Yes,Rejected,0,India,Premium,1
07000552,36,56013,61,5,25,No,Yes,47,2,ATM,Dining,Mastercard,OTP,No,Pending,62,International,Premium,0
07000553,63,86688,48,1,64,No,Yes,47,5,Card purchase,Dining,RuPay,OTP,Yes,Pending,76,India,Premium,1
07000554,58,25120,138,4,48,Yes,Yes,34,5,ATM,Electronics,Mastercard,OTP,Yes,Rejected,72,India,Standard,0
07000555,38,27462,127,1,33,Yes,Yes,48,5,Card purchase,Travel,Visa,OTP,Yes,Pending,26,International,Standard,1
07000556,38,85699,31,1,24,No,Yes,41,3,ATM,Travel,Mastercard,PIN,No,Pending,58,International,Standard,1
07000557,52,12175,175,4,33,Yes,No,39,1,Card purchase,Dining,RuPay,PIN,No,Agreed,81,International,Premium,0
07000558,67,57079,92,2,51,No,No,47,2,Card purchase,Electronics,Mastercard,OTP,No,Pending,10,International,Premium,0
07000559,57,3185,46,3,30,No,Yes,29,4,Card purchase,Fuel,Visa,OTP,Yes,Pending,49,India,Premium,1
07000560,51,13045,70,4,24,No,No,87,0,Transfer,Grocery,Mastercard,PIN,No,Rejected,70,India,Premium,0
07000561,46,66225,96,3,65,No,Yes,17,4,Transfer,Dining,Mastercard,OTP,No,Agreed,7,India,Premium,0
07000562,24,101707,50,0,26,No,Yes,29,2,Transfer,Grocery,Visa,OTP,No,Pending,11,International,Premium,1
07000563,24,171631,32,4,44,No,Yes,12,0,Card purchase,Fuel,Mastercard,PIN,No,Agreed,11,India,Premium,1
07000564,49,176090,115,2,28,No,Yes,56,3,Transfer,Fuel,Visa,PIN,Yes,Agreed,8,International,Premium,1
07000565,68,137535,138,2,69,Yes,No,52,1,Card purchase,Travel,Visa,Biometric,Yes,Rejected,82,India,Standard,0
07000566,31,145934,128,2,40,No,Yes,77,0,Card purchase,Dining,RuPay,Biometric,Yes,Agreed,38,India,Standard,0
07000567,35,54100,29,3,23,Yes,Yes,92,0,Card purchase,Electronics,Mastercard,PIN,No,Pending,26,International,Standard,1
07000568,31,110920,159,4,48,Yes,Yes,92,2,Card purchase,Electronics,Visa,Biometric,No,Rejected,73,India,Standard,1
07000569,58,178732,86,2,41,No,Yes,68,2,Card purchase,Electronics,Visa,None,Yes,Rejected,26,International,Standard,1
07000570,35,80146,98,0,49,Yes,No,41,4,ATM,Fuel,RuPay,PIN,No,Rejected,49,India,Premium,0
07000571,46,150897,118,0,65,No,Yes,15,0,Transfer,Travel,RuPay,PIN,No,Agreed,12,India,Premium,0
07000572,44,55052,140,0,42,Yes,Yes,8,4,Card purchase,Fuel,RuPay,PIN,No,Rejected,10,International,Standard,1
07000573,58,152700,136,2,25,Yes,Yes,15,5,Card purchase,Grocery,RuPay,None,Yes,Pending,11,International,Standard,1
07000574,36,59826,119,3,64,Yes,Yes,27,1,Card purchase,Dining,Mastercard,OTP,Yes,Agreed,7,International,Standard,1
07000575,64,30765,10,2,31,No,Yes,33,3,Card purchase,Fuel,Mastercard,OTP,Yes,Pending,41,International,Standard,1
07000576,32,117250,167,0,29,Yes,Yes,68,4,Card purchase,Electronics,Visa,OTP,No,Agreed,42,International,Standard,0
07000577,42,103704,35,0,38,No,No,94,1,ATM,Dining,Visa,None,No,Pending,15,International,Standard,0
07000578,30,99292,63,1,21,No,No,37,2,Transfer,Travel,RuPay,Biometric,No,Pending,42,India,Premium,0
07000579,65,114714,63,5,67,Yes,Yes,74,5,Transfer,Dining,Visa,None,No,Agreed,27,International,Premium,1
07000580,67,74452,179,4,59,Yes,No,26,2,Card purchase,Dining,Mastercard,PIN,Yes,Pending,14,International,Premium,0
07000581,26,52596,18,3,62,Yes,No,40,4,Card purchase,Grocery,Visa,PIN,Yes,Pending,76,India,Standard,0
07000582,48,155781,141,1,53,No,No,47,4,Transfer,Dining,RuPay,Biometric,Yes,Rejected,55,India,Standard,1
07000583,35,58071,20,3,35,Yes,No,14,4,Card purchase,Grocery,RuPay,Biometric,Yes,Rejected,14,India,Premium,0
07000584,65,39987,109,2,52,Yes,No,11,2,ATM,Grocery,RuPay,None,Yes,Rejected,43,International,Standard,1
07000585,37,75152,68,2,47,No,No,93,5,Transfer,Grocery,Mastercard,OTP,No,Rejected,43,India,Premium,1
07000586,56,8944,53,3,46,Yes,Yes,11,2,Card purchase,Grocery,Mastercard,OTP,No,Rejected,49,International,Premium,0
07000587,58,39848,51,1,61,No,No,90,0,Transfer,Travel,RuPay,None,No,Agreed,19,International,Premium,0
07000588,38,76358,44,0,33,Yes,Yes,58,5,Card purchase,Electronics,RuPay,OTP,No,Pending,77,International,Premium,1
07000589,22,5065,174,1,60,Yes,No,10,5,Transfer,Electronics,RuPay,Biometric,No,Agreed,44,International,Premium,0
07000590,54,61168,26,5,64,No,No,26,1,Transfer,Electronics,Mastercard,PIN,No,Rejected,31,International,Premium,1
07000591,29,22983,80,3,47,Yes,Yes,55,0,Transfer,Electronics,Visa,PIN,No,Agreed,50,International,Premium,1
07000592,46,108108,20,1,53,Yes,No,48,1,ATM,Fuel,RuPay,Biometric,No,Rejected,25,India,Premium,1
07000593,49,135396,134,1,36,Yes,No,83,0,ATM,Fuel,Visa,PIN,Yes,Pending,4,International,Standard,1
07000594,34,35503,120,2,23,No,Yes,51,0,Card purchase,Grocery,Mastercard,Biometric,Yes,Rejected,4,India,Premium,0
07000595,48,56450,116,2,46,No,Yes,49,1,ATM,Grocery,Visa,OTP,No,Pending,69,International,Premium,0
07000596,22,146635,176,2,57,Yes,Yes,28,2,Card purchase,Dining,Mastercard,OTP,No,Pending,72,India,Premium,0
07000597,56,52298,57,1,29,No,No,66,5,Card purchase,Electronics,RuPay,Biometric,No,Agreed,19,International,Premium,0
07000598,49,17123,178,0,55,No,No,49,0,Transfer,Electronics,RuPay,Biometric,No,Pending,35,International,Standard,0
07000599,39,84779,117,1,28,Yes,No,22,4,ATM,Dining,Visa,Biometric,No,Agreed,33,India,Standard,0
07000600,53,138599,26,5,54,No,Yes,30,5,Transfer,Fuel,Visa,OTP,No,Rejected,68,International,Standard,0
07000601,30,18595,25,4,34,Yes,Yes,75,5,ATM,Fuel,RuPay,Biometric,Yes,Pending,3,International,Premium,1
07000602,39,173304,146,4,38,No,No,28,4,Transfer,Fuel,RuPay,PIN,Yes,Pending,41,International,Standard,1
07000603,32,117990,72,5,44,No,Yes,25,1,ATM,Fuel,RuPay,None,Yes,Rejected,62,International,Standard,1
07000604,31,21556,134,1,54,No,No,67,5,Transfer,Fuel,Mastercard,Biometric,Yes,Agreed,37,India,Standard,1
07000605,44,93596,175,1,46,No,No,62,5,ATM,Dining,Visa,None,Yes,Rejected,18,India,Standard,1
07000606,37,172632,67,4,41,Yes,Yes,90,1,Transfer,Fuel,RuPay,OTP,No,Rejected,69,India,Standard,1
07000607,64,33080,2,4,23,No,No,37,0,Transfer,Dining,Mastercard,PIN,No,Agreed,74,International,Standard,0
07000608,59,40076,179,1,21,Yes,No,32,5,Card purchase,Travel,RuPay,None,Yes,Pending,74,India,Premium,0
07000609,42,17767,137,1,23,No,No,43,2,ATM,Fuel,Mastercard,PIN,Yes,Rejected,0,India,Standard,0
07000610,52,110086,114,0,58,Yes,Yes,19,1,ATM,Dining,RuPay,PIN,No,Agreed,4,India,Premium,1
07000611,47,103606,15,2,55,No,Yes,92,0,Transfer,Dining,Visa,Biometric,No,Rejected,12,International,Premium,1
07000612,65,178140,60,1,22,Yes,Yes,46,3,Card purchase,Grocery,Visa,None,No,Pending,27,India,Premium,1
07000613,42,57532,117,2,47,No,Yes,91,2,ATM,Grocery,Mastercard,PIN,Yes,Pending,58,International,Standard,1
07000614,32,13288,10,0,38,No,No,56,3,Transfer,Travel,RuPay,Biometric,No,Pending,4,International,Premium,1
07000615,22,46392,25,0,58,Yes,Yes,72,3,Card purchase,Fuel,RuPay,None,Yes,Pending,16,India,Standard,1
07000616,65,129056,26,1,40,No,Yes,29,2,Transfer,Fuel,Mastercard,None,Yes,Agreed,33,International,Premium,1
07000617,21,9939,37,4,59,No,Yes,13,3,Card purchase,Travel,Mastercard,None,No,Rejected,48,International,Premium,1
07000618,65,77865,32,2,58,No,No,92,0,Card purchase,Fuel,Visa,OTP,Yes,Pending,69,India,Premium,1
07000619,57,39456,136,1,56,Yes,No,48,2,Transfer,Travel,Mastercard,PIN,Yes,Pending,25,India,Premium,1
07000620,29,16103,140,3,43,Yes,Yes,87,5,Card purchase,Grocery,Visa,PIN,No,Rejected,38,India,Standard,1
07000621,62,151019,135,3,41,Yes,Yes,59,1,ATM,Dining,Mastercard,PIN,Yes,Pending,41,India,Standard,1
07000622,33,46311,41,1,21,Yes,No,80,5,ATM,Fuel,Mastercard,None,No,Pending,59,International,Standard,0
07000623,35,66917,6,2,36,Yes,Yes,9,0,Transfer,Fuel,Mastercard,PIN,No,Pending,21,International,Premium,0
07000624,69,66210,44,2,35,No,No,35,3,Transfer,Grocery,Visa,None,Yes,Agreed,67,International,Premium,1
07000625,38,148254,172,2,44,No,No,12,4,ATM,Electronics,Visa,PIN,No,Agreed,68,India,Standard,0
07000626,40,145558,165,1,37,Yes,No,82,2,ATM,Fuel,Visa,Biometric,Yes,Rejected,35,India,Standard,0
07000627,62,160481,124,2,57,No,Yes,51,3,Card purchase,Grocery,Visa,PIN,No,Agreed,4,India,Standard,1
07000628,47,93133,4,5,66,Yes,Yes,89,0,Transfer,Electronics,Visa,Biometric,No,Rejected,78,India,Standard,1
07000629,41,171195,165,1,32,Yes,Yes,8,0,Card purchase,Grocery,Visa,None,Yes,Rejected,15,International,Premium,1
07000630,40,132865,34,4,41,Yes,No,68,3,Transfer,Fuel,Mastercard,PIN,Yes,Agreed,72,International,Standard,1
07000631,31,78152,174,2,34,No,Yes,61,1,Transfer,Dining,RuPay,Biometric,No,Pending,81,International,Standard,1
07000632,48,122858,63,2,31,Yes,Yes,79,4,ATM,Travel,RuPay,PIN,Yes,Agreed,51,International,Standard,1
07000633,66,76340,1,2,31,No,No,77,0,ATM,Electronics,RuPay,PIN,Yes,Rejected,66,India,Standard,1
07000634,47,109710,46,1,61,Yes,No,23,4,Card purchase,Electronics,Visa,None,No,Agreed,33,International,Standard,0
07000635,38,154131,106,2,46,Yes,No,30,2,Transfer,Grocery,Mastercard,PIN,Yes,Agreed,68,International,Standard,0
07000636,29,94546,142,5,59,Yes,Yes,36,3,Card purchase,Grocery,Visa,None,Yes,Agreed,3,India,Premium,1
07000637,36,5137,171,1,30,Yes,Yes,32,4,Transfer,Electronics,RuPay,PIN,Yes,Pending,12,International,Premium,0
07000638,68,99693,51,5,35,No,Yes,58,4,Transfer,Grocery,Mastercard,Biometric,Yes,Agreed,4,International,Standard,0
07000639,44,155499,82,3,66,No,No,87,4,Transfer,Fuel,RuPay,PIN,Yes,Pending,82,India,Standard,1
07000640,47,22725,18,4,37,Yes,No,22,5,Card purchase,Fuel,Visa,OTP,No,Agreed,6,India,Standard,0
07000641,21,33405,69,5,29,Yes,Yes,95,0,Card purchase,Travel,Mastercard,OTP,No,Rejected,31,India,Standard,1
07000642,43,88691,117,3,45,Yes,No,36,4,Transfer,Grocery,Mastercard,PIN,No,Agreed,19,International,Premium,0
07000643,28,29832,19,2,37,Yes,Yes,17,2,Transfer,Dining,Visa,OTP,Yes,Pending,67,India,Standard,1
07000644,46,124436,90,2,41,No,Yes,58,4,Card purchase,Grocery,Mastercard,Biometric,Yes,Pending,0,India,Premium,0
07000645,55,165096,67,0,35,Yes,Yes,77,4,ATM,Electronics,Mastercard,Biometric,No,Rejected,54,India,Premium,0
07000646,46,92414,45,4,60,No,Yes,95,5,Transfer,Travel,Visa,PIN,Yes,Agreed,51,International,Premium,1
07000647,39,384,71,3,65,No,Yes,5,3,Transfer,Dining,Visa,None,Yes,Agreed,56,India,Standard,1
07000648,40,113436,104,1,23,No,Yes,17,4,Transfer,Dining,Visa,Biometric,Yes,Rejected,4,India,Standard,0
07000649,32,160514,22,4,30,Yes,No,93,4,Card purchase,Fuel,Visa,Biometric,Yes,Pending,38,India,Premium,1
07000650,29,101109,93,2,21,Yes,Yes,66,5,Transfer,Grocery,RuPay,Biometric,No,Agreed,11,International,Premium,0
07000651,58,62437,28,5,56,No,Yes,28,3,ATM,Grocery,RuPay,OTP,Yes,Rejected,84,India,Standard,1
07000652,40,161588,57,2,42,No,Yes,62,2,ATM,Grocery,RuPay,OTP,Yes,Rejected,3,India,Standard,1
07000653,23,146220,55,0,65,Yes,Yes,64,4,ATM,Grocery,Mastercard,OTP,Yes,Pending,34,India,Premium,0
07000654,44,90937,179,3,39,No,No,48,0,ATM,Electronics,Visa,PIN,No,Rejected,1,International,Premium,0
07000655,28,169010,15,3,28,No,Yes,18,0,Card purchase,Electronics,Mastercard,None,No,Pending,50,International,Standard,1
07000656,31,62904,39,0,21,No,No,66,5,Card purchase,Fuel,Mastercard,Biometric,Yes,Pending,62,International,Premium,1
07000657,21,106554,87,3,29,Yes,Yes,26,0,ATM,Fuel,RuPay,PIN,Yes,Agreed,62,International,Standard,1
07000658,34,139410,79,5,38,Yes,Yes,84,4,Transfer,Grocery,Visa,PIN,No,Rejected,54,India,Standard,1
07000659,33,73609,92,0,53,No,No,53,2,Transfer,Electronics,Mastercard,PIN,Yes,Agreed,27,International,Premium,1
07000660,38,75661,97,5,30,No,No,71,1,ATM,Dining,Visa,PIN,No,Rejected,76,International,Premium,0
07000661,32,112549,139,1,31,Yes,No,29,5,Card purchase,Electronics,Visa,Biometric,Yes,Agreed,6,International,Premium,0
07000662,63,90335,53,5,49,No,No,87,2,Card purchase,Grocery,Visa,OTP,Yes,Rejected,76,India,Standard,1
07000663,36,14836,66,0,55,No,No,56,0,Transfer,Travel,Mastercard,PIN,Yes,Agreed,25,International,Premium,1
07000664,47,113539,125,4,48,Yes,No,82,3,Transfer,Dining,RuPay,Biometric,No,Rejected,36,India,Premium,0
07000665,34,138803,138,0,61,No,No,49,0,Card purchase,Dining,Visa,OTP,Yes,Rejected,56,International,Standard,0
07000666,53,117240,119,0,52,No,Yes,51,1,Card purchase,Travel,Visa,None,No,Rejected,21,International,Premium,0
07000667,68,122555,63,4,56,No,Yes,85,1,Card purchase,Fuel,RuPay,Biometric,No,Pending,73,International,Premium,1
07000668,60,22243,101,1,68,No,No,60,5,ATM,Grocery,Mastercard,Biometric,Yes,Rejected,46,International,Standard,0
07000669,41,9485,82,0,32,Yes,Yes,58,2,Card purchase,Grocery,RuPay,PIN,Yes,Pending,0,International,Premium,1
07000670,44,120033,152,1,38,No,No,86,0,Card purchase,Grocery,RuPay,OTP,No,Rejected,5,International,Premium,0
07000671,46,68756,95,5,27,No,Yes,35,2,Card purchase,Travel,RuPay,None,Yes,Rejected,2,International,Premium,1
07000672,66,127875,12,0,45,No,Yes,29,0,Card purchase,Grocery,RuPay,OTP,Yes,Pending,55,International,Premium,1
07000673,56,134629,115,3,69,Yes,No,59,4,Card purchase,Fuel,Mastercard,PIN,No,Rejected,82,India,Standard,1
07000674,50,140658,135,4,29,No,No,73,1,Transfer,Dining,Visa,PIN,No,Rejected,9,India,Standard,0
07000675,32,98410,29,5,39,No,Yes,92,1,ATM,Electronics,RuPay,OTP,Yes,Pending,82,International,Standard,1
07000676,27,2838,11,4,26,Yes,No,16,3,ATM,Travel,Mastercard,Biometric,Yes,Pending,10,International,Premium,1
