application_id,applicant_age,annual_income_inr,loan_amount_inr,loan_term_months,credit_score,existing_emis_inr,employment_years,missed_payments_12m,credit_utilization_pct,savings_balance_inr,property_owner,employment_type,loan_purpose,residence_type,education_level,dependents,previous_loans,channel,default_next_12m
01000456,52,1127083,1589776,53,673,7629,17,6,92,766322,No,Contract,Education,Rented,Postgraduate,2,3,Branch,1
01000457,60,2789415,1777858,42,811,55284,12,7,78,721489,No,Self-employed,Personal,Owned,School,1,3,Agent,1
01000458,26,297302,2434943,80,814,51889,24,6,12,691870,No,Self-employed,Education,Rented,Postgraduate,3,4,Branch,1
01000459,57,995968,3151697,35,692,18968,5,0,79,915470,Yes,Contract,Personal,Owned,Graduate,5,8,Agent,1
01000460,33,2089567,1846047,50,736,51815,7,3,40,793886,Yes,Contract,Education,Owned,Postgraduate,5,3,Branch,0
01000461,25,281961,2698450,46,798,7099,19,4,57,1148749,No,Self-employed,Education,Owned,School,4,9,Online,1
01000462,58,1549526,1599030,11,563,63466,24,0,67,733389,Yes,Contract,Vehicle,Rented,Postgraduate,0,7,Online,0
01000463,28,1843029,2679187,45,732,14681,19,1,93,239668,Yes,Salaried,Vehicle,Family,Postgraduate,4,1,Agent,0
01000464,68,1693540,440539,34,515,65530,6,3,89,1063787,Yes,Contract,Home improvement,Rented,Graduate,2,8,Online,0
01000465,23,1338529,2593426,43,649,44139,9,1,82,1191061,No,Self-employed,Personal,Rented,Graduate,5,0,Branch,0
01000466,47,628825,1777650,31,656,38070,22,1,68,1035095,No,Contract,Home improvement,Rented,Postgraduate,4,3,Branch,1
01000467,60,2027161,2388813,42,728,50453,20,3,23,246296,No,Contract,Education,Rented,Postgraduate,1,0,Online,0
01000468,40,2475802,1731019,24,500,36232,9,7,76,82039,No,Salaried,Personal,Rented,School,0,9,Branch,1
01000469,39,2319997,682961,11,653,19154,18,7,39,41800,Yes,Self-employed,Home improvement,Rented,Graduate,2,10,Branch,0
01000470,28,1706353,1284185,68,564,41647,10,7,25,222073,No,Contract,Home improvement,Rented,Postgraduate,2,2,Online,1
01000471,56,1937981,560213,70,578,54105,9,3,14,227646,No,Self-employed,Vehicle,Owned,School,5,0,Branch,0
01000472,24,2951125,2111260,10,524,29303,21,2,67,505571,Yes,Salaried,Home improvement,Family,Postgraduate,5,0,Online,1
01000473,33,1894332,1762142,40,650,6083,23,4,17,894919,Yes,Contract,Personal,Family,School,0,0,Agent,0
01000474,55,2701424,3363384,41,832,32158,4,0,55,155855,Yes,Contract,Personal,Rented,School,2,0,Agent,0
01000475,30,875670,3156614,4,838,26688,20,5,74,423200,No,Self-employed,Home improvement,Family,School,4,8,Branch,1
01000476,50,580306,2989688,59,666,74473,19,3,15,376119,Yes,Self-employed,Vehicle,Owned,School,4,3,Branch,1
01000477,25,1068283,3109458,0,534,57193,11,6,39,473981,No,Salaried,Home improvement,Family,Graduate,3,9,Online,1
01000478,28,529648,2819732,17,795,29083,5,0,76,628820,No,Contract,Education,Rented,Postgraduate,1,10,Agent,0
01000479,54,591342,1129621,61,821,65148,15,3,76,599165,Yes,Contract,Education,Owned,School,2,3,Online,1
01000480,46,2826010,1316180,31,785,60227,22,4,33,1081986,No,Salaried,Education,Family,Postgraduate,2,3,Branch,1
01000481,56,2818932,1019210,26,697,61416,23,6,66,589827,No,Self-employed,Home improvement,Rented,School,4,5,Online,1
01000482,67,2929926,2844622,42,573,38184,6,4,58,673830,No,Self-employed,Vehicle,Owned,School,1,10,Online,0
01000483,40,1666395,2386311,44,511,69481,0,5,20,851824,No,Salaried,Vehicle,Owned,Postgraduate,4,9,Branch,1
01000484,53,1121769,1145284,69,574,22189,22,1,48,1022729,Yes,Salaried,Personal,Family,Postgraduate,2,10,Branch,1
01000485,30,2325424,1679719,46,538,22170,17,6,95,942696,No,Salaried,Vehicle,Owned,School,4,6,Online,1
01000486,59,1414797,620396,15,501,58043,10,4,58,506860,Yes,Self-employed,Personal,Owned,Postgraduate,0,9,Branch,1
01000487,22,2102393,1158494,84,722,48094,23,0,7,135143,No,Salaried,Home improvement,Rented,School,3,0,Online,1
01000488,23,649674,1371040,5,727,9015,4,2,78,593220,No,Contract,Vehicle,Owned,Postgraduate,5,8,Agent,0
01000489,59,1729380,1518902,66,793,24519,23,7,57,1055518,Yes,Self-employed,Vehicle,Family,Postgraduate,4,1,Branch,1
01000490,44,1418663,1454058,17,515,59659,12,6,74,490140,No,Self-employed,Vehicle,Rented,Graduate,5,2,Branch,1
01000491,60,2561410,720980,11,500,70530,12,4,95,960631,No,Salaried,Education,Family,Graduate,5,8,Branch,0
01000492,69,872164,1719299,59,733,23988,3,7,48,115737,No,Salaried,Vehicle,Family,Postgraduate,0,10,Branch,1
01000493,56,1168755,2765100,62,708,2153,21,3,73,841263,Yes,Salaried,Home improvement,Family,Graduate,4,0,Branch,1
01000494,40,1633865,1934473,20,505,11882,20,3,48,478427,No,Salaried,Home improvement,Rented,Graduate,1,5,Online,0
01000495,23,1459482,244604,21,666,54873,17,0,42,132963,No,Self-employed,Education,Owned,Graduate,4,2,Branch,0
01000496,45,897682,2542687,52,615,10205,3,4,57,924417,No,Self-employed,Vehicle,Rented,Postgraduate,1,8,Branch,1
01000497,59,1148677,3055466,18,760,27442,1,1,12,529779,No,Salaried,Education,Family,Graduate,3,2,Agent,0
01000498,22,2364825,2850828,1,682,2122,19,6,51,514134,Yes,Salaried,Vehicle,Owned,Postgraduate,2,6,Agent,1
01000499,53,1795945,1533569,30,640,69412,19,2,27,804613,Yes,Salaried,Vehicle,Rented,School,4,1,Branch,1
01000500,36,2042170,997011,83,484,26119,11,6,84,1118453,Yes,Salaried,Vehicle,Owned,Postgraduate,5,7,Online,1
01000501,66,1784338,1157897,26,801,65772,13,6,48,632671,Yes,Salaried,Education,Rented,Graduate,5,9,Agent,1
01000502,51,800113,896567,57,789,23258,2,2,69,394405,No,Salaried,Home improvement,Owned,School,4,6,Agent,0
01000503,62,2608750,581072,57,526,63568,14,3,13,578588,No,Self-employed,Personal,Family,School,0,2,Online,0
01000504,38,1021457,3153674,69,576,44388,19,5,82,492508,No,Salaried,Personal,Owned,School,2,10,Online,1
01000505,55,2889998,1713960,78,819,22852,20,2,88,595291,Yes,Self-employed,Personal,Rented,Graduate,2,5,Agent,1
01000506,21,416265,265580,28,834,26102,10,6,58,478912,No,Self-employed,Education,Family,Graduate,4,2,Online,1
01000507,49,1305358,2679520,26,604,61392,0,3,78,6579,No,Self-employed,Education,Rented,Postgraduate,0,1,Branch,1
01000508,52,2124870,825356,6,535,48462,17,0,84,1007570,No,Self-employed,Vehicle,Owned,Graduate,0,0,Agent,0
01000509,54,1337789,215250,40,666,17287,25,1,55,992797,No,Contract,Personal,Owned,Postgraduate,1,7,Online,1
01000510,35,2962721,780984,52,536,42417,15,0,65,1169365,Yes,Self-employed,Vehicle,Owned,Postgraduate,3,0,Branch,0
01000511,68,786088,2836816,78,824,38746,13,0,43,975882,No,Salaried,Home improvement,Family,Postgraduate,2,3,Agent,0
01000512,45,2813607,3143622,64,826,3783,23,3,57,1152292,No,Self-employed,Education,Owned,Postgraduate,5,7,Online,1
01000513,67,1389646,1936079,60,835,67438,9,5,50,320829,Yes,Self-employed,Vehicle,Owned,Graduate,0,2,Branch,1
01000514,23,2044154,2459663,26,778,47696,8,7,14,634225,No,Self-employed,Vehicle,Owned,School,3,3,Online,0
01000515,53,1090001,1020651,56,511,25036,13,2,34,112419,No,Contract,Education,Owned,School,5,5,Branch,0
01000516,56,1401082,1628730,71,818,32952,12,2,71,287144,Yes,Self-employed,Education,Rented,Graduate,1,4,Branch,0
01000517,50,1122314,335185,79,519,5695,19,2,55,85401,Yes,Salaried,Home improvement,Rented,Postgraduate,2,8,Branch,1
01000518,27,1215747,1789235,72,598,12530,9,7,71,143108,No,Salaried,Vehicle,Family,School,5,8,Branch,0
01000519,28,2165354,2646296,11,611,69453,16,5,40,821579,No,Contract,Personal,Owned,Postgraduate,1,5,Branch,0
01000520,54,676006,2722135,8,760,74949,9,4,48,1091702,No,Self-employed,Home improvement,Rented,Postgraduate,5,6,Branch,0
01000521,50,2081301,2541349,72,834,37635,0,6,19,640503,No,Salaried,Home improvement,Owned,School,4,6,Agent,0
01000522,39,1838194,758619,35,708,51211,10,4,89,224974,No,Salaried,Personal,Rented,Graduate,2,2,Branch,0
01000523,44,908161,564726,53,815,73165,22,6,76,477001,No,Self-employed,Vehicle,Rented,Graduate,4,3,Branch,1
01000524,33,1442858,426927,62,514,38702,25,0,53,275327,No,Contract,Education,Rented,Postgraduate,1,6,Online,0
01000525,30,410618,142021,69,711,4937,0,6,63,100479,No,Contract,Vehicle,Owned,School,4,7,Agent,1
01000526,37,1217015,1915643,7,605,61591,9,1,60,935832,No,Contract,Home improvement,Family,School,5,7,Branch,0
01000527,51,1342212,3317303,42,600,69427,19,1,33,1195913,No,Self-employed,Home improvement,Rented,Postgraduate,1,7,Online,0
01000528,29,1300994,2887446,54,512,5240,11,5,82,660155,Yes,Self-employed,Vehicle,Owned,Postgraduate,1,1,Branch,0
01000529,60,1083063,2629560,3,841,4950,1,1,16,1163564,No,Contract,Education,Family,Postgraduate,4,0,Online,0
01000530,62,374649,786284,70,724,29770,22,3,82,874045,No,Self-employed,Home improvement,Owned,Graduate,3,3,Online,0
01000531,36,1744914,2396845,56,695,61203,0,3,57,578102,No,Salaried,Education,Rented,School,3,5,Online,0
01000532,29,2100847,819741,25,488,57369,2,0,52,279070,Yes,Salaried,Education,Family,Postgraduate,4,7,Agent,0
01000533,45,2543027,2710625,71,692,30891,2,5,6,283362,No,Salaried,Personal,Rented,Postgraduate,2,9,Branch,0
01000534,65,618067,3093799,60,546,43648,12,5,91,234740,No,Contract,Education,Family,School,4,0,Online,1
01000535,27,2718836,2350859,84,788,15539,6,1,19,363387,No,Salaried,Education,Family,Graduate,0,1,Agent,1
01000536,23,1113645,2447170,79,550,22344,3,5,50,12602,No,Self-employed,Personal,Owned,School,5,9,Online,1
01000537,69,2201827,2499369,61,594,54279,11,1,8,247031,No,Contract,Home improvement,Owned,Postgraduate,2,0,Online,0
01000538,43,2899409,1177061,7,542,43419,12,5,92,970725,No,Contract,Vehicle,Family,Graduate,1,9,Agent,0
01000539,59,1237685,330536,15,565,21747,25,5,58,3298,Yes,Contract,Vehicle,Owned,Graduate,4,5,Branch,1
01000540,21,2588607,1660008,0,725,22805,25,0,74,45299,No,Salaried,Education,Family,Postgraduate,2,0,Agent,1
01000541,26,497931,1716992,47,716,26558,17,4,30,1153561,Yes,Salaried,Home improvement,Family,Postgraduate,3,9,Online,0
01000542,33,1300925,2498961,13,794,9271,0,1,5,30553,No,Contract,Education,Family,Graduate,0,7,Agent,1
01000543,54,1394944,2511282,31,782,19971,7,1,64,787344,Yes,Contract,Personal,Rented,School,4,0,Online,1
01000544,27,1567117,3082034,29,503,24278,23,5,47,572493,No,Self-employed,Home improvement,Rented,Graduate,4,7,Branch,1
01000545,27,1299044,3061679,41,769,53334,14,4,81,52432,Yes,Salaried,Vehicle,Family,Graduate,2,3,Agent,1
01000546,61,1880964,1425270,1,668,21536,5,0,7,23313,No,Self-employed,Home improvement,Rented,Graduate,4,5,Agent,0
01000547,24,853102,976499,30,492,34611,15,3,25,1051311,No,Self-employed,Home improvement,Family,Graduate,5,7,Online,0
01000548,64,1282371,2393944,61,755,45248,12,7,31,822262,Yes,Contract,Home improvement,Rented,School,3,10,Agent,1
01000549,63,2847813,2550124,57,502,44631,7,5,41,449719,No,Contract,Education,Rented,Graduate,2,1,Online,1
01000550,61,364002,1395366,29,614,62842,12,5,69,364553,No,Contract,Vehicle,Rented,School,3,2,Agent,1
01000551,36,2259585,429168,53,575,53864,12,1,92,575613,No,Self-employed,Vehicle,Family,Postgraduate,3,6,Branch,0
01000552,69,2719849,3452032,79,626,69823,11,4,82,1184694,Yes,Contract,Vehicle,Family,Graduate,1,5,Online,0
01000553,67,296089,393254,65,533,48130,21,4,82,962287,No,Contract,Home improvement,Rented,School,1,5,Online,0
01000554,28,2248189,709183,35,705,20055,16,7,14,1081593,Yes,Contract,Home improvement,Owned,Postgraduate,2,2,Online,1
01000555,39,1832809,823339,49,810,23814,4,7,88,754631,Yes,Salaried,Vehicle,Family,Graduate,5,10,Branch,1
01000556,57,1089445,241273,32,623,37322,16,5,13,1151782,No,Salaried,Education,Rented,Postgraduate,2,6,Online,1
01000557,35,1424581,823889,30,694,39309,18,6,71,6735,Yes,Salaried,Home improvement,Owned,Graduate,3,0,Agent,1
01000558,28,1097084,3010523,55,637,58942,24,2,69,1113703,No,Salaried,Education,Rented,Graduate,1,10,Online,1
01000559,38,1101826,3404680,27,611,59796,9,6,50,1023570,No,Salaried,Home improvement,Owned,School,4,7,Branch,0
01000560,48,2980303,2253638,30,492,8712,4,1,28,1005876,Yes,Contract,Education,Rented,Graduate,1,1,Agent,1
01000561,21,2866410,232953,23,489,32045,4,7,46,152709,Yes,Salaried,Personal,Family,Postgraduate,1,0,Branch,1
01000562,61,263967,1095666,63,558,7459,0,0,49,578640,No,Self-employed,Education,Rented,Graduate,1,0,Online,0
01000563,44,667552,561713,73,658,65822,2,7,4,954414,No,Contract,Vehicle,Rented,Postgraduate,1,6,Branch,1
01000564,60,1922713,1032486,11,658,22689,18,6,35,103077,No,Contract,Vehicle,Family,Graduate,4,5,Branch,1
01000565,60,893377,635567,79,667,9326,17,1,9,950594,Yes,Salaried,Education,Family,School,4,9,Branch,0
01000566,58,2413911,605029,73,695,22309,24,3,24,188798,No,Salaried,Home improvement,Owned,Graduate,3,9,Online,0
01000567,34,2613269,2292182,56,722,33804,6,4,58,1016391,Yes,Contract,Education,Owned,Graduate,1,3,Branch,0
01000568,56,816447,1844405,23,745,12836,1,1,58,903641,No,Salaried,Education,Owned,Postgraduate,3,1,Online,0
01000569,52,598641,2921541,40,778,54933,2,7,11,197323,Yes,Self-employed,Personal,Owned,Graduate,2,0,Branch,1
01000570,22,2776441,740272,48,724,69800,8,5,56,837623,Yes,Salaried,Education,Family,Graduate,2,5,Branch,0
01000571,26,2972437,1751441,15,831,45692,13,3,61,638916,No,Salaried,Home improvement,Family,Graduate,4,6,Online,0
01000572,29,1206218,2754842,71,818,28962,24,0,86,869864,No,Salaried,Home improvement,Family,Graduate,5,9,Online,1
01000573,33,1881072,2663143,58,530,9693,18,5,13,3975,Yes,Self-employed,Personal,Owned,Graduate,4,0,Agent,1
01000574,54,2325415,2225722,76,720,61892,4,2,62,517117,Yes,Contract,Home improvement,Family,Graduate,0,8,Agent,0
01000575,44,954600,2158440,3,726,52941,4,0,39,422015,No,Salaried,Vehicle,Owned,Postgraduate,3,9,Agent,0
01000576,42,1183065,528660,44,692,54998,3,5,8,757226,Yes,Contract,Vehicle,Owned,Postgraduate,3,10,Online,0
01000577,51,2830978,355278,64,524,47313,23,0,36,222882,Yes,Contract,Home improvement,Family,Postgraduate,1,10,Branch,0
01000578,58,1943963,2699009,34,576,14487,3,6,23,643872,Yes,Self-employed,Vehicle,Rented,School,4,7,Branch,0
01000579,34,1274280,1304369,63,805,3268,21,3,29,386908,Yes,Contract,Personal,Family,School,1,0,Agent,0
01000580,56,2364402,1293552,80,692,66215,3,3,35,841714,Yes,Self-employed,Home improvement,Family,Graduate,2,6,Agent,1
01000581,40,2021398,1773734,39,784,40167,8,0,78,907461,No,Self-employed,Vehicle,Rented,Postgraduate,3,6,Online,0
01000582,60,498820,2123852,72,844,5127,19,7,60,362397,Yes,Self-employed,Education,Owned,School,0,6,Agent,1
01000583,34,1385910,833111,21,707,16390,11,7,40,137512,No,Salaried,Education,Owned,Graduate,1,9,Agent,0
01000584,55,2905879,275581,3,686,53804,5,7,17,887989,No,Self-employed,Vehicle,Rented,School,2,0,Branch,1
01000585,61,591861,1782499,5,575,10696,18,3,85,451053,No,Self-employed,Education,Owned,School,0,1,Online,1
01000586,62,1194928,2475554,74,534,40503,21,0,9,77064,Yes,Salaried,Education,Rented,Postgraduate,1,6,Agent,0
01000587,36,2431953,2924373,47,771,41148,18,5,61,129886,No,Contract,Home improvement,Rented,Postgraduate,5,1,Agent,1
01000588,57,1391977,1456108,18,715,66587,18,3,54,722488,No,Self-employed,Home improvement,Owned,Graduate,0,4,Agent,0
01000589,55,2720224,3023284,64,736,47609,11,2,33,131164,Yes,Contract,Vehicle,Family,Postgraduate,4,7,Online,1
01000590,49,2506405,3146461,15,738,61949,18,1,40,752367,Yes,Salaried,Home improvement,Rented,Graduate,2,4,Agent,1
01000591,62,810050,1274467,1,621,57070,9,0,47,1019970,No,Contract,Home improvement,Owned,Postgraduate,3,4,Online,0
01000592,51,1861575,588136,2,820,40374,20,6,34,191426,Yes,Contract,Education,Owned,School,0,6,Agent,1
01000593,28,468411,2986450,58,697,59679,5,5,61,376018,No,Contract,Home improvement,Family,School,1,4,Branch,1
01000594,66,764503,1733246,10,718,57795,15,0,21,626164,No,Salaried,Home improvement,Rented,Postgraduate,5,5,Online,0
01000595,56,2779312,1572239,35,645,10030,19,6,48,638152,No,Contract,Personal,Rented,Graduate,5,7,Branch,1
01000596,41,857214,1236348,18,588,18878,23,7,57,1053351,No,Contract,Home improvement,Rented,Postgraduate,2,6,Agent,1
01000597,21,1226683,2289513,8,775,5245,13,4,20,554411,No,Salaried,Vehicle,Family,Graduate,1,4,Agent,0
01000598,56,2602876,256525,50,774,12282,25,7,10,347715,Yes,Self-employed,Education,Owned,Postgraduate,5,1,Agent,1
01000599,69,317550,897579,37,742,73707,18,7,58,499139,No,Salaried,Education,Rented,Graduate,3,2,Branch,0
01000600,69,2151885,387537,49,838,70474,13,4,44,890810,Yes,Self-employed,Home improvement,Family,Graduate,4,4,Branch,0
01000601,41,1930319,1779759,9,761,46192,22,7,28,150048,No,Contract,Education,Owned,School,4,3,Online,1
01000602,28,1784564,1853392,33,541,70851,19,2,44,661937,No,Contract,Home improvement,Rented,School,5,6,Branch,1
01000603,38,2185012,555869,38,481,23049,19,0,94,9985,No,Salaried,Personal,Family,Postgraduate,3,10,Online,0
01000604,67,284450,1976838,73,658,66497,21,0,89,144051,Yes,Salaried,Education,Rented,Graduate,0,3,Agent,1
01000605,23,2541470,1695984,50,801,60900,25,6,56,663939,No,Contract,Education,Rented,School,3,6,Branch,1
01000606,41,1203633,891435,13,612,36898,3,6,62,444698,No,Self-employed,Personal,Rented,Postgraduate,0,10,Online,0
01000607,36,338401,1378980,46,484,67925,23,6,10,962195,Yes,Contract,Personal,Family,Graduate,5,2,Online,1
01000608,28,2519539,1491822,37,745,19100,5,2,72,227763,Yes,Contract,Vehicle,Family,Graduate,3,6,Branch,1
01000609,65,2314846,2733823,58,703,54085,5,0,73,627797,No,Contract,Home improvement,Owned,Graduate,5,9,Agent,0
01000610,64,776303,2628839,46,505,24520,22,3,66,1075095,Yes,Contract,Home improvement,Owned,Graduate,0,2,Agent,0
01000611,28,2662442,1554101,45,812,71772,18,6,86,1189316,No,Salaried,Vehicle,Family,Postgraduate,0,9,Online,1
01000612,57,904325,1714635,42,826,40058,12,0,32,151631,Yes,Contract,Education,Family,Postgraduate,4,4,Agent,0
01000613,47,544780,158586,78,741,24583,11,2,16,82367,Yes,Self-employed,Education,Family,School,3,6,Agent,0
01000614,53,2677720,2451896,60,719,28860,4,7,79,673471,No,Self-employed,Home improvement,Owned,School,0,3,Agent,0
01000615,53,764896,2541378,41,739,51084,14,2,85,785167,Yes,Self-employed,Home improvement,Owned,Postgraduate,4,2,Agent,1
01000616,33,2085725,2992162,54,761,34151,0,3,13,91112,No,Contract,Education,Rented,School,4,6,Branch,0
01000617,58,524652,2772770,83,838,49439,9,4,64,128844,No,Contract,Education,Family,School,4,8,Online,0
01000618,38,2252852,2072341,21,776,46524,22,6,76,700139,No,Self-employed,Education,Family,Graduate,5,3,Online,1
01000619,37,305401,3465575,43,798,21684,18,4,62,827915,No,Salaried,Vehicle,Owned,Graduate,5,2,Online,1
01000620,54,536998,111056,29,552,11994,2,1,36,793387,No,Self-employed,Home improvement,Rented,Graduate,3,0,Online,0
01000621,27,2929855,514148,82,679,50543,5,0,87,906025,Yes,Salaried,Education,Owned,School,2,0,Online,1
01000622,28,2744569,1851592,9,508,23922,8,4,6,1048766,No,Contract,Personal,Owned,School,1,9,Branch,0
01000623,41,681709,2743906,26,831,44669,10,7,89,554869,Yes,Contract,Education,Rented,Graduate,2,7,Agent,1
01000624,40,1509135,219824,63,835,47647,13,2,74,421769,Yes,Contract,Home improvement,Owned,School,4,8,Branch,1
01000625,38,2237595,1532771,77,569,16854,9,6,23,566634,No,Salaried,Personal,Owned,Postgraduate,0,6,Online,1
01000626,61,2314293,2366654,14,844,3385,24,3,74,487057,Yes,Salaried,Education,Family,School,4,0,Online,1
01000627,57,2686978,2792278,79,484,61048,14,6,87,1168417,No,Contract,Home improvement,Owned,Graduate,0,7,Online,1
01000628,22,369043,3149896,61,751,74973,15,2,5,574799,No,Contract,Education,Family,Graduate,0,4,Branch,1
01000629,34,2888755,797543,66,649,35205,12,7,20,1194711,Yes,Contract,Personal,Rented,Postgraduate,2,10,Branch,0
01000630,35,2630393,2869036,8,585,21998,5,7,46,768816,No,Self-employed,Education,Owned,School,4,9,Agent,1
01000631,52,1831700,1670067,63,842,9313,14,2,93,868947,Yes,Contract,Vehicle,Owned,School,0,9,Online,1
01000632,51,2496922,1281782,19,655,803,3,0,76,680206,No,Contract,Vehicle,Owned,Graduate,0,1,Branch,1
01000633,50,1354231,1543878,49,800,39569,4,2,46,1164623,No,Contract,Personal,Owned,Postgraduate,3,4,Branch,0
01000634,46,1796743,2436599,26,752,6423,16,7,67,335161,Yes,Contract,Personal,Rented,Postgraduate,4,9,Branch,1
01000635,22,2786144,752443,57,623,58755,18,7,54,364050,No,Salaried,Vehicle,Owned,Postgraduate,4,0,Online,1
01000636,51,534772,233454,40,662,59195,21,0,36,1196688,No,Contract,Home improvement,Rented,School,4,10,Agent,0
01000637,65,2134231,1374699,55,674,68267,7,1,49,413402,No,Salaried,Personal,Family,School,2,8,Online,0
01000638,43,570403,986219,46,741,54761,3,2,33,612324,Yes,Self-employed,Home improvement,Rented,Graduate,0,8,Branch,0
01000639,42,846500,334489,33,703,7892,4,2,80,949062,Yes,Self-employed,Personal,Rented,School,0,1,Agent,1
01000640,44,2174396,3285128,32,554,70221,21,1,19,96983,Yes,Self-employed,Personal,Rented,School,3,8,Branch,0
01000641,34,2487300,3042387,33,796,13313,10,0,61,639773,Yes,Salaried,Vehicle,Rented,Graduate,1,0,Online,0
01000642,40,672309,1322011,61,587,42907,3,0,79,311414,Yes,Salaried,Vehicle,Owned,School,2,9,Online,0
01000643,61,1260384,2970231,45,601,34279,14,3,58,741985,No,Self-employed,Personal,Rented,School,5,5,Branch,1
01000644,57,2995733,722717,80,600,51198,10,7,67,972492,No,Self-employed,Education,Family,Graduate,3,6,Online,1
01000645,49,815909,1875790,81,516,55258,9,7,71,404436,Yes,Salaried,Home improvement,Owned,Graduate,2,9,Agent,1
01000646,52,713599,766074,4,640,34400,5,6,77,198089,No,Self-employed,Personal,Rented,School,4,0,Agent,1
01000647,48,2893939,1444882,22,676,48106,23,1,48,459440,No,Self-employed,Education,Rented,School,0,5,Agent,0
01000648,66,1161553,3159220,64,799,36094,6,0,74,578298,Yes,Contract,Home improvement,Rented,School,1,2,Agent,0
01000649,56,673562,1894549,5,577,42149,2,2,46,926212,Yes,Self-employed,Personal,Rented,Graduate,0,10,Agent,0
01000650,68,2190049,543297,46,545,72342,16,4,15,858837,Yes,Self-employed,Education,Owned,Postgraduate,3,7,Branch,0
01000651,28,2837299,1994504,0,629,52297,21,4,8,30773,No,Contract,Vehicle,Rented,Graduate,0,10,Branch,1
01000652,26,2399805,2904545,22,657,20832,24,6,27,1134773,No,Contract,Education,Owned,Graduate,4,4,Branch,1
01000653,50,781403,1548095,14,483,59143,6,6,41,437229,No,Contract,Personal,Rented,Postgraduate,1,5,Agent,0
01000654,65,623914,1523196,44,814,60094,19,5,43,774460,Yes,Self-employed,Home improvement,Family,School,1,8,Agent,0
01000655,23,2824034,682413,15,533,1010,17,7,44,1119997,No,Contract,Education,Family,School,4,10,Branch,1
01000656,42,431520,1450945,36,774,31917,10,6,46,330751,Yes,Self-employed,Vehicle,Family,Graduate,1,8,Agent,1
01000657,54,538098,2504789,17,562,30095,8,1,70,1122036,No,Contract,Vehicle,Rented,School,3,6,Online,0
01000658,65,2696797,3115685,15,575,37682,3,6,91,1188696,No,Salaried,Home improvement,Family,School,3,5,Agent,0
01000659,68,485642,440880,40,630,13325,4,3,83,124362,No,Contract,Home improvement,Rented,Postgraduate,5,9,Agent,0
01000660,28,1434830,2176158,24,804,63064,4,5,9,419277,No,Salaried,Vehicle,Owned,Postgraduate,3,9,Online,0
01000661,43,1567870,2404648,18,607,17295,21,6,34,1006462,Yes,Self-employed,Home improvement,Owned,Graduate,0,3,Branch,0
01000662,69,1797369,1494972,30,528,17736,16,5,82,965360,Yes,Contract,Vehicle,Rented,Postgraduate,5,0,Online,1
01000663,51,1911241,1559117,38,798,63835,11,5,50,30490,No,Self-employed,Education,Rented,Postgraduate,4,8,Branch,1
01000664,69,739810,2900207,61,517,54599,15,6,57,1071654,Yes,Salaried,Personal,Owned,Postgraduate,4,1,Agent,1
01000665,27,1677681,2378633,38,729,19798,16,4,32,410523,No,Self-employed,Home improvement,Rented,Graduate,4,6,Online,1
01000666,49,2068068,1293816,71,635,62350,16,5,74,418035,Yes,Contract,Home improvement,Family,School,2,10,Branch,0
01000667,61,345112,598753,58,769,14340,14,2,5,431196,No,Salaried,Vehicle,Owned,Graduate,0,7,Agent,0
01000668,47,1033619,2296600,49,681,65644,21,1,82,999934,Yes,Self-employed,Education,Owned,School,4,6,Agent,0
01000669,50,2043201,1415212,29,845,50186,10,7,69,507137,No,Salaried,Education,Family,Postgraduate,1,8,Agent,0
01000670,66,1551684,2232215,76,613,20316,3,5,93,967583,Yes,Self-employed,Vehicle,Family,Graduate,4,2,Agent,0
01000671,67,1298484,898560,21,701,24333,6,2,4,1044981,No,Self-employed,Vehicle,Owned,School,3,5,Online,1
01000672,40,2654146,1647861,1,599,42508,3,4,25,1078065,No,Contract,Personal,Owned,Postgraduate,1,1,Online,1
01000673,57,2955513,1356150,9,513,8675,24,5,70,1179322,Yes,Salaried,Home improvement,Rented,School,4,0,Branch,1
01000674,27,365998,3132149,68,593,65427,25,2,23,151719,No,Contract,Home improvement,Rented,Postgraduate,1,5,Branch,1
01000675,52,1846473,651937,81,759,29505,25,0,40,1091367,Yes,Self-employed,Vehicle,Rented,Postgraduate,0,4,Agent,1
01000676,29,1414411,1187203,37,583,35798,12,0,34,1173694,No,Contract,Vehicle,Family,Graduate,4,4,Branch,0
01000677,38,2578531,3469507,50,756,60913,24,6,21,927954,No,Contract,Home improvement,Owned,Postgraduate,5,1,Online,1
01000678,25,2540414,1887409,5,648,8652,13,5,83,429435,Yes,Contract,Vehicle,Owned,School,3,4,Online,0
01000679,64,2277594,1546669,43,844,15067,7,7,48,460077,Yes,Contract,Education,Rented,Graduate,3,1,Branch,1
01000680,61,2250426,1042865,78,656,44137,8,2,86,1172301,No,Contract,Personal,Family,School,5,0,Agent,0
01000681,25,366761,316207,17,548,41574,10,3,10,152122,No,Contract,Personal,Owned,School,3,3,Agent,0
01000682,32,1470278,1537820,24,668,37643,13,5,61,1188866,No,Salaried,Education,Rented,Postgraduate,0,5,Online,0
01000683,33,2739701,780050,18,775,57767,5,7,85,192065,No,Salaried,Personal,Family,School,3,9,Branch,1
01000684,26,2666396,2498233,28,761,6923,13,0,42,1045910,Yes,Self-employed,Personal,Owned,School,1,2,Agent,1
01000685,43,1918969,2358911,59,521,8946,21,3,22,42902,No,Self-employed,Education,Family,School,5,7,Agent,0
