offer_id,customer_age,monthly_income_inr,bank_tenure_years,dependents,monthly_spend_inr,life_cover_existing_inr,savings_balance_inr,products_held,last_offer_response_score,home_owner,marital_status,occupation_group,contact_channel,policy_type,risk_appetite,branch_visits_6m,app_sessions_30d,recent_life_event,accepted_offer
06000492,27,289553,8,2,153865,2700802,1046456,4,35,No,Other,Salaried,Phone,Health,Medium,7,47,Yes,1
06000493,54,1209040,11,2,39620,311233,827393,4,32,No,Married,Salaried,Email,Accident,Medium,12,20,No,0
06000494,59,587508,3,4,153133,2436310,511799,5,25,No,Other,Professional,Email,Health,Low,1,19,No,0
06000495,23,1961288,7,2,167054,1586185,827006,3,38,No,Other,Business,App,Accident,Medium,10,36,Yes,1
06000496,23,1726183,25,4,143549,260681,120679,2,54,No,Other,Salaried,Phone,Accident,Low,1,40,No,0
06000497,39,725941,10,0,158435,3005570,658653,3,89,Yes,Married,Business,Phone,Life,Low,0,17,No,1
06000498,60,2340670,3,4,169257,2048728,275943,2,26,Yes,Married,Salaried,Email,Accident,Medium,9,53,No,0
06000499,45,2488241,12,1,80492,4169329,518149,6,94,No,Other,Professional,Email,Accident,Medium,4,9,No,1
06000500,58,1944973,7,5,26750,1602038,1081705,4,24,Yes,Married,Salaried,App,Life,Medium,12,38,Yes,1
06000501,67,974347,11,3,30972,2955037,722340,4,85,Yes,Married,Professional,App,Accident,Low,9,42,Yes,0
06000502,53,2463788,16,1,177067,3364314,847199,4,75,Yes,Other,Business,App,Life,Medium,12,32,No,0
06000503,50,2774985,13,0,107140,4367204,946991,2,58,No,Other,Professional,Email,Health,Medium,6,19,No,0
06000504,68,1511356,1,2,34697,2621779,483754,2,92,Yes,Single,Salaried,Phone,Accident,Low,8,31,No,0
06000505,36,982750,24,4,15089,515692,885827,1,65,Yes,Other,Salaried,App,Life,High,3,34,Yes,0
06000506,55,1459175,0,4,79382,140631,113729,5,42,No,Single,Professional,App,Health,High,4,55,No,0
06000507,53,2876368,11,2,162566,3326518,1139239,3,68,Yes,Other,Professional,App,Accident,High,7,26,No,1
06000508,42,1231652,10,2,28707,1813092,672602,6,86,No,Other,Salaried,Phone,Life,High,10,24,Yes,1
06000509,64,2048682,17,4,30563,3337581,865821,6,22,Yes,Single,Professional,Email,Health,Medium,1,40,Yes,0
06000510,30,1190850,1,0,77019,1488927,746407,5,60,No,Married,Salaried,Phone,Accident,Low,8,38,Yes,1
06000511,21,2982548,7,4,139143,3135643,146724,3,66,No,Married,Professional,App,Life,Low,7,54,No,0
06000512,56,1233685,25,1,14472,2767712,425232,3,88,No,Single,Business,Phone,Health,Medium,9,11,Yes,1
06000513,44,2233227,17,4,160862,404275,268452,4,64,Yes,Other,Business,Email,Health,High,3,54,No,1
06000514,30,1901588,14,4,168015,4491923,11280,1,56,Yes,Other,Professional,App,Accident,Medium,9,7,Yes,0
06000515,36,1264901,25,0,69420,3736663,1111296,5,80,No,Single,Salaried,App,Accident,Medium,10,43,Yes,1
06000516,43,947258,10,5,58904,1456097,204035,4,47,No,Other,Business,App,Health,Medium,4,19,Yes,1
06000517,35,678695,3,1,134509,2958465,828200,4,79,No,Single,Business,Phone,Life,High,1,20,No,1
06000518,57,938309,16,0,55174,3146295,1190910,6,87,Yes,Other,Salaried,App,Health,Medium,7,48,No,0
06000519,26,1076726,11,3,142310,3125141,983096,1,68,Yes,Other,Salaried,Email,Accident,Medium,4,17,Yes,1
06000520,23,1258517,24,0,27287,3186483,563405,1,33,Yes,Married,Professional,Email,Life,High,3,22,No,0
06000521,25,876374,25,2,41834,2660969,704792,5,59,No,Single,Professional,App,Accident,Low,12,5,Yes,1
06000522,53,397707,14,1,36355,925244,296559,2,36,No,Other,Professional,Phone,Accident,High,6,0,No,0
06000523,26,2685739,2,5,118847,3130343,811811,5,63,No,Married,Professional,Phone,Accident,High,1,6,No,1
06000524,67,1000724,20,1,87491,3708882,1070370,2,85,No,Single,Professional,Email,Life,High,2,3,Yes,1
06000525,50,510989,4,3,53354,3554250,863026,1,26,No,Other,Salaried,Email,Life,Low,9,8,No,1
06000526,43,1774510,4,5,125257,3162094,1164570,2,51,No,Single,Business,Email,Accident,Low,12,27,Yes,0
06000527,52,608376,21,0,16581,1626096,826821,1,28,No,Married,Business,App,Accident,Medium,2,26,No,0
06000528,49,1169943,1,1,82801,4341783,974176,6,58,Yes,Married,Professional,Email,Health,Low,6,10,No,1
06000529,45,1665076,24,1,20671,601489,936232,6,93,No,Single,Salaried,App,Health,High,12,20,No,1
06000530,22,1187676,7,1,154404,3445186,534659,2,79,Yes,Single,Professional,Email,Accident,High,4,36,No,0
06000531,64,1799344,15,2,84213,4422635,341072,5,42,Yes,Single,Salaried,Email,Health,High,9,42,Yes,0
06000532,51,2195678,11,2,154061,781994,272860,5,58,No,Other,Salaried,App,Life,High,1,45,No,0
06000533,55,2891648,16,5,120251,3454778,605819,1,63,Yes,Married,Business,Email,Accident,High,0,6,No,0
06000534,53,674140,4,3,9176,4069238,876116,4,88,No,Other,Salaried,App,Accident,Medium,6,1,No,0
06000535,68,1561887,11,0,65621,867148,1094351,4,42,No,Single,Professional,Phone,Health,Low,9,17,Yes,0
06000536,37,2059293,14,4,83398,3835342,176577,6,74,No,Married,Business,Email,Health,Medium,8,43,No,1
06000537,63,1880465,14,0,163481,1479050,547444,3,56,No,Single,Salaried,App,Life,Medium,12,8,No,0
06000538,31,1989851,8,0,142995,1623958,1004516,6,29,No,Single,Professional,App,Health,Medium,5,36,Yes,1
06000539,67,671476,7,5,92615,894912,646036,5,50,No,Single,Business,Phone,Accident,High,11,11,No,0
06000540,61,476017,18,3,146275,4470587,234790,4,86,No,Married,Salaried,App,Health,Medium,4,1,Yes,1
06000541,58,904558,24,4,83063,1238745,1087811,6,30,Yes,Married,Salaried,App,Life,High,5,34,Yes,1
06000542,54,2097837,12,0,142392,1707657,1138096,4,39,Yes,Married,Business,Email,Health,Medium,1,4,Yes,1
06000543,40,337013,19,1,18756,1081488,89885,4,81,Yes,Other,Professional,Email,Health,High,4,16,No,0
06000544,59,1344010,16,0,18705,648243,1000330,3,37,No,Single,Salaried,Phone,Accident,High,10,25,No,1
06000545,33,1485308,0,1,117118,1158559,895475,1,82,Yes,Single,Salaried,Email,Life,Medium,1,43,Yes,1
06000546,38,251422,10,2,57734,1491788,305713,4,31,Yes,Single,Professional,Email,Health,High,6,2,Yes,1
06000547,65,690552,19,1,170856,260253,369742,3,42,No,Other,Professional,Phone,Accident,High,1,7,Yes,0
06000548,33,1857389,0,0,160200,2524003,434097,4,91,Yes,Single,Business,Phone,Life,Medium,2,47,Yes,0
06000549,57,2398053,5,5,87032,940335,311703,1,71,No,Other,Professional,App,Health,High,3,35,Yes,1
06000550,48,1281338,8,1,46176,2241099,889799,6,22,Yes,Single,Professional,Email,Health,High,11,11,Yes,1
06000551,38,1593201,18,2,172791,3534135,122485,2,42,Yes,Married,Salaried,Email,Life,Low,10,32,No,0
06000552,41,1351839,24,3,66170,2521831,1013422,1,75,No,Other,Professional,Phone,Accident,High,2,34,Yes,1
06000553,36,1324389,25,2,63798,3938608,436060,6,77,Yes,Other,Business,App,Health,Low,9,31,Yes,1
06000554,55,1621484,16,0,63133,2465737,570704,5,30,No,Married,Professional,App,Accident,Medium,7,31,No,0
06000555,43,2314975,22,2,123608,3450920,390432,6,72,Yes,Single,Salaried,App,Accident,Medium,0,27,Yes,1
06000556,40,2242482,9,0,94372,599383,44500,4,70,No,Married,Professional,Phone,Life,Medium,4,19,No,0
06000557,51,1888334,22,4,157272,4390012,408880,2,70,No,Other,Professional,App,Life,Low,1,2,Yes,0
06000558,46,2984081,14,1,125291,3016811,1190543,6,22,Yes,Single,Professional,App,Life,Medium,0,1,Yes,1
06000559,38,2612899,22,5,122395,682448,482487,3,83,No,Single,Business,Email,Accident,High,12,33,Yes,0
06000560,26,1496641,22,5,56119,4253939,513923,3,51,Yes,Married,Professional,Phone,Accident,Medium,0,10,Yes,1
06000561,36,2372471,19,2,29599,242943,594597,6,73,Yes,Other,Professional,Phone,Life,Medium,12,55,Yes,0
06000562,40,1753820,19,4,123286,828502,984150,4,46,Yes,Married,Business,Email,Life,High,2,37,Yes,0
06000563,28,1792457,4,5,76615,433395,841629,3,71,Yes,Other,Professional,App,Health,Low,1,18,Yes,1
06000564,21,2380609,17,1,92714,3117378,90049,3,90,Yes,Married,Salaried,Email,Accident,Low,1,43,Yes,1
06000565,34,449734,23,5,113952,848158,669281,1,94,No,Single,Salaried,Email,Life,High,2,0,Yes,0
06000566,68,414093,8,1,16706,3827408,1057523,1,57,No,Single,Business,Email,Life,High,11,10,Yes,0
06000567,69,555060,13,4,110277,3633995,356539,2,54,Yes,Married,Professional,Phone,Accident,Medium,1,11,Yes,0
06000568,24,1796688,8,5,16909,2585702,120267,1,48,No,Other,Business,Phone,Life,High,1,17,No,0
06000569,42,2213826,6,1,74831,4223342,381043,5,80,No,Other,Business,App,Health,Medium,7,39,No,1
06000570,30,1121212,5,1,53878,1796016,343696,2,38,Yes,Married,Salaried,App,Accident,Medium,11,12,No,1
06000571,29,2693337,1,4,81895,2316591,1075426,1,89,Yes,Single,Salaried,App,Life,Medium,6,3,No,1
06000572,25,2037747,11,2,21718,1677162,1040833,6,81,Yes,Other,Salaried,Email,Life,Low,1,10,No,1
06000573,40,1863793,20,4,57564,1453169,758199,2,25,No,Other,Business,Email,Life,Low,11,25,No,0
06000574,59,1969426,13,0,32635,3677507,783301,2,73,Yes,Single,Business,Phone,Life,High,10,42,No,0
06000575,25,2203507,16,2,47107,4449997,198835,6,55,No,Other,Business,Email,Health,Medium,10,22,Yes,1
06000576,43,325250,0,3,126360,393261,975846,4,22,Yes,Other,Salaried,Email,Accident,High,9,22,Yes,1
06000577,26,2147916,14,1,134184,2137462,689582,1,47,Yes,Other,Salaried,Email,Life,High,12,26,No,0
06000578,58,492188,5,5,38133,2421596,831822,5,51,Yes,Single,Salaried,App,Life,High,3,38,Yes,1
06000579,36,817919,11,0,164685,1524679,630675,3,52,Yes,Single,Business,Email,Accident,High,5,34,No,0
06000580,68,2569712,0,4,34807,1626546,512385,2,52,No,Other,Business,App,Life,Low,12,3,No,0
06000581,37,544199,6,2,166516,685309,412342,6,28,Yes,Married,Business,App,Life,Low,9,37,No,0
06000582,34,1195174,16,2,129037,2603189,1043997,2,85,No,Single,Professional,App,Life,Medium,11,26,Yes,1
06000583,48,531247,3,5,104458,4489515,533515,4,71,Yes,Other,Professional,App,Accident,Medium,8,33,No,0
06000584,38,2424174,11,2,45134,3350043,649762,2,60,No,Other,Business,Email,Life,Low,2,12,No,0
06000585,56,2573420,11,1,176279,4223246,1004152,3,45,No,Single,Salaried,Phone,Health,Medium,7,16,No,0
06000586,27,1061156,0,0,165647,2037989,1006494,6,48,No,Single,Business,App,Health,High,3,36,No,1
06000587,26,2277663,5,2,41042,2121315,1137683,2,35,No,Single,Salaried,Phone,Accident,Low,3,51,Yes,1
06000588,29,2488196,5,3,45185,2379138,896591,1,60,No,Single,Professional,Email,Health,High,5,21,No,0
06000589,31,1181522,8,2,140826,2644703,842659,1,32,No,Other,Professional,Phone,Life,High,0,43,No,0
06000590,65,770581,25,1,174449,1551854,38879,3,35,No,Married,Professional,Phone,Accident,Medium,3,1,Yes,1
06000591,27,514829,8,1,77087,3805408,1127276,1,54,Yes,Other,Salaried,Email,Accident,Medium,12,18,No,1
06000592,31,2724142,18,2,26353,2063861,1033288,5,92,Yes,Single,Salaried,Phone,Health,Low,5,6,No,1
06000593,42,2373253,8,4,120299,1111436,747350,2,56,No,Single,Business,Phone,Accident,Medium,9,55,No,1
06000594,48,2989503,5,0,32654,2605499,847095,6,55,Yes,Married,Salaried,Email,Life,Low,12,20,No,0
06000595,65,1813802,24,1,46835,2720016,1118491,1,72,Yes,Single,Business,Email,Accident,High,6,28,Yes,0
06000596,62,848670,16,1,123459,3763818,367179,1,33,Yes,Married,Business,Phone,Health,High,9,18,No,0
06000597,58,565988,19,0,176110,4211110,623113,3,67,No,Other,Salaried,App,Health,Low,5,8,Yes,1
06000598,36,755228,19,3,126969,3197101,246818,3,88,No,Single,Professional,Phone,Life,Low,2,51,Yes,0
06000599,35,1498595,2,3,152786,2195058,229157,5,40,Yes,Married,Salaried,App,Accident,High,10,50,Yes,1
06000600,37,429607,13,0,71238,1241577,132308,6,20,Yes,Other,Business,Phone,Health,Low,12,10,No,0
06000601,35,265198,2,1,26186,1565016,973437,6,55,No,Married,Salaried,Phone,Life,High,4,27,Yes,1
06000602,35,1866943,24,4,77591,1206100,495526,4,58,Yes,Married,Business,Phone,Accident,High,10,25,No,1
06000603,47,656180,2,3,101921,3990049,999939,2,74,No,Other,Professional,App,Accident,Medium,1,14,No,0
06000604,48,589502,9,1,6385,3471467,1184161,5,46,Yes,Single,Professional,Email,Life,Low,5,51,No,1
06000605,43,1858548,23,3,87050,4219616,42076,2,44,No,Other,Professional,Email,Accident,High,0,49,Yes,1
06000606,63,312004,2,1,116657,1924292,718222,1,32,No,Other,Salaried,Email,Life,Medium,4,13,No,0
06000607,62,1588042,14,0,34378,1124957,1188629,2,87,No,Other,Professional,Phone,Accident,High,3,36,Yes,1
06000608,47,1870152,20,2,92235,4202031,392435,5,45,No,Other,Business,App,Accident,Low,2,16,No,1
06000609,62,1296442,8,0,162751,1159306,1118687,1,42,Yes,Single,Business,App,Health,Medium,7,29,Yes,0
06000610,54,2933973,23,0,87458,1486795,414808,3,45,No,Married,Salaried,Phone,Life,High,11,29,Yes,1
06000611,32,2213174,1,4,74122,477074,359869,5,66,No,Single,Salaried,App,Health,Low,7,38,No,0
06000612,46,1012588,22,3,53790,2004835,489005,1,62,Yes,Single,Salaried,Phone,Life,High,5,41,No,1
06000613,53,2775787,7,4,111412,1549369,201532,1,76,Yes,Single,Business,App,Life,Low,1,46,No,0
06000614,26,1456038,22,5,39653,3327716,917673,2,85,No,Other,Salaried,App,Health,Low,2,18,Yes,1
06000615,23,1663857,18,3,62596,4418843,308973,3,67,Yes,Married,Business,Phone,Health,Medium,8,20,Yes,0
06000616,30,1236465,3,3,179767,3514407,515459,6,44,Yes,Single,Salaried,Email,Health,Low,6,31,No,1
06000617,50,2081099,3,0,29246,1033238,697913,6,92,Yes,Married,Professional,App,Health,Medium,4,7,Yes,1
06000618,58,583178,3,1,159615,3201504,278719,1,47,No,Single,Business,Email,Life,Medium,1,29,Yes,1
06000619,59,2664706,24,1,22062,2971854,167939,1,64,Yes,Single,Business,Phone,Life,Low,8,29,Yes,1
06000620,33,2802693,14,1,144223,3148637,259853,2,24,Yes,Single,Business,Email,Accident,Medium,3,52,No,0
06000621,53,284020,20,3,114118,1386354,536793,2,61,Yes,Other,Business,Email,Health,High,8,53,No,0
06000622,52,2383556,20,3,40290,1063762,240312,2,45,Yes,Single,Salaried,Phone,Accident,Medium,5,14,Yes,1
06000623,28,2974316,25,4,151965,1663410,1188835,2,58,Yes,Married,Business,Phone,Health,High,8,27,Yes,1
06000624,44,2753272,20,5,153964,2855531,610722,4,24,No,Married,Professional,Email,Life,Medium,10,41,No,0
06000625,40,1510415,8,4,57147,4150016,808315,4,86,No,Single,Professional,Email,Accident,Medium,12,45,Yes,1
06000626,22,611392,24,4,159545,1255060,1115669,1,64,No,Single,Professional,Phone,Health,Medium,0,49,No,0
06000627,55,1611576,13,4,85331,1917738,1067483,4,49,No,Other,Salaried,Phone,Life,Low,4,39,No,0
06000628,55,1853650,1,4,147791,779013,83520,6,66,No,Single,Salaried,Email,Accident,Low,4,24,Yes,0
06000629,43,1093494,2,4,53408,1086365,1147223,5,79,Yes,Married,Professional,Email,Life,High,10,51,No,1
06000630,34,2040300,17,2,162922,4382185,247758,4,29,Yes,Other,Salaried,Email,Health,High,2,39,No,0
06000631,27,2845580,17,2,177565,583943,1157987,5,94,No,Other,Professional,Phone,Health,Low,1,7,No,1
06000632,27,587215,22,2,99773,4014519,318780,6,54,Yes,Married,Salaried,Phone,Accident,Medium,12,41,Yes,1
06000633,61,305111,24,0,173367,2753362,1098263,6,75,No,Single,Professional,Email,Health,High,3,9,No,1
06000634,69,1998118,18,4,135169,2292277,586333,1,91,Yes,Married,Salaried,App,Accident,Medium,1,41,Yes,1
06000635,61,265816,20,4,85683,1926011,679969,3,66,Yes,Single,Professional,Email,Life,High,9,33,No,0
06000636,36,2060060,20,5,42479,1898006,1052369,2,64,No,Married,Professional,App,Health,High,12,13,No,0
06000637,32,1136019,5,2,62351,2291380,696125,6,76,No,Single,Professional,App,Accident,Medium,2,18,No,1
06000638,51,1223680,12,1,80540,2015911,207364,2,26,No,Other,Professional,Phone,Accident,High,11,15,No,0
06000639,51,2884902,7,2,49208,2419052,307654,5,46,No,Other,Business,App,Life,Low,10,23,Yes,1
06000640,54,1215008,22,1,60383,3369847,246595,6,93,Yes,Married,Professional,Email,Health,High,2,12,Yes,0
06000641,41,2718135,2,4,133084,1908244,742532,6,73,Yes,Other,Business,Email,Accident,High,10,49,No,1
06000642,41,1877847,22,3,94745,2534420,892924,2,47,No,Married,Professional,Email,Accident,High,12,41,Yes,0
06000643,30,1554007,4,2,48543,3122731,360108,3,54,Yes,Other,Salaried,Phone,Life,Low,0,30,No,0
06000644,55,293180,18,5,122798,13597,629063,5,41,No,Other,Business,Email,Life,Low,0,10,No,1
06000645,68,2731275,0,0,89950,3355592,1031389,4,28,Yes,Married,Salaried,Phone,Life,High,12,13,No,0
06000646,53,412065,18,2,52423,4143676,566796,4,85,No,Married,Salaried,App,Health,High,3,52,No,1
06000647,46,2558154,7,2,35635,2344770,846727,3,58,No,Single,Business,Phone,Accident,Medium,0,14,No,0
06000648,46,1789230,10,4,40470,4443629,913239,3,70,No,Single,Business,Phone,Health,Low,11,48,Yes,0
06000649,21,2890266,16,2,102499,893570,331082,2,95,No,Married,Business,App,Life,Low,3,9,No,1
06000650,33,631609,6,4,149096,211146,43734,4,65,Yes,Single,Professional,App,Accident,High,2,15,Yes,1
06000651,22,569733,10,5,102293,3602881,922607,1,20,No,Other,Professional,Phone,Life,Medium,4,50,Yes,0
06000652,42,998096,8,3,78019,4212318,308613,4,43,No,Single,Salaried,Email,Life,High,3,30,No,1
06000653,57,319810,23,3,26621,2511131,358083,3,69,No,Married,Business,Phone,Life,Low,0,18,No,0
06000654,39,2169969,15,5,78154,3140837,478696,5,28,Yes,Other,Salaried,Phone,Health,Medium,8,18,No,0
06000655,25,1246125,10,3,138196,4392912,551766,3,70,Yes,Married,Business,App,Health,High,1,54,Yes,1
06000656,26,743794,2,3,53348,1170177,668216,2,46,Yes,Other,Professional,Email,Health,Low,0,36,No,0
06000657,40,1228127,11,1,106286,2628200,71582,4,62,No,Single,Salaried,Phone,Life,Medium,9,15,No,0
06000658,58,2527383,5,2,179286,3649243,535318,1,75,Yes,Other,Business,Phone,Accident,Low,3,25,Yes,0
06000659,40,2922512,16,1,166327,4200545,370210,1,39,No,Other,Business,Email,Health,Medium,6,53,No,0
06000660,58,2695419,6,4,79983,2160923,1124442,1,30,Yes,Other,Professional,Email,Accident,High,9,12,No,0
06000661,25,2930455,16,4,173642,1117890,372080,1,31,Yes,Single,Salaried,Phone,Health,Low,1,38,No,0
06000662,35,1633471,0,2,108407,2840657,493237,5,38,Yes,Married,Business,App,Life,Low,10,4,No,0
06000663,24,2152386,25,4,161726,2154921,1077372,3,20,Yes,Married,Professional,Email,Accident,Medium,5,40,No,1
06000664,44,514357,11,2,140036,1616593,515424,1,22,No,Other,Business,Email,Accident,High,12,43,No,0
06000665,58,2925319,9,2,164072,4282717,610853,2,84,Yes,Other,Business,Phone,Health,Medium,11,16,Yes,1
06000666,29,2058657,11,0,163839,138009,761050,6,38,No,Married,Business,App,Accident,Low,12,5,Yes,1
06000667,59,1289665,17,1,105754,574403,973259,1,93,Yes,Married,Professional,Email,Health,High,12,29,No,0
06000668,60,1344196,25,1,96584,3163404,749927,2,59,Yes,Other,Business,App,Accident,High,2,18,No,0
06000669,21,1368719,5,2,10168,421647,591017,5,45,No,Married,Salaried,Phone,Life,High,5,18,No,0
06000670,53,2785611,22,4,158328,4077934,823770,5,82,No,Single,Professional,App,Accident,High,10,14,No,1
06000671,26,1504991,21,0,152045,311296,806884,1,95,No,Single,Professional,App,Life,Medium,0,48,No,1
06000672,32,1828004,4,2,139842,2291651,179050,1,24,No,Other,Professional,Phone,Life,Low,12,25,Yes,0
06000673,60,2731423,9,5,78206,2169374,303158,2,52,Yes,Married,Professional,Phone,Accident,Low,10,39,No,1
06000674,54,2065606,1,3,176801,4416034,71533,6,48,No,Other,Professional,Email,Health,Medium,7,54,Yes,0
06000675,46,1772422,0,2,37898,4104195,31433,2,24,No,Married,Salaried,Phone,Life,Medium,0,7,No,0
06000676,65,2211746,22,1,66013,3103583,144740,2,25,Yes,Single,Salaried,Email,Accident,Medium,10,27,Yes,0
06000677,55,2188208,11,4,115015,2583752,379709,1,72,Yes,Married,Business,Email,Health,High,3,24,No,0
06000678,23,586472,6,5,120409,670103,57600,4,20,No,Married,Business,Email,Accident,Medium,8,24,No,0
06000679,40,2128987,5,4,107317,1402758,917442,2,81,No,Other,Business,Email,Health,Medium,3,17,No,1
06000680,63,2319214,17,0,28231,696614,60091,2,54,No,Married,Salaried,Email,Health,Medium,1,14,Yes,0
06000681,35,395591,14,1,97160,1560017,345220,5,72,No,Single,Business,Email,Life,Low,7,11,Yes,1
06000682,60,2241072,8,1,177369,647235,646863,4,91,Yes,Single,Professional,Phone,Health,Medium,7,44,No,0
06000683,62,475215,18,4,28834,3251364,925156,1,39,No,Other,Salaried,Phone,Accident,High,4,31,No,0
06000684,50,2261084,23,1,101521,3440977,542633,1,22,No,Other,Business,App,Health,Low,8,35,No,0
06000685,29,785946,4,0,145255,3992028,694510,4,24,No,Married,Business,Phone,Health,Low,12,26,Yes,1
06000686,38,1428403,17,0,15747,1045774,965275,6,39,No,Single,Professional,App,Life,High,2,39,No,0
06000687,29,582165,24,4,38806,246172,907690,6,48,No,Single,Business,App,Health,Low,7,44,Yes,1
06000688,44,2722576,7,4,5933,1055284,83836,4,83,Yes,Married,Salaried,Phone,Accident,Low,10,49,No,0
06000689,41,1754157,20,0,105469,2021863,1097785,6,79,No,Single,Professional,Email,Life,High,11,53,Yes,1
06000690,33,2028678,19,3,5880,2757374,654248,6,93,No,Single,Professional,Email,Accident,Medium,1,2,Yes,0
06000691,28,1488095,1,2,120556,3929345,759269,2,39,No,Other,Business,Email,Accident,Low,10,32,No,1
06000692,60,1279329,20,0,19000,18599,645225,4,64,Yes,Single,Professional,Email,Accident,High,11,26,Yes,0
06000693,57,1102229,14,0,97522,384661,305450,3,51,Yes,Single,Business,Phone,Health,High,12,36,Yes,1
06000694,54,1977902,22,2,175579,2176696,498681,6,70,No,Married,Salaried,Phone,Health,High,4,50,No,1
06000695,43,1321783,20,3,61678,4310365,447873,4,45,Yes,Other,Professional,Phone,Life,Low,6,39,Yes,0
06000696,39,628124,13,3,172314,4495214,273365,1,69,No,Other,Professional,App,Accident,High,10,15,Yes,0
06000697,63,2010634,10,1,151471,3687371,687832,6,25,Yes,Other,Business,Email,Accident,Medium,2,43,Yes,0
06000698,55,2225707,2,1,48467,3512948,827236,6,50,No,Married,Professional,App,Life,Low,4,41,Yes,0
06000699,41,1755021,13,5,145137,2371929,592598,3,64,Yes,Other,Business,App,Health,Medium,0,38,Yes,0
06000700,43,1050973,24,2,109965,1045468,134881,4,66,Yes,Married,Professional,Email,Life,Medium,3,19,No,1
06000701,30,1938172,11,1,89637,1147168,205341,6,84,Yes,Other,Salaried,App,Accident,High,5,17,No,0
06000702,69,2946435,17,2,171197,1252214,140513,3,91,No,Other,Professional,Email,Life,Medium,1,2,No,0
06000703,47,719935,10,4,58740,633066,1142750,3,33,No,Other,Professional,Email,Life,Low,10,24,Yes,1
06000704,67,2759560,18,2,24820,2609592,836684,2,79,No,Single,Salaried,Phone,Accident,Low,12,30,No,1
06000705,47,1476670,3,4,117291,4132502,501099,1,94,No,Married,Professional,App,Life,Medium,5,4,Yes,1
06000706,48,1072681,22,2,154344,3505703,819896,4,78,Yes,Married,Business,Email,Life,Medium,8,37,No,1
06000707,57,2753901,16,5,174165,363917,1080269,5,28,No,Single,Salaried,Phone,Life,High,4,5,Yes,1
06000708,42,503924,10,4,134559,2770796,1188161,4,28,No,Single,Salaried,Phone,Accident,Medium,8,16,Yes,0
06000709,62,2083849,20,1,106069,2585638,564756,5,33,No,Married,Business,App,Health,Medium,7,31,Yes,0
06000710,46,1032954,0,5,120846,2228300,521486,5,79,No,Other,Salaried,App,Health,High,6,16,No,0
06000711,65,484767,10,1,46229,1871281,1091358,5,73,Yes,Single,Business,App,Health,Low,4,48,Yes,0
06000712,24,461656,23,3,155499,1479008,519121,5,44,No,Single,Salaried,App,Health,Medium,5,29,No,0
06000713,46,1988186,2,0,80180,2393208,925228,1,20,Yes,Married,Salaried,Phone,Accident,Medium,5,13,No,0
06000714,52,1448522,20,1,11913,1416717,550582,3,46,Yes,Single,Salaried,App,Health,High,2,19,Yes,0
06000715,24,2706863,5,3,26194,398601,171728,1,57,Yes,Single,Salaried,Phone,Health,Medium,10,1,Yes,0
06000716,41,2606998,3,5,72031,3430373,486303,5,86,Yes,Single,Business,Email,Accident,Low,12,0,Yes,1
06000717,65,2727586,19,3,87907,473709,807110,3,54,Yes,Single,Business,App,Health,Low,7,14,Yes,1
06000718,54,2180330,12,4,49713,517816,777610,4,40,No,Married,Business,Email,Life,High,12,46,No,0
06000719,52,2820923,16,4,106067,3730845,395807,1,60,Yes,Other,Business,Email,Life,Medium,3,50,No,1
06000720,45,2737153,22,0,60314,1131806,656075,3,36,Yes,Married,Professional,App,Health,Low,3,4,No,0
06000721,39,2840097,22,5,25860,554015,1061843,2,40,No,Married,Salaried,App,Life,Medium,11,13,Yes,0
06000722,52,1229564,7,1,6736,1387610,18015,1,33,Yes,Married,Business,Email,Health,Low,0,18,Yes,0
06000723,62,1486296,17,3,150179,375457,264833,6,73,No,Married,Professional,Email,Accident,Low,7,32,No,1
06000724,22,2097795,8,3,45156,3391426,240105,3,74,No,Single,Professional,Email,Accident,Low,4,25,No,0
06000725,34,1589253,9,5,177683,2897770,1112951,3,78,No,Other,Professional,Phone,Life,Low,7,20,No,1
06000726,49,2952605,11,5,73971,2313760,774631,2,71,Yes,Other,Salaried,Phone,Health,Medium,8,44,Yes,1
06000727,34,1344019,8,4,98816,4101877,606307,5,40,Yes,Married,Professional,App,Accident,Medium,11,15,No,0
06000728,30,906842,8,5,160742,1337349,420697,6,28,No,Single,Business,Email,Accident,Medium,3,26,No,1
06000729,51,1735841,25,2,107958,3177180,499149,2,75,Yes,Married,Business,Phone,Life,Low,4,38,Yes,1
06000730,56,2657501,6,2,122632,1260327,1193936,3,52,Yes,Single,Professional,Email,Life,Low,9,29,No,1
06000731,48,2455915,14,0,62969,2601604,3387,5,59,Yes,Married,Business,Email,Accident,Low,5,23,Yes,1
06000732,35,925808,16,4,25527,3412731,456613,3,36,No,Single,Professional,App,Life,High,1,44,No,1
06000733,63,2647626,0,0,162804,4239434,434218,1,74,Yes,Married,Business,Phone,Life,High,4,34,Yes,0
06000734,40,530228,18,4,102173,2529037,758759,1,84,Yes,Single,Business,Email,Health,Medium,6,28,Yes,1
06000735,36,909587,17,0,135670,150296,1043169,5,70,No,Married,Professional,App,Health,Medium,10,14,No,1
06000736,23,1146485,22,0,108189,1413027,1028327,4,48,No,Married,Business,Email,Life,Low,10,24,No,0
06000737,65,1688799,5,2,82968,926476,130996,1,85,No,Married,Professional,Phone,Health,Medium,0,42,Yes,0
06000738,25,2636587,19,2,62080,1748852,91079,3,70,No,Married,Business,Email,Accident,Low,0,51,Yes,1
