mortgage_application_id,applicant_age,gross_income_inr,property_value_inr,down_payment_inr,requested_mortgage_inr,credit_score,debt_to_income_pct,employment_years,recent_delinquencies,property_type,employment_category,coapplicant,property_city_tier,existing_mortgage,documentation_complete,savings_inr,loan_term_years,property_usage,preapproved
05000428,25,1622299,12797949,3500044,53,702,23,11,3,Plot,Business,Yes,Tier 1,Yes,No,1049157,17,Self occupied,0
05000429,60,382003,15440697,5303896,59,750,14,25,2,Apartment,Self-employed,Yes,Tier 2,Yes,No,382917,2,Self occupied,1
05000430,38,1001102,12184794,3320008,30,636,81,11,5,Apartment,Business,Yes,Tier 1,No,No,602096,18,Investment,0
05000431,23,2046694,11058921,215008,40,729,55,2,10,Apartment,Salaried,No,Tier 3,No,No,1737517,8,Self occupied,0
05000432,68,2024776,4968910,3205174,39,745,85,20,10,Plot,Salaried,No,Tier 3,No,Yes,1114408,7,Investment,1
05000433,69,358926,14562203,5397573,28,774,76,21,4,Plot,Business,Yes,Tier 3,Yes,No,745815,9,Investment,1
05000434,61,994718,2833065,551455,53,755,49,9,3,Plot,Business,Yes,Tier 3,No,Yes,327443,20,Investment,0
05000435,25,1082483,12523625,4313421,37,527,43,14,2,Independent house,Self-employed,No,Tier 3,Yes,Yes,643603,20,Investment,0
05000436,69,2861649,17434953,5728696,37,558,86,23,10,Apartment,Salaried,Yes,Tier 3,Yes,Yes,363614,0,Investment,1
05000437,64,1477010,7123819,3339476,56,771,23,4,0,Plot,Self-employed,Yes,Tier 2,No,No,836381,5,Self occupied,0
05000438,52,534332,10266913,2921586,26,517,72,22,4,Apartment,Salaried,No,Tier 3,No,Yes,1095804,16,Self occupied,1
05000439,52,701383,10723974,4162590,44,829,45,8,3,Apartment,Business,Yes,Tier 3,Yes,No,1586694,19,Self occupied,1
05000440,66,1322926,16916731,4627632,43,603,65,8,9,Independent house,Salaried,No,Tier 1,Yes,Yes,1284693,21,Self occupied,0
05000441,30,2838820,17313153,2425469,27,774,15,14,10,Plot,Self-employed,No,Tier 1,No,No,24131,19,Self occupied,0
05000442,21,2217684,10005889,1849403,43,802,54,0,10,Plot,Self-employed,No,Tier 2,No,No,1377676,20,Self occupied,0
05000443,35,252829,16196913,5470426,34,816,42,1,10,Plot,Salaried,Yes,Tier 1,Yes,No,976912,11,Investment,1
05000444,28,734531,2244039,1858917,21,584,28,4,9,Apartment,Business,No,Tier 2,Yes,Yes,1764510,3,Investment,0
05000445,69,2778484,10446132,4269882,44,782,16,25,1,Independent house,Business,No,Tier 3,No,No,854420,23,Investment,0
05000446,27,2582167,7108760,3176018,58,622,37,1,7,Plot,Self-employed,No,Tier 1,No,No,1761261,25,Investment,1
05000447,63,1341160,8668884,547159,40,761,43,5,7,Independent house,Business,Yes,Tier 3,No,Yes,1720979,13,Self occupied,0
05000448,52,529155,11709773,5743637,28,676,59,2,9,Apartment,Salaried,Yes,Tier 3,Yes,Yes,761504,14,Investment,0
05000449,40,1232012,1649677,3875173,38,565,40,24,0,Apartment,Business,No,Tier 3,No,Yes,1778438,8,Self occupied,0
05000450,24,730110,6623653,4325357,51,802,50,23,6,Independent house,Self-employed,Yes,Tier 3,Yes,No,685924,7,Self occupied,0
05000451,41,1220127,15164801,1338565,38,649,81,6,0,Plot,Business,Yes,Tier 3,Yes,Yes,818800,12,Investment,0
05000452,37,2087586,9307260,3022988,50,598,64,25,9,Apartment,Salaried,Yes,Tier 2,Yes,No,1322269,1,Self occupied,1
05000453,68,271594,6267440,4272017,64,752,22,22,2,Independent house,Business,Yes,Tier 1,No,Yes,298885,3,Self occupied,0
05000454,68,1883450,11013337,2371683,39,711,59,23,4,Apartment,Business,No,Tier 2,No,No,1485401,2,Self occupied,1
05000455,61,2980729,4928657,2700188,43,767,57,0,1,Apartment,Business,Yes,Tier 2,No,Yes,424436,5,Investment,1
05000456,41,1531175,13112871,2783124,35,496,67,7,8,Apartment,Business,Yes,Tier 1,No,No,1313378,0,Investment,0
05000457,68,2740072,6711556,2978115,24,650,93,24,9,Independent house,Salaried,No,Tier 2,Yes,Yes,1738170,10,Investment,1
05000458,69,2977960,10240633,3231236,28,687,78,5,5,Independent house,Self-employed,No,Tier 3,Yes,No,968537,6,Self occupied,1
05000459,56,624284,7054259,5824813,48,788,95,5,5,Apartment,Salaried,No,Tier 3,Yes,No,1097365,5,Investment,1
05000460,37,1061473,10602627,5872906,33,636,25,10,8,Apartment,Salaried,Yes,Tier 3,Yes,No,100504,16,Investment,0
05000461,65,618179,5186600,391317,30,830,59,5,1,Plot,Salaried,No,Tier 3,Yes,No,1346826,14,Investment,1
05000462,36,2488700,9768515,4198497,52,560,86,24,5,Apartment,Self-employed,No,Tier 2,Yes,Yes,1453230,18,Self occupied,1
05000463,64,2035373,4406128,3004186,38,530,80,17,2,Plot,Business,No,Tier 3,Yes,Yes,1075395,21,Investment,1
05000464,55,785701,6626479,2229208,53,792,88,21,0,Plot,Self-employed,No,Tier 3,Yes,No,1758862,22,Self occupied,0
05000465,35,1906645,12213777,1515020,25,699,42,24,0,Independent house,Self-employed,No,Tier 1,Yes,Yes,624121,20,Self occupied,0
05000466,50,1881736,6815869,2255432,29,635,69,25,4,Plot,Business,No,Tier 2,Yes,No,599336,17,Self occupied,1
05000467,65,2214287,3422517,196869,38,729,43,9,3,Independent house,Business,No,Tier 3,Yes,No,1000941,10,Self occupied,0
05000468,45,489412,6462640,5993161,66,791,77,10,2,Plot,Salaried,Yes,Tier 2,Yes,Yes,1527122,1,Investment,1
05000469,31,2519944,15967677,279946,60,659,8,21,6,Plot,Self-employed,Yes,Tier 1,No,No,131222,18,Investment,0
05000470,55,2129951,17835056,5074569,55,639,34,15,9,Plot,Business,No,Tier 1,No,No,1345165,9,Self occupied,1
05000471,46,794461,3637767,4299300,67,542,46,19,8,Plot,Business,Yes,Tier 1,Yes,No,779489,12,Self occupied,1
05000472,24,1542563,17498950,172645,69,483,6,1,3,Plot,Salaried,Yes,Tier 2,Yes,No,869038,5,Investment,0
05000473,47,1058409,8870788,3641247,69,611,40,19,3,Independent house,Business,Yes,Tier 2,Yes,Yes,1028127,23,Self occupied,1
05000474,69,1572076,12288854,4314812,23,816,8,8,9,Apartment,Business,No,Tier 2,Yes,Yes,626411,1,Self occupied,0
05000475,32,2083517,10413644,4174547,26,804,18,0,1,Apartment,Business,No,Tier 2,Yes,Yes,1511838,13,Self occupied,0
05000476,22,1550159,5027359,5183121,65,511,52,19,8,Apartment,Business,No,Tier 2,No,Yes,1448806,12,Investment,1
05000477,46,1197405,15865593,374328,40,734,90,16,4,Independent house,Salaried,No,Tier 3,No,No,1140426,11,Investment,0
05000478,51,476476,3237998,2713839,25,792,39,9,10,Apartment,Self-employed,Yes,Tier 1,Yes,No,1031918,22,Self occupied,0
05000479,26,627819,10048890,3771423,24,845,93,14,3,Independent house,Self-employed,Yes,Tier 1,Yes,No,1135953,0,Self occupied,1
05000480,57,803800,3065793,5115868,31,825,48,16,3,Apartment,Salaried,No,Tier 3,No,No,1636399,2,Self occupied,0
05000481,64,2138078,15747763,5381435,41,563,15,0,2,Apartment,Salaried,Yes,Tier 2,Yes,No,1461495,17,Investment,0
05000482,66,2722012,3867147,2939288,45,717,81,17,6,Independent house,Self-employed,No,Tier 1,Yes,No,566552,22,Investment,1
05000483,21,2880125,5071289,394135,35,609,30,12,2,Plot,Salaried,No,Tier 1,No,No,1006379,20,Self occupied,1
05000484,51,1729595,11437193,5512733,41,693,42,7,6,Independent house,Salaried,Yes,Tier 2,Yes,Yes,236641,22,Self occupied,1
05000485,67,2491653,16062489,4522623,52,700,17,21,10,Independent house,Business,Yes,Tier 2,No,Yes,1066279,6,Investment,1
05000486,67,1481744,6394672,4472101,29,766,32,14,3,Independent house,Salaried,No,Tier 2,Yes,Yes,1419424,6,Self occupied,0
05000487,34,1928679,5419401,4833062,47,588,50,14,3,Apartment,Business,No,Tier 3,No,No,555765,15,Investment,0
05000488,25,2761325,3256516,998486,26,843,37,11,6,Apartment,Business,No,Tier 3,Yes,No,679372,23,Investment,1
05000489,36,2926190,11152399,4917472,28,684,36,21,3,Plot,Salaried,Yes,Tier 3,Yes,Yes,1487521,9,Self occupied,1
05000490,39,557756,12342512,5568024,53,731,18,10,4,Independent house,Business,No,Tier 1,Yes,No,1261589,2,Self occupied,1
05000491,46,2374817,15292784,2155982,51,486,60,20,8,Independent house,Business,Yes,Tier 3,Yes,No,1149010,3,Investment,1
05000492,24,999663,17954357,2494761,51,521,37,17,1,Plot,Self-employed,No,Tier 3,Yes,Yes,616985,12,Investment,0
05000493,51,1564486,5343964,2080668,45,619,90,6,9,Plot,Self-employed,Yes,Tier 2,Yes,No,704002,10,Self occupied,1
05000494,34,1759747,16565395,1496478,51,744,81,5,2,Plot,Self-employed,Yes,Tier 1,Yes,No,1068204,8,Self occupied,0
05000495,26,1840888,10380922,713244,60,708,74,8,5,Apartment,Self-employed,No,Tier 2,Yes,Yes,720916,3,Self occupied,1
05000496,47,1929105,14816228,4976302,64,709,30,3,10,Apartment,Salaried,No,Tier 2,Yes,Yes,524740,12,Investment,1
05000497,61,1415444,9438094,3859559,36,719,46,7,3,Independent house,Business,Yes,Tier 1,Yes,Yes,401595,0,Investment,1
05000498,66,1985017,6984179,4019959,27,621,23,11,1,Plot,Business,Yes,Tier 2,No,Yes,1301560,25,Investment,0
05000499,40,2325609,9300350,1836252,28,798,34,24,7,Plot,Business,Yes,Tier 2,No,No,1021103,14,Investment,1
05000500,43,1901967,8571860,1642004,66,656,54,14,6,Apartment,Self-employed,No,Tier 2,No,Yes,1344081,0,Self occupied,1
05000501,57,2157820,12010457,5165337,31,732,22,19,6,Plot,Salaried,No,Tier 3,Yes,No,80080,1,Investment,0
05000502,60,381926,12593030,1654663,42,685,38,5,3,Plot,Salaried,Yes,Tier 1,No,No,1537980,6,Self occupied,1
05000503,55,535419,1845223,4521159,62,498,81,11,8,Independent house,Business,No,Tier 3,Yes,Yes,37292,18,Self occupied,1
05000504,55,1885574,16837726,4288827,23,500,44,8,0,Plot,Self-employed,Yes,Tier 2,No,No,867580,4,Investment,1
05000505,66,941753,1567070,1873986,29,500,48,1,10,Plot,Business,Yes,Tier 3,Yes,No,765509,0,Self occupied,0
05000506,27,1469474,7578918,1656710,42,518,54,23,2,Plot,Business,No,Tier 3,Yes,No,501521,20,Investment,1
05000507,59,308953,5236494,2727483,26,794,85,6,0,Independent house,Self-employed,No,Tier 2,No,Yes,322342,1,Self occupied,0
05000508,45,1924910,6376992,5252432,44,810,7,23,9,Plot,Business,Yes,Tier 2,Yes,No,1521198,23,Self occupied,1
05000509,24,2450750,17281791,4817034,61,643,7,0,7,Independent house,Salaried,Yes,Tier 2,No,No,1303739,2,Self occupied,0
05000510,50,1026333,10669018,2555851,69,820,34,24,1,Apartment,Self-employed,Yes,Tier 2,Yes,No,1370015,18,Self occupied,0
05000511,39,2281437,6173047,777837,26,554,42,2,6,Apartment,Business,Yes,Tier 3,Yes,No,991423,3,Investment,1
05000512,27,2029353,3552880,5422534,34,833,36,19,10,Apartment,Salaried,No,Tier 3,Yes,Yes,834767,5,Self occupied,0
05000513,57,1880480,16271483,2181892,64,666,25,18,5,Apartment,Salaried,Yes,Tier 3,No,No,792639,7,Investment,1
05000514,45,2961918,13812693,4390157,69,806,63,23,8,Independent house,Self-employed,No,Tier 2,No,No,542320,21,Investment,1
05000515,38,285871,5800962,5127095,61,806,45,18,1,Plot,Self-employed,No,Tier 3,No,Yes,258700,7,Investment,0
05000516,67,911808,13931901,5133895,68,493,9,22,9,Plot,Salaried,Yes,Tier 1,Yes,Yes,1443913,21,Investment,0
05000517,25,2921731,6087857,3313898,59,694,12,16,3,Apartment,Business,No,Tier 3,No,Yes,321143,11,Self occupied,1
05000518,28,1901412,7232114,1215774,21,809,75,23,1,Apartment,Self-employed,Yes,Tier 2,No,No,1723691,7,Self occupied,1
05000519,55,2898778,13145466,2194654,60,613,65,0,3,Plot,Business,No,Tier 2,No,Yes,470851,8,Investment,1
05000520,50,2952672,13173535,4642691,40,744,32,3,7,Plot,Salaried,No,Tier 3,No,No,939232,5,Investment,0
05000521,43,478798,14520596,2321368,60,595,24,3,10,Apartment,Business,No,Tier 3,No,Yes,1178453,6,Investment,0
05000522,36,2352556,15436621,4158061,26,612,64,20,1,Apartment,Salaried,No,Tier 2,No,Yes,1066588,1,Self occupied,0
05000523,44,1646348,3998472,4110469,44,691,28,7,6,Independent house,Salaried,Yes,Tier 1,No,No,1771816,22,Self occupied,0
05000524,50,735111,9566380,2702735,32,651,73,6,9,Plot,Self-employed,No,Tier 2,Yes,Yes,380878,23,Self occupied,0
05000525,24,2893117,12925390,4992159,24,765,74,21,4,Independent house,Salaried,No,Tier 1,Yes,No,106001,16,Investment,1
05000526,45,1751875,13475458,3194721,57,575,83,8,1,Apartment,Salaried,No,Tier 1,No,Yes,959887,2,Self occupied,1
05000527,40,1694747,5170494,1517473,39,536,75,12,3,Apartment,Business,No,Tier 3,Yes,Yes,162700,20,Self occupied,1
05000528,58,1069430,2650611,5736216,49,762,34,21,4,Plot,Salaried,Yes,Tier 2,Yes,No,482379,24,Self occupied,1
05000529,36,2772733,13658602,3449280,66,699,53,9,5,Independent house,Self-employed,No,Tier 3,Yes,No,1111704,1,Self occupied,1
05000530,66,2840466,16645865,476694,48,562,54,2,3,Plot,Salaried,Yes,Tier 2,No,Yes,1665675,12,Self occupied,0
05000531,69,1348762,15198062,1495376,37,849,37,0,9,Independent house,Business,No,Tier 1,Yes,Yes,660560,23,Investment,1
05000532,65,2048895,9274588,4157530,31,812,38,14,0,Independent house,Business,No,Tier 2,Yes,Yes,1465210,15,Self occupied,0
05000533,28,1557115,12267485,711784,38,600,91,13,2,Apartment,Self-employed,No,Tier 1,Yes,No,1192824,12,Self occupied,1
05000534,34,1468452,5435239,3522413,64,848,13,10,3,Apartment,Business,No,Tier 3,Yes,Yes,186341,9,Investment,0
05000535,48,2955095,5189125,1494993,32,614,57,5,8,Independent house,Self-employed,No,Tier 1,No,No,1074640,13,Investment,0
05000536,34,2760399,5982657,2500426,48,825,83,12,5,Independent house,Self-employed,No,Tier 2,No,No,1694024,2,Investment,1
05000537,67,1219111,2628126,394530,23,817,42,8,5,Independent house,Business,No,Tier 2,No,No,425102,14,Investment,0
05000538,56,1520551,1879259,3740733,55,798,36,6,9,Plot,Self-employed,No,Tier 1,No,Yes,1265762,13,Self occupied,1
05000539,64,513449,8370437,1605503,68,670,31,17,2,Plot,Business,No,Tier 1,Yes,Yes,610048,5,Investment,0
05000540,64,1181104,16859694,2726373,30,501,45,16,0,Independent house,Self-employed,No,Tier 1,No,No,95801,14,Investment,0
05000541,43,321394,6799068,2049648,31,818,30,17,2,Plot,Business,No,Tier 2,No,Yes,1741998,2,Self occupied,0
05000542,49,1319689,7023331,2221793,49,814,27,22,8,Plot,Salaried,No,Tier 3,Yes,Yes,635122,9,Self occupied,1
05000543,54,464383,6792215,2755956,52,557,57,10,5,Plot,Self-employed,Yes,Tier 3,Yes,Yes,1250690,13,Investment,1
05000544,25,2068233,4294625,3565182,45,547,8,13,9,Independent house,Business,Yes,Tier 1,No,No,309571,10,Investment,0
05000545,48,1492467,13712767,328370,62,569,4,8,8,Apartment,Business,Yes,Tier 2,No,Yes,1049294,14,Self occupied,0
05000546,25,681403,17158576,3387953,51,624,74,4,9,Independent house,Salaried,Yes,Tier 1,No,Yes,1257531,25,Investment,0
05000547,66,2583431,3599481,3458518,23,773,61,0,2,Plot,Business,No,Tier 1,Yes,Yes,1364240,12,Self occupied,0
05000548,58,886452,3607810,3575490,38,573,28,22,6,Apartment,Self-employed,No,Tier 2,No,Yes,1015652,21,Investment,1
05000549,44,2636951,7945606,1518138,46,630,70,1,9,Independent house,Business,Yes,Tier 3,Yes,No,618617,9,Self occupied,0
05000550,28,1898317,11253386,2099698,53,830,54,8,4,Apartment,Self-employed,No,Tier 1,No,Yes,959958,11,Investment,1
05000551,31,730757,8642072,4044887,69,623,25,6,5,Apartment,Self-employed,Yes,Tier 1,No,Yes,1722302,3,Investment,0
05000552,35,1134396,4887144,3605225,39,603,49,14,4,Independent house,Business,No,Tier 2,Yes,Yes,1098891,4,Investment,1
05000553,57,1880738,5984132,1471377,22,522,43,0,5,Independent house,Business,Yes,Tier 2,No,Yes,984740,17,Investment,0
05000554,23,986855,6188398,2942602,56,484,94,22,2,Independent house,Salaried,No,Tier 3,Yes,Yes,1425702,2,Self occupied,1
05000555,28,1566721,11417530,777517,55,605,50,4,9,Plot,Salaried,No,Tier 2,No,No,65014,23,Investment,1
05000556,43,496796,8710956,3085641,40,649,34,0,1,Independent house,Business,No,Tier 3,No,No,1729763,5,Investment,0
05000557,59,1622219,7529454,1192360,26,695,12,16,2,Independent house,Self-employed,No,Tier 2,Yes,No,270034,15,Investment,0
05000558,42,360992,3977260,1484412,56,602,57,13,4,Apartment,Salaried,Yes,Tier 3,No,No,1407875,19,Self occupied,0
05000559,68,2433638,8535535,4113214,23,730,83,23,8,Apartment,Salaried,No,Tier 2,No,Yes,737445,9,Investment,1
05000560,47,537441,13388592,582394,40,614,35,15,3,Apartment,Self-employed,No,Tier 3,No,Yes,1251126,7,Investment,1
05000561,41,1547177,3823168,770094,38,617,36,10,7,Apartment,Business,Yes,Tier 2,No,Yes,762181,10,Self occupied,0
05000562,42,377379,14611048,5919727,51,690,68,22,3,Apartment,Salaried,Yes,Tier 3,No,No,989611,6,Investment,1
05000563,59,1677402,16835035,3523234,63,780,6,15,0,Apartment,Self-employed,No,Tier 2,No,Yes,1637162,21,Self occupied,0
05000564,63,555129,9550518,4207471,29,561,35,21,10,Plot,Business,No,Tier 3,Yes,No,938599,14,Self occupied,0
05000565,44,2670216,13056060,5109282,31,501,71,12,8,Apartment,Self-employed,Yes,Tier 2,Yes,No,1296480,10,Investment,0
05000566,30,2968711,13541571,2645629,26,533,80,2,10,Independent house,Business,Yes,Tier 2,No,Yes,137375,22,Investment,0
05000567,63,1450638,6600011,455210,35,547,17,2,0,Plot,Salaried,No,Tier 3,Yes,No,698447,14,Investment,0
05000568,52,2065167,4719144,291310,30,614,64,2,1,Plot,Self-employed,Yes,Tier 3,Yes,Yes,1125590,18,Self occupied,0
05000569,38,1239339,10442030,1274127,46,508,38,5,10,Apartment,Salaried,No,Tier 2,No,Yes,1135403,18,Self occupied,0
05000570,55,778415,1610450,2619937,21,760,18,20,7,Independent house,Salaried,No,Tier 3,No,No,1326307,20,Self occupied,1
05000571,57,2319104,17916960,4915488,32,561,17,18,9,Independent house,Business,No,Tier 1,Yes,No,1392735,21,Self occupied,1
05000572,68,1201661,2084743,1289485,57,591,83,16,0,Plot,Self-employed,Yes,Tier 2,Yes,No,1329655,16,Investment,0
05000573,42,2313444,16270732,2036993,40,732,88,14,3,Apartment,Business,Yes,Tier 2,No,No,664527,7,Investment,0
05000574,25,1088907,6619255,3356486,50,497,60,18,6,Apartment,Business,Yes,Tier 1,Yes,Yes,1350366,0,Investment,0
05000575,50,1861615,14269010,5956893,52,664,68,16,6,Apartment,Salaried,Yes,Tier 1,Yes,Yes,747508,4,Investment,1
05000576,60,349255,4985591,2829472,64,502,57,19,0,Plot,Salaried,No,Tier 3,Yes,Yes,693592,10,Self occupied,0
05000577,44,1771106,14926796,4237803,42,694,52,21,8,Independent house,Business,Yes,Tier 1,No,Yes,95740,8,Investment,0
05000578,21,854146,15565422,4690152,32,550,74,10,9,Independent house,Self-employed,Yes,Tier 1,No,No,1362144,3,Investment,0
05000579,61,2080628,16828352,456963,66,701,66,13,2,Plot,Self-employed,No,Tier 1,No,No,1475731,11,Self occupied,0
05000580,36,2773523,17641491,3343792,61,736,16,9,7,Apartment,Salaried,No,Tier 3,No,No,1307630,0,Self occupied,1
05000581,50,323662,13863085,2434364,30,486,54,5,7,Apartment,Self-employed,Yes,Tier 3,No,Yes,317971,24,Investment,1
05000582,27,2550807,11741828,3173945,26,644,88,25,7,Apartment,Self-employed,No,Tier 3,Yes,No,1774484,1,Self occupied,1
05000583,48,1718711,15568407,635669,55,545,36,4,0,Independent house,Self-employed,No,Tier 1,Yes,Yes,186600,19,Investment,0
05000584,66,874262,2978170,637703,58,727,13,24,6,Plot,Self-employed,Yes,Tier 3,Yes,No,675105,18,Self occupied,0
05000585,50,1106357,17697276,2722333,60,576,9,15,10,Apartment,Self-employed,Yes,Tier 2,No,Yes,1625261,21,Self occupied,0
05000586,60,639895,12572387,1848481,64,594,81,4,1,Plot,Salaried,Yes,Tier 3,Yes,No,1565186,3,Self occupied,0
05000587,65,2170276,12630941,1881789,22,803,48,6,9,Plot,Business,No,Tier 2,No,Yes,1267031,17,Self occupied,1
05000588,25,1044461,11254076,1148436,43,525,19,8,10,Independent house,Self-employed,No,Tier 2,Yes,No,195689,13,Investment,1
05000589,58,1546285,7248265,5830243,26,758,59,15,2,Apartment,Salaried,Yes,Tier 2,No,No,1378491,25,Self occupied,0
05000590,27,1589740,17868484,5563874,64,682,60,1,6,Apartment,Self-employed,Yes,Tier 2,Yes,Yes,245349,2,Investment,1
05000591,44,372739,15891963,4243473,52,817,84,22,2,Independent house,Salaried,Yes,Tier 3,No,Yes,454347,22,Investment,1
05000592,52,769633,17916225,4021403,67,699,9,14,10,Independent house,Business,Yes,Tier 2,No,No,629123,20,Investment,0
05000593,60,1425046,5249378,5502328,23,713,81,21,5,Plot,Business,Yes,Tier 2,Yes,Yes,783356,22,Investment,0
05000594,62,2458439,12512235,3912195,41,839,63,25,0,Independent house,Self-employed,No,Tier 2,No,Yes,514153,7,Investment,1
05000595,51,1176305,17870113,3045832,32,555,57,19,4,Plot,Salaried,Yes,Tier 3,No,No,568466,16,Investment,0
05000596,43,2110882,12308332,5246020,32,578,74,19,9,Plot,Self-employed,Yes,Tier 1,No,Yes,1737917,12,Investment,1
05000597,66,1209009,2057433,1618946,47,669,23,18,5,Apartment,Self-employed,No,Tier 1,No,Yes,418584,5,Self occupied,1
05000598,56,1443330,15019954,2649662,44,645,67,9,2,Plot,Business,Yes,Tier 1,No,No,1197021,23,Investment,1
05000599,23,1354305,17391857,839414,59,667,47,15,1,Independent house,Self-employed,No,Tier 3,Yes,No,722952,20,Investment,1
05000600,36,2056337,2567155,5437849,29,576,70,24,1,Apartment,Business,Yes,Tier 2,No,Yes,1605944,6,Investment,0
05000601,57,1590979,9608813,1051559,32,617,16,0,2,Plot,Business,No,Tier 1,Yes,Yes,1349249,10,Investment,1
05000602,69,1108129,9595035,4469851,66,481,85,18,8,Plot,Self-employed,Yes,Tier 3,Yes,Yes,26036,18,Investment,1
05000603,54,2665209,3354562,3748124,55,480,41,9,2,Plot,Business,Yes,Tier 3,Yes,Yes,749193,0,Investment,0
05000604,67,723862,14418603,4888373,63,593,51,8,3,Plot,Salaried,Yes,Tier 1,Yes,Yes,284956,5,Self occupied,0
05000605,46,600363,9852104,2198921,28,580,66,13,8,Apartment,Self-employed,No,Tier 2,No,Yes,1431660,17,Investment,1
05000606,50,2836341,15606437,2254117,44,553,94,21,0,Independent house,Business,No,Tier 1,Yes,Yes,475755,0,Self occupied,1
05000607,34,2503478,13801636,381761,58,699,35,24,7,Apartment,Salaried,Yes,Tier 2,No,Yes,1213215,11,Investment,1
05000608,44,2222782,13140906,3221086,26,671,16,18,2,Independent house,Self-employed,No,Tier 3,Yes,Yes,1104765,14,Self occupied,1
05000609,31,2295681,4765418,1613230,38,491,42,16,7,Independent house,Self-employed,Yes,Tier 2,Yes,Yes,24675,24,Self occupied,0
05000610,54,2728449,17560745,1427870,64,699,84,3,5,Independent house,Business,Yes,Tier 1,No,No,399617,7,Investment,1
05000611,61,1832447,1770637,5653767,62,783,25,7,2,Plot,Salaried,Yes,Tier 3,Yes,No,933529,15,Self occupied,0
05000612,57,2604805,14594097,3133657,58,746,75,10,0,Independent house,Business,No,Tier 1,No,Yes,494804,20,Self occupied,1
05000613,24,1194074,16586335,3238917,42,504,52,25,3,Independent house,Salaried,Yes,Tier 3,Yes,Yes,1433983,13,Self occupied,1
05000614,56,1304101,4860616,4735828,26,744,60,23,3,Apartment,Business,Yes,Tier 1,Yes,Yes,452574,8,Self occupied,0
05000615,47,317947,12816808,5898844,55,599,81,11,0,Plot,Salaried,No,Tier 3,No,No,1738355,0,Self occupied,1
05000616,30,453469,10087059,5707133,38,779,4,14,5,Plot,Salaried,No,Tier 3,Yes,No,1265634,22,Self occupied,0
05000617,62,2111706,14777369,4517877,22,530,25,13,4,Apartment,Salaried,No,Tier 2,No,No,1145767,2,Self occupied,0
05000618,30,2443479,7457136,1399717,57,480,48,20,0,Apartment,Self-employed,No,Tier 1,No,No,167230,3,Self occupied,0
05000619,24,2547396,4897902,5667416,23,695,16,4,7,Independent house,Business,Yes,Tier 1,No,No,1507743,11,Investment,0
05000620,50,2363104,9783713,1864683,64,770,29,16,8,Plot,Self-employed,Yes,Tier 2,Yes,Yes,1533096,10,Investment,1
05000621,25,2504439,15285072,992943,68,830,81,7,7,Independent house,Self-employed,No,Tier 1,No,Yes,90420,1,Investment,1
05000622,26,1210533,9045555,1701505,69,816,52,10,9,Plot,Self-employed,Yes,Tier 3,No,No,60532,16,Self occupied,0
05000623,21,1150635,8374956,2437848,60,553,34,0,2,Independent house,Self-employed,Yes,Tier 3,Yes,Yes,1145205,13,Investment,1
05000624,59,1875713,2937929,2421913,43,628,87,8,8,Apartment,Self-employed,Yes,Tier 2,No,Yes,938612,10,Investment,1
05000625,29,513152,14964935,503304,61,534,66,17,7,Apartment,Business,Yes,Tier 1,Yes,Yes,1153679,16,Investment,0
05000626,23,1366489,9536803,1129721,60,622,28,19,7,Plot,Self-employed,Yes,Tier 2,No,No,928125,1,Investment,0
05000627,56,948132,8432965,4353151,48,716,74,13,5,Apartment,Salaried,Yes,Tier 1,No,Yes,1145726,17,Self occupied,1
05000628,24,2351417,8551192,2611122,53,709,41,18,0,Apartment,Self-employed,Yes,Tier 1,No,No,745738,21,Self occupied,0
05000629,61,2863993,17748105,4030298,68,634,44,23,4,Independent house,Business,Yes,Tier 1,Yes,No,1715003,11,Self occupied,1
05000630,37,2510165,2333264,2181249,60,650,79,17,9,Plot,Salaried,No,Tier 1,Yes,No,106949,14,Self occupied,1
05000631,21,1609877,15178500,4648118,56,600,84,7,4,Apartment,Business,Yes,Tier 1,No,No,681113,21,Self occupied,0
05000632,53,2692645,5947971,4191756,41,786,84,9,7,Apartment,Self-employed,No,Tier 1,No,No,814940,17,Self occupied,0
05000633,34,488528,6879843,1701820,37,816,75,12,7,Plot,Salaried,No,Tier 2,Yes,Yes,1036396,24,Investment,0
05000634,62,1849275,8465867,5915326,44,700,82,7,7,Independent house,Salaried,No,Tier 3,Yes,Yes,261252,15,Self occupied,1
05000635,45,363280,5518604,2820265,21,650,56,7,6,Apartment,Self-employed,No,Tier 1,Yes,No,202520,25,Investment,0
05000636,40,2076326,6392939,1890968,23,840,22,13,6,Apartment,Self-employed,No,Tier 3,Yes,No,1320965,22,Investment,1
05000637,50,1271432,4345059,2595130,29,597,28,22,5,Independent house,Salaried,No,Tier 1,No,Yes,1168138,17,Investment,1
05000638,41,2953959,16273529,4382444,54,699,40,25,0,Apartment,Business,Yes,Tier 3,No,Yes,1555841,11,Investment,1
05000639,27,2236194,13972099,2032012,62,598,90,16,10,Independent house,Salaried,Yes,Tier 2,Yes,No,1221191,9,Investment,1
05000640,39,678480,16983305,4550606,33,699,50,7,7,Independent house,Self-employed,Yes,Tier 2,Yes,Yes,1100653,10,Self occupied,1
05000641,26,1335120,8659223,649555,57,714,45,11,9,Independent house,Salaried,Yes,Tier 3,No,Yes,1323250,13,Investment,0
05000642,62,2473906,7137731,3632822,29,631,46,0,9,Independent house,Salaried,Yes,Tier 1,No,No,537917,7,Self occupied,0
