business_application_id,business_age_years,annual_revenue_inr,annual_profit_inr,loan_requested_inr,owner_credit_score,existing_business_debt_inr,monthly_cashflow_inr,tax_filing_years,late_payments_12m,industry,business_type,collateral_type,region,employee_count,has_audited_statements,owner_experience_years,bank_relationship_years,exporter,approved
08000457,29,31876082,-195297,724363,540,1709027,340304,11,2,Manufacturing,Partnership,Property,North,2,No,17,24,No,0
08000458,41,3928359,1129463,7999326,701,3480069,120979,20,2,Agriculture,Partnership,None,West,7,No,18,17,No,1
08000459,43,5125939,2960700,693329,751,3764372,847916,11,7,Services,Private limited,Deposit,East,6,No,15,2,Yes,1
08000460,57,16472289,5355365,4423399,480,2220200,424125,9,4,Agriculture,Private limited,Deposit,West,0,No,14,21,No,0
08000461,57,4340295,1687165,259696,669,575024,364555,8,6,Services,Private limited,None,West,7,Yes,7,14,Yes,0
08000462,49,22250385,7453180,3959204,528,1874717,826891,10,0,Manufacturing,Proprietorship,Deposit,East,2,Yes,16,9,Yes,0
08000463,36,32559552,5777323,2918459,684,2833478,-16981,7,0,Agriculture,Private limited,None,North,6,No,19,20,No,0
08000464,55,4222642,3757402,2604263,749,3603325,748427,8,7,Services,Partnership,Property,West,1,Yes,18,9,Yes,1
08000465,55,16518185,1058916,5862854,585,908170,447560,18,0,Manufacturing,Private limited,None,South,6,Yes,15,17,Yes,0
08000466,49,24757854,-206545,4762010,545,3634236,218395,19,1,Agriculture,Partnership,Property,West,6,Yes,21,2,Yes,0
08000467,68,25535443,2671064,244758,525,1236247,640753,24,1,Retail,Partnership,Property,South,2,No,9,19,Yes,0
08000468,57,26801043,2192247,1320999,562,420381,453683,15,7,Agriculture,Proprietorship,None,East,0,Yes,24,3,Yes,0
08000469,68,7631561,427661,4228180,830,241340,628295,8,3,Retail,Partnership,Deposit,North,5,No,14,19,Yes,0
08000470,64,24217206,169943,1393216,823,3761406,705265,20,3,Services,Partnership,Deposit,East,0,Yes,10,7,Yes,0
08000471,58,17063108,6920831,3815087,659,1279713,571533,6,1,Agriculture,Proprietorship,Deposit,North,7,No,24,12,No,1
08000472,21,9358296,2310212,4039035,483,2649638,397169,12,4,Services,Private limited,Deposit,East,0,Yes,21,0,No,1
08000473,42,2733345,7276501,4776358,721,83475,487502,21,4,Manufacturing,Proprietorship,Deposit,South,6,No,16,20,No,0
08000474,46,29960298,4754454,5524088,586,810587,712868,24,4,Retail,Proprietorship,Deposit,North,1,No,12,7,Yes,0
08000475,60,13070769,962643,5832071,693,3364804,428925,16,1,Manufacturing,Proprietorship,None,East,6,Yes,15,17,No,0
08000476,62,10219456,7863841,585289,766,3726366,83818,23,5,Manufacturing,Partnership,Property,East,8,Yes,23,21,Yes,1
08000477,21,32855796,2093251,5286777,758,3961371,237051,14,2,Manufacturing,Proprietorship,Deposit,East,7,No,25,3,Yes,0
08000478,30,27146140,710170,4166776,635,836229,397563,2,5,Retail,Private limited,Deposit,East,5,No,18,18,Yes,1
08000479,25,29631059,1958266,2818377,794,3301362,688269,3,4,Manufacturing,Private limited,Deposit,South,6,No,22,12,No,1
08000480,46,11741946,1809110,3135861,811,3113798,691950,13,1,Services,Partnership,Property,South,7,Yes,24,17,Yes,1
08000481,48,18437715,5671890,1581213,713,1450159,240082,17,0,Agriculture,Partnership,Property,North,7,No,2,4,Yes,1
08000482,31,19435730,3708791,5462580,775,3986962,375367,15,0,Services,Partnership,Property,South,1,No,24,23,Yes,1
08000483,29,9747821,3767778,752666,818,323346,-35901,13,2,Agriculture,Partnership,Deposit,East,7,Yes,11,18,Yes,1
08000484,28,17247637,3591579,6628630,761,778856,54951,11,0,Retail,Proprietorship,Property,East,6,Yes,24,12,Yes,0
08000485,46,6443577,7996983,1213265,498,3329162,94634,2,3,Agriculture,Partnership,None,East,2,Yes,0,23,No,1
08000486,23,32107492,7919876,6729543,631,1273336,209860,9,4,Agriculture,Partnership,Property,West,7,No,15,18,Yes,1
08000487,27,34862548,3485080,2609096,592,1259904,790287,14,5,Agriculture,Partnership,None,South,5,No,4,12,No,1
08000488,39,7065650,7906189,3961180,601,3411690,833100,15,7,Manufacturing,Private limited,Deposit,East,0,Yes,20,1,Yes,1
08000489,42,14763236,2247141,7991170,508,3636610,81710,3,7,Manufacturing,Partnership,Deposit,East,7,No,25,14,Yes,1
08000490,60,34289448,-12314,3016464,767,733518,813389,17,0,Retail,Partnership,Property,South,4,No,24,25,Yes,0
08000491,31,12728652,6195265,7678988,577,2638490,112746,21,2,Agriculture,Private limited,Property,West,4,Yes,20,11,Yes,0
08000492,31,25154995,6545292,5299359,805,2663688,144911,22,0,Agriculture,Partnership,None,West,8,No,23,4,No,1
08000493,55,7801000,4562810,3220069,688,2076842,40786,15,3,Services,Partnership,Property,West,1,Yes,6,24,Yes,0
08000494,55,32302086,1987743,3995410,635,1710365,709781,24,4,Services,Partnership,None,South,6,Yes,25,10,Yes,1
08000495,44,16354793,1811146,6086746,764,2904148,347413,18,6,Retail,Private limited,Deposit,South,7,Yes,12,16,Yes,1
08000496,52,17055916,5694551,1886486,586,3847683,165107,20,6,Services,Partnership,Property,South,7,Yes,0,5,Yes,0
08000497,23,17398738,3782488,981058,675,50717,-47006,17,6,Retail,Proprietorship,Property,North,7,Yes,14,1,No,1
08000498,42,18880286,1381559,5114783,646,3696467,623706,1,1,Manufacturing,Proprietorship,Deposit,North,7,Yes,7,12,Yes,0
08000499,61,19794847,3708304,2521732,693,491704,105868,24,1,Manufacturing,Partnership,Property,North,8,Yes,3,25,Yes,0
08000500,34,28129444,3818467,1030794,649,75907,370490,25,5,Agriculture,Proprietorship,Property,South,5,Yes,20,11,No,1
08000501,38,24930118,6375413,5775746,575,3839244,675549,13,3,Services,Private limited,None,South,5,No,13,21,No,1
08000502,35,24287526,913884,3887990,850,3800640,159927,22,0,Agriculture,Private limited,None,East,8,Yes,8,6,No,0
08000503,44,18723310,2426555,4088610,766,695130,678219,11,1,Manufacturing,Proprietorship,Property,West,3,Yes,18,7,No,0
08000504,39,23181895,1309493,277663,830,434223,236854,2,2,Manufacturing,Proprietorship,Property,South,6,No,6,4,Yes,1
08000505,57,26583070,3860479,7500458,769,1672975,87092,11,2,Retail,Private limited,Property,South,2,No,5,6,No,0
08000506,25,14937880,2414012,7910813,827,3425871,717979,25,1,Services,Partnership,Deposit,East,5,Yes,18,5,Yes,0
08000507,49,5660597,21107,5694895,540,498666,298491,14,3,Retail,Proprietorship,None,West,6,No,14,11,Yes,0
08000508,68,23863550,5049535,2308110,551,1199154,44689,16,0,Agriculture,Partnership,Property,North,6,Yes,25,15,Yes,0
08000509,55,29878680,-169648,5204942,613,3262845,663234,2,7,Services,Partnership,Property,South,6,Yes,24,6,No,0
08000510,58,32868665,1522129,4349820,765,821307,-20967,18,7,Retail,Partnership,Property,North,0,No,11,10,No,1
08000511,60,3716055,6713382,1521308,850,1209218,331306,1,6,Agriculture,Proprietorship,None,South,8,Yes,15,11,Yes,1
08000512,62,26221448,3522678,3929129,539,950608,577920,18,1,Services,Proprietorship,Deposit,West,0,No,11,22,Yes,0
08000513,42,15136253,3047661,1334934,796,2882374,533971,6,7,Agriculture,Proprietorship,Deposit,West,1,No,24,3,No,0
08000514,69,24956074,4413382,4042924,690,1950891,814448,21,4,Services,Partnership,Property,South,0,No,7,3,Yes,1
08000515,44,16329298,1658894,429182,830,880424,673963,11,6,Manufacturing,Partnership,Property,South,7,No,14,22,Yes,0
08000516,35,33450057,1098055,4239919,612,2609795,-33410,19,7,Services,Private limited,Deposit,West,7,No,7,23,No,1
08000517,60,6363181,-145229,684497,758,3443917,763444,18,2,Retail,Private limited,Deposit,East,4,No,22,9,No,1
08000518,28,18130704,468272,5617025,511,2441544,-12014,9,4,Manufacturing,Private limited,Property,North,6,No,6,24,Yes,0
08000519,37,29380606,3461417,3866674,607,2669851,604770,18,7,Manufacturing,Private limited,Deposit,East,2,Yes,1,18,No,1
08000520,34,19792948,3349401,222269,609,2163152,374050,7,7,Agriculture,Private limited,Deposit,East,6,No,3,22,Yes,1
08000521,54,23842945,6583885,3935460,529,1133256,307827,16,5,Retail,Private limited,None,North,3,No,11,0,Yes,0
08000522,40,13703333,7055590,2316324,634,1798768,503476,11,2,Agriculture,Partnership,None,West,4,No,3,2,No,1
08000523,69,25030539,464633,1452154,534,3389792,128680,23,4,Services,Private limited,Property,South,6,No,14,12,No,0
08000524,35,9673015,985602,3561601,607,3640761,-45136,13,2,Services,Partnership,Deposit,North,3,No,0,11,No,0
08000525,51,13430145,4877489,7875721,542,786392,238450,19,7,Manufacturing,Proprietorship,None,East,2,Yes,19,4,Yes,1
08000526,57,1593046,1322992,5688178,802,1644460,545454,23,4,Services,Private limited,Property,South,7,Yes,20,17,No,1
08000527,31,24367202,3477629,2381324,821,1703288,212773,8,7,Agriculture,Partnership,None,West,5,Yes,2,14,Yes,1
08000528,57,17715353,7347593,2870057,548,1243214,740558,4,3,Agriculture,Partnership,Deposit,North,0,No,20,25,No,0
08000529,58,20682069,507182,5286160,704,922898,815721,10,7,Agriculture,Private limited,None,West,6,Yes,5,10,No,1
08000530,24,8996109,391182,2611985,727,1471750,774265,10,5,Services,Partnership,None,North,5,Yes,18,10,No,0
08000531,66,13860868,7463129,7822630,812,3006336,713247,24,3,Manufacturing,Proprietorship,None,East,3,Yes,11,0,No,0
08000532,26,27813655,369542,3681465,724,2017546,740390,6,4,Agriculture,Private limited,None,West,2,No,9,24,Yes,0
08000533,59,17306997,1102124,4007320,665,2640324,-60000,15,4,Manufacturing,Private limited,Property,East,3,No,12,23,No,0
08000534,43,5598990,960610,3859865,716,3749431,556174,21,3,Agriculture,Proprietorship,Property,West,4,Yes,17,1,No,1
08000535,22,25610848,7613829,7313585,752,796335,364613,11,6,Services,Private limited,Property,North,1,Yes,19,2,Yes,1
08000536,39,2272041,1583929,2926076,572,1050434,-29644,7,3,Services,Partnership,None,East,0,No,11,25,Yes,0
08000537,34,17177739,4493855,6217100,601,1570616,-38763,8,6,Services,Partnership,Property,North,6,Yes,18,4,No,0
08000538,35,19535622,4162146,4584388,505,2672595,767017,16,4,Agriculture,Private limited,None,East,6,No,15,8,Yes,0
08000539,27,13046119,2456590,1922757,749,2083119,762259,16,2,Agriculture,Private limited,Property,South,4,Yes,25,23,Yes,0
08000540,43,34624163,4886339,5465015,685,747095,5970,2,0,Agriculture,Private limited,None,West,4,Yes,18,21,Yes,1
08000541,42,5908161,2623121,4592316,521,3790063,31831,1,6,Agriculture,Proprietorship,None,East,2,No,1,4,Yes,1
08000542,29,15432263,2714412,4376041,702,3038341,611091,0,2,Manufacturing,Private limited,Property,North,3,Yes,17,8,No,1
08000543,29,8592833,-184186,509192,824,2542443,756209,12,6,Manufacturing,Private limited,None,North,8,No,0,10,No,1
08000544,36,3029247,5178554,4352459,724,1824772,517512,1,5,Retail,Private limited,Deposit,South,6,No,22,18,No,1
08000545,61,11952990,4538052,6679005,575,1689513,330771,14,7,Agriculture,Partnership,Property,East,6,No,24,2,Yes,1
08000546,65,25538345,208755,5095002,740,562584,743495,20,3,Agriculture,Private limited,Deposit,North,0,Yes,13,18,No,0
08000547,25,21441058,3539593,2452900,610,2347350,-68100,12,2,Services,Private limited,Deposit,West,4,Yes,1,14,No,0
08000548,46,27421348,5475474,6091064,808,3676062,806825,7,5,Retail,Proprietorship,Property,West,5,No,7,12,No,0
08000549,39,2502021,3528687,3429642,741,68725,624844,8,0,Manufacturing,Proprietorship,Property,West,1,Yes,22,4,Yes,1
08000550,61,13199671,3366593,3320438,706,3295594,114589,15,7,Manufacturing,Private limited,Property,South,6,Yes,10,14,Yes,0
08000551,34,2849335,6665700,1672914,772,886938,-19441,12,5,Retail,Private limited,Property,North,6,Yes,21,6,No,1
08000552,63,18407227,4410464,7366005,704,1180003,632948,17,1,Retail,Proprietorship,Deposit,South,0,Yes,23,23,Yes,0
08000553,27,21364543,6884329,6559168,742,3733897,832139,2,5,Manufacturing,Proprietorship,Property,South,7,Yes,15,0,Yes,1
08000554,66,32597871,1142919,1465781,538,2347425,256074,9,5,Retail,Partnership,Property,South,2,Yes,22,1,No,0
08000555,36,22825317,3748168,4689663,568,3347686,22368,3,3,Services,Partnership,None,West,0,No,4,4,Yes,1
08000556,29,26208784,6738795,6271550,526,3846154,333136,16,4,Agriculture,Partnership,Deposit,North,8,Yes,17,13,No,0
08000557,64,12508811,1782119,2941707,610,1601530,675497,9,7,Retail,Partnership,Deposit,East,0,No,13,16,Yes,0
08000558,60,34031017,424854,3421415,485,1628232,-29719,24,0,Manufacturing,Private limited,Deposit,South,1,No,13,25,No,0
08000559,50,30969026,6830536,5138936,527,1355598,441183,17,4,Services,Proprietorship,None,East,4,No,17,20,No,1
08000560,27,11021162,2920214,4186933,542,2483038,-9354,21,2,Services,Private limited,Property,North,2,Yes,9,16,No,0
08000561,31,25609675,6588958,2025267,822,1668212,405972,8,4,Retail,Proprietorship,None,South,8,Yes,0,22,Yes,1
08000562,54,12462434,382258,928746,534,1927902,120829,14,4,Services,Private limited,Deposit,North,4,No,19,7,No,0
08000563,33,15817812,-184518,7986481,667,3354914,649483,12,4,Services,Partnership,Property,West,8,No,25,17,No,1
08000564,45,17571683,1534071,443635,521,1537108,185674,10,3,Manufacturing,Partnership,None,East,6,Yes,7,11,Yes,0
08000565,35,29006199,2938047,3387243,591,1289104,94729,1,1,Agriculture,Partnership,None,South,7,Yes,17,11,No,1
08000566,37,7587172,7391921,6512325,806,3200632,722466,24,1,Retail,Proprietorship,None,West,6,No,22,3,No,1
08000567,59,33412074,5924,6244018,833,3135152,289519,1,0,Retail,Partnership,None,West,8,No,20,2,Yes,1
08000568,58,30714986,6902316,6741598,838,45765,249438,15,4,Agriculture,Proprietorship,Property,North,3,Yes,16,7,No,1
08000569,26,15014486,1554542,4785955,815,2480529,-61252,7,1,Manufacturing,Partnership,Deposit,North,2,No,18,8,No,0
08000570,67,4651902,6359080,7406018,784,3815769,270160,11,2,Retail,Proprietorship,None,South,3,Yes,9,9,Yes,0
08000571,29,15504825,5005623,217733,847,2301992,378350,15,3,Retail,Proprietorship,Property,South,4,No,4,21,Yes,1
08000572,43,4270792,6060545,6379970,612,50668,507512,21,1,Manufacturing,Partnership,None,East,1,Yes,20,5,Yes,0
08000573,67,20291236,4992504,2616083,669,1337263,473435,0,4,Retail,Partnership,Deposit,North,4,No,19,1,Yes,0
08000574,35,34426826,3945843,4836850,719,236504,305537,21,0,Services,Private limited,Deposit,South,1,Yes,8,12,Yes,0
08000575,69,26509106,1356363,5000134,755,2839669,833446,3,0,Manufacturing,Partnership,Property,North,3,No,25,25,Yes,1
08000576,28,21875273,4339953,6552361,518,3803781,714289,17,1,Manufacturing,Private limited,Property,South,0,Yes,1,10,No,1
08000577,22,27694236,5964553,3416235,513,333974,3267,14,7,Services,Partnership,Property,West,2,No,5,8,No,0
08000578,68,26216905,5407351,5835464,566,3310975,142658,13,2,Services,Proprietorship,None,North,3,Yes,14,18,Yes,1
08000579,41,25707170,2489437,3635768,517,23502,-17280,14,2,Services,Private limited,None,East,0,Yes,13,8,Yes,0
08000580,69,24703040,2077637,7852700,556,116176,161494,12,0,Retail,Proprietorship,Deposit,West,8,No,6,4,No,0
08000581,43,2404022,2306118,7304675,745,312389,216025,12,1,Manufacturing,Partnership,Deposit,West,5,No,10,25,Yes,1
08000582,56,12356187,6322886,4751896,777,3746345,178404,7,6,Manufacturing,Proprietorship,Deposit,South,3,No,11,16,No,1
08000583,63,4259793,482015,1022741,513,2459153,169464,12,7,Services,Proprietorship,Property,North,8,No,20,24,Yes,0
08000584,57,9700895,6649929,4411599,606,2865566,141950,1,5,Manufacturing,Partnership,Property,West,0,No,6,18,No,0
08000585,42,16818483,5064462,4936178,678,723388,743197,3,1,Retail,Private limited,None,South,2,Yes,25,8,No,1
08000586,38,13391449,6358268,5323416,553,531603,591033,11,2,Services,Private limited,Property,North,3,Yes,24,1,Yes,0
08000587,63,2714801,1333221,2698189,806,1183331,177825,5,0,Manufacturing,Proprietorship,Property,South,0,No,24,0,Yes,0
08000588,66,10122795,6531067,5738856,597,1117060,-58524,15,6,Manufacturing,Proprietorship,None,North,5,No,13,3,Yes,1
08000589,49,29410091,228577,1093642,801,872015,755343,21,6,Services,Proprietorship,Deposit,North,0,Yes,23,14,No,0
08000590,25,10965917,3641350,7539142,675,3596223,813749,2,1,Manufacturing,Private limited,None,West,7,No,1,5,No,1
08000591,21,7861135,5311015,6640033,817,2035283,473221,0,2,Services,Private limited,Deposit,West,4,No,3,19,Yes,0
08000592,60,22543545,612244,4320539,850,3714226,288138,10,3,Services,Private limited,Property,East,4,No,13,22,Yes,0
08000593,25,18057181,7097450,6444702,643,3312038,158288,11,6,Agriculture,Proprietorship,Deposit,North,2,Yes,10,3,Yes,1
08000594,38,33313160,2876021,6987492,744,2096042,-64020,20,0,Retail,Proprietorship,Deposit,North,6,No,23,16,No,0
08000595,38,15129312,6408814,2829477,517,877442,42973,5,0,Agriculture,Partnership,None,East,8,Yes,16,24,No,0
08000596,26,5112916,3899358,3177576,501,1646684,98920,13,0,Agriculture,Partnership,None,North,5,Yes,2,3,No,0
08000597,36,2540412,2243683,3394437,824,3496976,478612,6,0,Retail,Proprietorship,None,West,1,No,8,24,Yes,1
08000598,35,21877916,621773,1462440,562,3157096,677664,24,5,Manufacturing,Proprietorship,Deposit,East,1,No,22,6,Yes,0
08000599,42,24680665,557069,7362136,770,3328916,138920,16,7,Agriculture,Partnership,Property,East,7,Yes,17,6,No,1
08000600,49,9232437,1022420,7471861,530,3541519,21821,0,3,Agriculture,Partnership,None,East,7,No,23,7,No,0
08000601,35,13765819,4777150,2704500,670,3242980,626683,13,3,Manufacturing,Private limited,None,West,8,No,0,18,No,0
08000602,69,13952646,2192979,3046088,642,2266737,283671,20,6,Agriculture,Partnership,Deposit,East,6,Yes,12,25,Yes,1
08000603,31,3242298,-73703,4221344,616,3922727,430178,24,1,Manufacturing,Private limited,None,West,1,No,18,7,Yes,0
08000604,36,23857954,595909,3169797,815,28720,692318,6,5,Manufacturing,Partnership,None,West,3,No,9,20,Yes,1
08000605,29,26180756,1105350,7121543,636,2404169,269006,10,1,Agriculture,Partnership,None,East,2,Yes,14,21,No,0
08000606,23,5950220,3441541,606954,843,1547827,230162,6,7,Manufacturing,Private limited,Deposit,West,5,No,17,6,Yes,0
08000607,53,24299288,1316848,5157103,574,3572409,623588,1,6,Services,Proprietorship,Deposit,South,3,No,15,16,Yes,1
08000608,39,14995717,1305459,6725788,826,20174,138697,18,1,Services,Proprietorship,None,West,2,No,21,5,Yes,0
08000609,33,34004643,2423526,374681,492,1221045,506204,14,1,Services,Proprietorship,Property,South,7,Yes,18,2,Yes,0
08000610,26,23523511,1153799,2856669,850,2973921,507274,23,2,Retail,Proprietorship,None,South,0,No,24,12,No,0
08000611,67,20810920,2915630,5419743,590,1308865,34995,11,6,Agriculture,Private limited,Deposit,East,3,Yes,18,0,Yes,0
08000612,39,18473671,7030013,3650033,643,207409,624035,23,5,Retail,Private limited,Property,South,7,Yes,12,4,Yes,1
08000613,49,32240178,2495182,5166367,820,2606816,560137,4,2,Agriculture,Partnership,Property,North,4,Yes,2,18,No,1
08000614,33,22880434,1533511,2678022,561,1063555,836925,3,3,Retail,Private limited,Property,South,1,Yes,19,16,No,1
08000615,52,6145208,3458816,5739922,488,2514847,61828,7,0,Services,Partnership,Deposit,North,1,Yes,7,3,No,1
08000616,41,26658401,5179810,3216329,766,2128347,828429,4,2,Manufacturing,Private limited,Property,South,3,No,16,4,Yes,1
08000617,52,17869676,5421911,5459130,578,1501394,509918,10,1,Agriculture,Proprietorship,None,West,5,No,10,20,No,0
08000618,69,25875912,6926823,6289537,737,1899181,214685,19,6,Manufacturing,Partnership,None,South,5,No,13,4,No,1
08000619,53,24258478,5588235,7371807,654,199486,253788,1,1,Manufacturing,Private limited,None,West,5,No,15,14,No,1
08000620,50,17581286,214073,6513835,575,2781659,347151,13,1,Manufacturing,Private limited,Property,North,6,No,7,5,Yes,0
08000621,36,5296958,6397134,6574535,695,3078698,398711,23,6,Manufacturing,Partnership,Deposit,South,6,No,5,7,No,1
08000622,51,6415216,651686,1342723,657,2729736,161022,1,7,Services,Proprietorship,Property,South,6,Yes,8,14,Yes,1
08000623,24,8075814,4260186,5426148,734,2231173,830884,15,0,Manufacturing,Private limited,Deposit,West,6,Yes,6,4,No,1
08000624,49,32793920,7970552,2644643,750,1625922,171849,17,2,Services,Private limited,Property,South,2,Yes,0,20,No,0
08000625,42,1946908,153077,7142805,811,1467790,-66405,21,5,Services,Partnership,None,West,6,No,20,18,No,0
08000626,23,22744975,2944976,3149951,649,3451474,553044,14,6,Retail,Proprietorship,None,South,8,Yes,15,23,Yes,1
08000627,59,10232826,1546993,2485892,754,238065,57240,6,7,Services,Private limited,Property,South,5,No,7,13,No,1
08000628,52,15021675,6128118,4671503,669,1307608,38949,25,4,Retail,Proprietorship,Property,North,8,Yes,14,9,No,0
08000629,51,26803513,198172,1995095,692,495894,135482,16,1,Agriculture,Proprietorship,Deposit,East,2,Yes,6,22,No,0
08000630,66,30546248,5260686,2472475,627,1909503,197748,2,4,Services,Proprietorship,None,North,0,No,0,14,No,1
08000631,64,30759341,6335317,5355786,577,3502093,70524,6,6,Retail,Proprietorship,None,West,0,Yes,21,24,Yes,0
08000632,57,1232680,6945987,7657782,825,2881612,34964,23,0,Retail,Proprietorship,Property,South,1,No,3,20,Yes,0
08000633,54,29747283,6546187,5883059,696,2166273,578545,5,7,Services,Partnership,None,North,3,Yes,14,8,No,1
08000634,60,15635821,253214,2027298,512,3877722,47024,19,2,Agriculture,Proprietorship,Deposit,South,3,Yes,15,4,Yes,1
08000635,23,11726233,4336102,306476,708,1160794,58168,0,3,Retail,Proprietorship,Deposit,West,0,No,4,3,No,0
08000636,30,25486997,4211308,4153708,557,2757110,377230,20,0,Retail,Proprietorship,Deposit,South,4,No,0,19,No,0
08000637,43,25599828,6690744,7179302,731,1346451,344493,10,4,Services,Partnership,Property,South,5,No,9,2,Yes,0
08000638,23,34745607,5267632,1250768,773,971655,662258,22,5,Services,Private limited,Property,West,2,No,13,9,Yes,1
08000639,42,21303126,3743676,1807161,600,1901297,188640,25,7,Agriculture,Private limited,None,West,4,No,20,13,No,0
08000640,57,31420212,7256447,6081139,585,1980526,591092,1,1,Manufacturing,Proprietorship,Deposit,West,4,Yes,8,4,No,0
08000641,67,21124414,3879096,5028258,665,1497754,302312,6,2,Services,Private limited,Property,South,3,No,15,14,No,0
08000642,63,4954287,2580189,6459668,579,549867,101487,25,5,Services,Partnership,Deposit,West,5,Yes,23,22,No,1
08000643,49,22796808,1491324,694921,544,2371746,171271,2,5,Manufacturing,Partnership,Deposit,South,5,Yes,7,20,No,0
08000644,26,3757359,6867222,6479369,679,3540498,719006,2,3,Manufacturing,Partnership,Deposit,North,7,No,23,13,No,0
08000645,53,30841930,92576,6666156,708,3533149,-22138,11,4,Agriculture,Private limited,Deposit,South,6,Yes,9,8,Yes,0
08000646,24,20733534,4482056,6537382,687,2903299,387778,19,6,Agriculture,Proprietorship,Deposit,East,8,No,0,1,Yes,0
08000647,64,24438074,2236066,4700811,637,3971187,808696,9,6,Agriculture,Proprietorship,Deposit,East,5,No,0,0,No,1
08000648,33,21815023,4073803,3270297,522,2197253,636504,24,1,Manufacturing,Partnership,Property,West,0,Yes,10,19,Yes,1
08000649,60,14480643,1080660,3908484,728,3568074,546400,18,2,Agriculture,Private limited,None,West,3,Yes,13,16,Yes,0
08000650,30,33540236,4753161,1609586,577,643829,818743,6,6,Agriculture,Proprietorship,None,West,2,No,10,13,No,0
08000651,65,33158830,-131738,6389384,526,2771097,603094,13,0,Manufacturing,Proprietorship,None,North,4,Yes,18,2,Yes,0
08000652,39,13430694,6962323,2648230,725,2988945,136771,4,6,Agriculture,Proprietorship,None,North,2,No,3,18,Yes,0
08000653,59,15169479,7420292,3868844,618,3139316,234754,25,5,Manufacturing,Proprietorship,Property,North,2,No,11,24,Yes,0
08000654,49,25676864,5639681,7599069,596,2369806,455282,6,1,Retail,Proprietorship,Property,South,1,No,16,21,Yes,0
08000655,52,24370449,787977,6634846,833,349256,-50533,18,7,Services,Proprietorship,None,West,5,No,9,25,Yes,1
08000656,46,13360164,3795566,7955165,635,1183101,375352,24,4,Retail,Partnership,Deposit,East,5,Yes,18,18,Yes,0
08000657,66,14772934,6976995,7071068,709,2695409,863,16,3,Services,Private limited,Property,South,1,Yes,11,15,No,1
08000658,48,18090442,1554886,591365,540,1727627,796903,16,1,Retail,Proprietorship,None,West,1,No,7,24,Yes,0
08000659,25,8939250,-92641,3636767,751,3123090,760643,11,6,Services,Private limited,Property,East,0,Yes,14,3,Yes,1
08000660,57,16686796,5554279,550639,595,2942347,190313,20,2,Manufacturing,Proprietorship,Deposit,North,0,Yes,18,20,Yes,0
08000661,56,7124770,2578478,6806508,658,3509709,326651,21,0,Manufacturing,Partnership,Property,East,2,Yes,17,13,Yes,0
08000662,48,7653255,5230097,2910927,796,3038569,186410,3,7,Agriculture,Proprietorship,Deposit,North,4,Yes,14,23,No,1
08000663,48,18549368,3371320,6830224,806,2165313,416895,14,5,Services,Private limited,None,East,4,Yes,21,0,Yes,1
08000664,22,27355861,7546374,5361056,487,2696745,569064,0,5,Manufacturing,Private limited,Deposit,South,7,Yes,8,19,No,1
08000665,42,17201964,6483605,361349,530,1704435,517595,3,2,Services,Proprietorship,Property,North,3,Yes,6,15,Yes,0
08000666,61,13749122,7170258,3453022,709,2949633,493408,14,6,Manufacturing,Proprietorship,None,West,1,Yes,17,25,No,1
08000667,60,6765387,5112676,4823822,489,1067482,-592,7,4,Retail,Proprietorship,Property,North,0,No,18,11,No,0
08000668,57,24573955,7013852,6021399,772,1647243,120624,7,7,Services,Proprietorship,Property,East,3,Yes,2,19,Yes,1
08000669,65,27714809,4179614,3458258,533,1876286,784205,11,5,Retail,Private limited,Deposit,West,7,Yes,4,13,Yes,0
08000670,69,21045861,4541811,4432824,547,3531986,242502,23,7,Manufacturing,Proprietorship,Property,South,4,No,21,14,No,1
08000671,26,9215562,6190492,683495,553,792186,745261,16,4,Manufacturing,Private limited,Property,South,0,No,24,22,Yes,1
08000672,40,30371199,7381510,6642321,777,197252,166533,24,5,Retail,Partnership,Property,West,4,No,4,18,Yes,1
08000673,67,14834218,5338685,7379161,749,668938,-24317,23,6,Retail,Partnership,Property,East,4,Yes,5,9,No,0
08000674,41,33798260,3391557,6461823,802,447024,625399,9,4,Agriculture,Proprietorship,Property,East,1,Yes,23,19,Yes,0
08000675,49,22898850,822259,2807278,795,3292974,294508,9,6,Manufacturing,Private limited,None,North,3,Yes,3,18,Yes,1
08000676,53,29783304,7247428,4469716,764,1990687,837422,20,6,Agriculture,Partnership,Deposit,South,4,Yes,21,4,Yes,1
08000677,62,16036737,4065001,4952712,651,3162940,105059,11,4,Agriculture,Proprietorship,None,North,5,No,25,2,Yes,0
08000678,52,3609827,6236,2472057,495,151277,768777,24,7,Services,Private limited,None,North,6,No,7,24,No,1
08000679,23,13366299,4258588,4278536,732,426646,832659,23,5,Agriculture,Private limited,None,North,2,No,13,24,No,1
08000680,41,14124124,2546408,6784094,750,3158760,224356,5,1,Retail,Proprietorship,None,East,3,Yes,23,25,Yes,0
08000681,43,18156419,1963856,1256446,583,2617912,184401,3,2,Agriculture,Partnership,Deposit,West,6,No,11,17,Yes,0
08000682,59,28685069,5225273,4102939,653,10169,422595,3,5,Services,Private limited,Property,North,4,Yes,14,12,Yes,0
08000683,57,13149735,6397610,754654,755,1156310,371506,21,2,Manufacturing,Proprietorship,None,East,2,No,23,16,No,1
08000684,54,11486458,4030460,6459096,668,1107107,420121,13,3,Manufacturing,Proprietorship,Deposit,East,8,Yes,25,20,No,0
