customer_id,age,tenure_months,average_balance_inr,products_held,monthly_transactions,complaints_6m,mobile_logins_30d,fee_charges_6m,days_since_last_login,salary_credit,has_credit_card,account_type,service_rating,branch_region,preferred_channel,relationship_tier,missed_calls_3m,autopay_enabled,churned
04000525,45,13,53,4,68,5,13,5,48,Yes,No,Salary,4,Metro,Phone,Platinum,0,No,1
04000526,66,30,45,5,52,4,2,10,132,Yes,Yes,Current,2,Rural,Phone,Gold,5,No,0
04000527,36,63,21,5,5,7,42,10,93,Yes,Yes,Salary,1,Metro,Branch,Gold,5,No,1
04000528,52,82,54,1,24,5,30,0,132,Yes,Yes,Salary,1,Metro,Phone,Gold,1,Yes,0
04000529,69,3,29,6,61,7,44,2,38,No,Yes,Salary,4,Rural,Phone,Standard,3,Yes,1
04000530,25,35,21,5,75,1,26,6,33,No,Yes,Savings,5,Urban,Phone,Gold,1,Yes,1
04000531,67,56,22,5,30,5,51,5,159,Yes,Yes,Salary,2,Metro,Branch,Gold,0,No,1
04000532,61,45,54,4,11,6,12,6,177,No,Yes,Salary,2,Metro,App,Standard,3,Yes,1
04000533,63,30,42,2,10,2,30,0,46,No,No,Salary,4,Urban,Branch,Standard,3,Yes,0
04000534,58,2,21,1,20,1,25,0,173,No,No,Salary,1,Metro,Phone,Platinum,1,No,1
04000535,45,44,65,3,44,3,40,10,140,No,Yes,Current,4,Urban,Branch,Standard,5,Yes,0
04000536,34,5,45,3,47,1,28,5,173,Yes,No,Current,1,Urban,Phone,Gold,4,No,1
04000537,27,60,37,2,69,3,52,1,61,Yes,No,Salary,1,Urban,App,Gold,8,No,0
04000538,26,82,69,2,63,3,36,2,38,No,No,Salary,2,Rural,Branch,Standard,10,No,0
04000539,23,61,29,2,51,6,28,1,176,Yes,No,Current,5,Rural,Branch,Platinum,9,Yes,1
04000540,33,46,64,3,3,5,14,9,155,No,No,Salary,1,Metro,Branch,Platinum,2,No,1
04000541,49,73,23,3,45,3,1,3,138,No,Yes,Current,1,Urban,App,Standard,1,Yes,0
04000542,28,59,39,5,54,2,13,1,53,Yes,Yes,Savings,4,Rural,Phone,Gold,9,Yes,1
04000543,21,47,62,5,0,4,27,3,43,Yes,No,Savings,3,Urban,Branch,Standard,5,Yes,0
04000544,26,46,36,5,8,8,14,10,89,Yes,Yes,Current,5,Urban,Branch,Platinum,7,No,0
04000545,36,45,40,2,34,7,43,8,74,Yes,No,Salary,3,Metro,Branch,Platinum,8,Yes,1
04000546,36,18,27,1,66,6,13,5,135,Yes,Yes,Current,5,Rural,Branch,Gold,9,No,1
04000547,43,53,61,3,42,4,25,10,33,Yes,No,Salary,3,Metro,App,Platinum,8,Yes,0
04000548,32,39,38,1,35,1,39,4,171,Yes,Yes,Savings,3,Metro,Branch,Platinum,5,No,0
04000549,31,13,38,1,78,2,8,4,104,Yes,Yes,Current,5,Rural,Branch,Platinum,7,Yes,0
04000550,27,57,62,6,80,0,21,5,63,No,No,Current,4,Urban,App,Platinum,5,Yes,1
04000551,37,53,60,6,18,5,0,1,45,Yes,No,Salary,4,Rural,Phone,Standard,5,Yes,1
04000552,64,58,30,5,63,4,29,0,175,No,Yes,Salary,5,Rural,Branch,Gold,3,Yes,1
04000553,54,63,30,1,40,8,3,1,4,No,Yes,Current,2,Metro,App,Gold,7,No,0
04000554,23,80,40,3,8,5,25,5,72,Yes,No,Current,5,Metro,App,Standard,0,No,0
04000555,22,81,60,4,39,0,55,10,84,Yes,Yes,Savings,4,Rural,Branch,Standard,9,Yes,0
04000556,58,70,32,6,56,6,36,10,82,Yes,No,Salary,4,Metro,Phone,Standard,2,No,1
04000557,32,60,36,2,27,1,18,6,83,Yes,No,Savings,3,Metro,Phone,Platinum,5,Yes,1
04000558,25,75,63,2,54,0,24,10,161,No,Yes,Savings,5,Metro,Branch,Gold,9,No,0
04000559,52,82,51,3,32,1,54,2,73,Yes,Yes,Current,2,Metro,App,Standard,4,Yes,0
04000560,32,69,23,2,11,4,33,4,14,Yes,Yes,Current,5,Urban,Branch,Gold,2,Yes,0
04000561,58,77,56,1,32,3,54,4,131,No,Yes,Savings,1,Rural,Branch,Standard,1,Yes,1
04000562,56,60,35,3,42,7,27,6,171,Yes,No,Salary,1,Metro,App,Gold,4,Yes,1
04000563,26,33,32,4,6,3,55,8,39,No,Yes,Salary,2,Metro,Phone,Standard,2,No,1
04000564,63,50,55,5,16,2,50,9,101,Yes,No,Current,5,Rural,App,Standard,10,Yes,1
04000565,59,55,27,1,83,2,51,6,147,Yes,Yes,Current,3,Urban,Phone,Platinum,1,Yes,0
04000566,64,46,59,1,60,4,4,1,146,Yes,Yes,Savings,4,Rural,Branch,Gold,2,No,0
04000567,57,66,27,5,19,4,30,2,146,Yes,Yes,Savings,4,Urban,App,Standard,7,Yes,1
04000568,60,7,63,3,20,7,31,7,46,No,No,Salary,3,Rural,App,Platinum,0,Yes,0
04000569,23,82,22,6,82,5,24,1,10,No,No,Current,1,Urban,Phone,Gold,10,No,0
04000570,48,57,66,1,77,2,33,8,141,Yes,Yes,Current,3,Urban,Phone,Platinum,10,No,0
04000571,30,46,46,1,52,4,37,5,9,Yes,No,Salary,1,Urban,Phone,Standard,9,No,0
04000572,39,78,66,1,79,8,17,0,134,No,Yes,Current,5,Metro,Branch,Gold,7,No,1
04000573,44,15,25,1,40,1,22,3,40,Yes,No,Current,1,Metro,Branch,Gold,8,Yes,1
04000574,25,14,49,1,73,7,15,9,50,No,No,Current,5,Metro,App,Standard,6,Yes,1
04000575,58,57,40,4,46,8,45,4,129,Yes,No,Current,5,Rural,App,Standard,0,Yes,1
04000576,52,73,22,1,43,3,16,10,0,Yes,Yes,Current,3,Urban,App,Standard,0,Yes,0
04000577,63,82,67,1,13,0,22,7,137,No,No,Savings,3,Urban,App,Platinum,0,Yes,1
04000578,60,37,60,1,25,2,54,8,162,Yes,Yes,Salary,5,Metro,Branch,Gold,10,No,0
04000579,33,63,69,4,35,2,42,5,103,No,Yes,Salary,1,Urban,Phone,Standard,4,No,1
04000580,66,80,69,1,17,6,35,10,7,Yes,No,Current,5,Rural,App,Standard,7,No,0
04000581,25,12,55,4,62,2,18,6,151,No,No,Savings,1,Rural,Phone,Platinum,8,No,0
04000582,46,62,41,6,20,7,27,7,146,No,No,Current,2,Urban,Phone,Platinum,0,Yes,0
04000583,32,40,60,5,51,8,7,7,1,No,No,Savings,5,Rural,Phone,Standard,9,No,1
04000584,57,74,65,4,42,1,20,5,142,Yes,Yes,Salary,5,Metro,App,Platinum,7,Yes,0
04000585,56,70,61,5,39,0,20,4,8,Yes,No,Salary,3,Rural,Branch,Gold,6,Yes,0
04000586,68,2,59,6,70,6,42,0,104,Yes,No,Savings,5,Rural,App,Standard,9,Yes,1
04000587,31,67,59,5,53,1,47,6,80,Yes,Yes,Current,2,Urban,Phone,Platinum,5,Yes,0
04000588,63,37,64,5,82,0,0,5,136,No,Yes,Salary,4,Metro,Branch,Gold,8,Yes,0
04000589,23,40,44,6,82,1,17,1,66,Yes,No,Current,4,Rural,App,Platinum,8,Yes,1
04000590,28,64,24,3,68,0,41,3,138,Yes,No,Savings,1,Urban,Branch,Platinum,2,Yes,1
04000591,54,32,55,1,62,0,36,8,110,No,No,Salary,4,Metro,App,Platinum,4,Yes,1
04000592,65,36,64,6,77,6,12,0,40,Yes,No,Savings,1,Metro,App,Standard,5,No,0
04000593,26,68,23,4,84,1,29,10,93,Yes,No,Salary,2,Rural,Phone,Standard,10,No,0
04000594,54,49,32,4,18,4,49,10,178,No,Yes,Salary,5,Rural,Branch,Platinum,6,Yes,1
04000595,24,29,29,2,62,4,7,0,4,No,Yes,Savings,3,Urban,Branch,Platinum,3,No,0
04000596,68,71,24,5,43,0,10,4,124,No,Yes,Savings,1,Rural,Branch,Gold,10,Yes,0
04000597,31,15,66,5,5,4,25,8,83,No,Yes,Savings,1,Rural,Phone,Platinum,3,Yes,0
04000598,43,15,63,1,55,8,9,9,47,No,No,Savings,5,Urban,Phone,Standard,5,Yes,0
04000599,63,50,60,3,36,3,11,0,52,No,Yes,Salary,1,Urban,App,Standard,1,Yes,1
04000600,31,55,68,2,62,4,41,4,161,No,No,Savings,3,Rural,App,Gold,8,No,1
04000601,32,55,63,5,46,6,25,8,156,Yes,Yes,Salary,5,Urban,Branch,Standard,10,No,1
04000602,22,56,62,3,68,8,28,5,150,Yes,Yes,Salary,5,Metro,App,Platinum,0,Yes,1
04000603,31,5,29,4,12,0,42,9,72,No,No,Savings,5,Urban,App,Standard,0,No,0
04000604,39,25,63,3,18,1,45,6,15,Yes,No,Salary,1,Urban,App,Standard,0,No,0
04000605,68,0,53,5,11,1,24,3,59,Yes,Yes,Current,4,Rural,Phone,Platinum,7,No,0
04000606,21,21,46,6,22,6,16,9,73,Yes,Yes,Salary,1,Urban,Branch,Gold,6,Yes,0
04000607,63,1,44,3,40,6,26,8,7,No,Yes,Salary,4,Urban,Branch,Gold,5,Yes,0
04000608,44,81,46,6,40,5,21,9,174,No,No,Current,3,Rural,Branch,Gold,8,Yes,1
04000609,63,42,23,4,74,7,53,2,23,No,Yes,Current,3,Rural,Branch,Gold,2,No,0
04000610,55,75,29,1,35,5,43,9,174,Yes,Yes,Savings,3,Rural,App,Gold,1,Yes,0
04000611,44,40,23,5,82,7,8,8,109,No,No,Salary,4,Urban,App,Standard,7,No,0
04000612,62,79,45,4,72,7,42,7,149,No,No,Current,4,Metro,Branch,Standard,1,Yes,0
04000613,43,67,34,1,39,0,4,4,34,No,No,Savings,2,Urban,App,Gold,5,Yes,0
04000614,24,54,42,4,38,3,49,5,20,No,No,Current,2,Metro,Branch,Gold,7,No,0
04000615,42,29,25,4,59,1,44,2,92,No,Yes,Savings,3,Urban,Phone,Standard,6,No,1
04000616,59,66,32,2,49,5,21,3,24,Yes,Yes,Current,2,Rural,Branch,Standard,0,Yes,0
04000617,57,6,51,1,1,0,13,3,58,Yes,Yes,Salary,1,Metro,Phone,Platinum,8,Yes,1
04000618,39,44,34,4,21,4,47,9,79,Yes,Yes,Salary,4,Urban,Branch,Standard,1,No,1
04000619,37,34,35,3,50,1,13,7,69,Yes,Yes,Current,2,Rural,App,Platinum,6,Yes,0
04000620,67,56,54,6,64,6,27,1,138,No,No,Current,4,Metro,Branch,Standard,9,No,0
04000621,41,19,40,2,1,5,6,2,180,Yes,No,Savings,3,Metro,Phone,Platinum,5,Yes,0
04000622,47,75,55,4,3,2,26,6,85,No,Yes,Salary,4,Rural,App,Platinum,9,No,0
04000623,38,51,68,1,65,6,4,5,154,Yes,Yes,Current,4,Urban,App,Standard,1,No,0
04000624,38,13,59,5,67,8,9,7,153,Yes,Yes,Current,1,Metro,Phone,Standard,9,No,0
04000625,68,68,27,2,78,5,1,5,34,Yes,Yes,Savings,5,Metro,Phone,Gold,7,No,0
04000626,27,10,42,3,22,3,3,0,130,No,No,Current,4,Metro,App,Platinum,10,Yes,1
04000627,21,32,26,5,53,1,4,1,14,No,No,Salary,2,Urban,Branch,Standard,6,No,0
04000628,22,84,58,2,37,1,19,2,65,Yes,Yes,Current,5,Rural,Phone,Standard,5,Yes,0
04000629,32,36,46,5,14,1,4,10,15,Yes,Yes,Current,2,Urban,Branch,Standard,8,Yes,0
04000630,25,84,37,1,45,3,30,2,166,No,Yes,Salary,2,Metro,Branch,Gold,0,Yes,1
04000631,35,58,29,6,35,3,33,2,45,No,Yes,Savings,5,Urban,Phone,Standard,1,No,0
04000632,64,14,36,5,39,6,24,8,110,Yes,Yes,Salary,2,Metro,Branch,Standard,3,No,1
04000633,23,40,51,3,84,3,47,0,111,No,Yes,Salary,2,Rural,App,Standard,0,No,0
04000634,54,65,42,5,52,2,54,9,180,Yes,Yes,Salary,5,Urban,App,Platinum,5,Yes,1
04000635,29,15,51,2,38,4,3,5,178,Yes,Yes,Salary,1,Metro,Branch,Standard,5,Yes,1
04000636,29,59,65,5,11,1,19,5,51,Yes,Yes,Savings,1,Urban,Phone,Standard,1,Yes,1
04000637,50,79,57,5,13,1,40,5,61,Yes,No,Current,5,Metro,App,Standard,2,No,0
04000638,49,63,43,1,1,5,43,2,157,Yes,No,Current,2,Rural,Phone,Platinum,2,No,1
04000639,24,64,27,5,81,0,13,1,105,Yes,No,Current,1,Urban,Branch,Platinum,3,Yes,0
04000640,66,71,33,2,72,0,50,10,131,Yes,No,Current,1,Metro,App,Platinum,4,No,0
04000641,22,69,30,3,74,0,43,1,99,No,Yes,Current,2,Urban,Branch,Platinum,4,No,0
04000642,33,58,39,6,72,0,49,4,32,No,No,Salary,5,Urban,Phone,Gold,8,Yes,0
04000643,50,27,37,4,78,7,27,9,15,Yes,No,Savings,3,Metro,App,Platinum,5,Yes,0
04000644,51,42,56,6,35,7,8,8,46,Yes,No,Current,5,Metro,Phone,Standard,3,No,0
04000645,38,42,46,4,67,3,39,8,121,No,No,Salary,4,Rural,Branch,Standard,4,Yes,1
04000646,33,55,31,1,46,0,53,2,82,Yes,No,Salary,1,Rural,Phone,Platinum,0,Yes,1
04000647,65,16,63,2,27,3,7,8,14,No,No,Salary,4,Rural,Branch,Standard,2,Yes,0
04000648,69,20,49,1,0,1,20,3,159,Yes,No,Salary,4,Metro,App,Platinum,5,Yes,0
04000649,25,30,62,2,69,4,8,10,152,No,Yes,Current,2,Urban,Branch,Platinum,9,Yes,1
04000650,26,71,30,4,82,0,11,10,97,No,No,Salary,4,Urban,Phone,Standard,2,Yes,0
04000651,24,74,40,4,15,2,30,4,88,Yes,Yes,Salary,2,Metro,Phone,Standard,8,Yes,0
04000652,52,58,55,2,10,3,0,5,108,Yes,Yes,Salary,2,Urban,Branch,Standard,4,No,0
04000653,61,30,61,4,30,7,9,3,0,Yes,No,Current,3,Rural,Phone,Standard,4,No,0
04000654,45,80,42,4,42,5,6,7,64,No,Yes,Current,3,Metro,App,Platinum,4,Yes,1
04000655,63,84,53,5,12,5,54,7,48,Yes,No,Savings,1,Metro,Phone,Gold,6,Yes,0
04000656,64,15,64,6,78,5,29,5,172,No,No,Savings,3,Urban,App,Platinum,6,Yes,1
04000657,62,37,26,4,63,2,28,6,51,Yes,No,Salary,4,Rural,App,Platinum,9,Yes,0
04000658,40,41,41,4,16,8,2,3,87,No,Yes,Salary,1,Rural,Phone,Platinum,10,No,1
04000659,64,18,43,1,78,4,9,9,179,Yes,Yes,Salary,5,Metro,Phone,Gold,7,Yes,1
04000660,67,39,48,3,9,6,24,2,52,Yes,Yes,Current,5,Urban,Phone,Gold,9,Yes,0
04000661,30,78,41,5,13,4,22,4,65,Yes,Yes,Salary,3,Metro,App,Standard,3,Yes,0
04000662,54,54,21,2,26,5,21,2,145,No,No,Salary,5,Rural,Phone,Gold,0,Yes,1
04000663,24,21,48,1,6,1,26,5,81,Yes,No,Savings,2,Urban,App,Gold,1,Yes,0
04000664,67,11,57,3,64,7,33,0,85,Yes,No,Savings,1,Metro,App,Standard,0,Yes,0
04000665,38,49,39,2,9,1,52,7,82,No,No,Savings,5,Rural,App,Gold,4,Yes,1
04000666,61,62,55,2,69,5,4,4,23,Yes,Yes,Salary,1,Urban,Branch,Standard,3,Yes,0
04000667,21,13,41,6,48,4,13,10,106,Yes,Yes,Salary,1,Metro,App,Standard,1,No,1
04000668,35,83,48,2,27,6,40,4,143,Yes,No,Salary,5,Urban,Branch,Gold,1,Yes,1
04000669,39,68,32,3,52,7,29,6,102,Yes,No,Salary,5,Metro,Branch,Platinum,2,Yes,1
04000670,52,25,55,6,7,0,32,5,67,Yes,No,Salary,1,Urban,Phone,Gold,9,No,1
04000671,44,11,52,1,61,2,15,1,20,No,No,Savings,1,Urban,App,Platinum,0,Yes,0
04000672,31,77,59,6,72,2,1,3,153,Yes,No,Current,1,Urban,Branch,Platinum,3,No,1
04000673,49,0,68,3,4,6,53,8,44,Yes,No,Current,2,Urban,Phone,Gold,3,Yes,1
04000674,40,23,30,2,77,6,37,9,30,No,Yes,Salary,1,Rural,App,Platinum,7,No,0
04000675,43,17,30,4,33,1,34,5,58,Yes,Yes,Current,4,Metro,Phone,Standard,9,No,0
04000676,48,73,36,1,79,2,23,10,47,No,Yes,Savings,5,Urban,Branch,Gold,1,Yes,0
04000677,48,27,32,1,21,4,9,3,164,No,No,Savings,3,Metro,Branch,Standard,5,No,1
04000678,55,47,30,1,55,5,39,4,1,Yes,Yes,Savings,5,Metro,Phone,Gold,6,Yes,0
04000679,33,79,39,5,44,5,3,8,32,No,No,Salary,2,Urban,Branch,Standard,1,Yes,1
04000680,56,6,50,5,16,8,12,7,127,Yes,No,Savings,5,Metro,Phone,Gold,1,Yes,1
04000681,32,8,37,4,75,1,41,8,100,No,Yes,Current,5,Metro,App,Gold,3,No,1
04000682,26,29,40,3,3,3,40,4,30,Yes,Yes,Savings,4,Rural,App,Standard,9,No,1
04000683,44,73,27,1,36,8,12,3,152,Yes,Yes,Savings,1,Urban,Phone,Gold,7,No,0
04000684,30,67,61,1,64,2,42,9,37,Yes,No,Current,3,Rural,Branch,Gold,1,Yes,0
04000685,69,42,56,5,22,5,22,7,144,No,No,Current,5,Urban,Phone,Platinum,7,Yes,1
04000686,32,57,35,6,48,7,20,5,110,No,Yes,Current,5,Metro,App,Platinum,10,Yes,1
04000687,23,55,49,6,67,7,1,6,104,Yes,Yes,Current,3,Rural,Branch,Platinum,7,Yes,1
04000688,42,56,26,4,25,0,11,3,150,No,Yes,Current,5,Metro,Phone,Standard,10,Yes,1
04000689,44,26,43,6,44,7,32,6,141,No,No,Current,2,Urban,App,Gold,2,Yes,1
04000690,66,55,53,5,43,3,4,4,131,No,Yes,Salary,4,Metro,Branch,Platinum,9,Yes,1
04000691,26,75,61,3,76,6,10,9,8,No,No,Current,1,Metro,Branch,Standard,4,No,0
04000692,66,20,68,6,48,4,8,7,8,Yes,No,Salary,5,Metro,Branch,Gold,1,Yes,0
04000693,62,35,25,1,6,2,38,7,163,Yes,Yes,Salary,4,Rural,Phone,Standard,1,No,1
04000694,36,19,36,2,31,1,14,5,114,Yes,No,Current,1,Metro,Phone,Gold,3,No,0
04000695,52,10,44,6,48,3,46,0,44,Yes,Yes,Savings,1,Urban,Phone,Standard,7,No,0
04000696,30,2,62,3,24,0,15,0,130,Yes,Yes,Savings,3,Metro,Branch,Gold,9,Yes,0
04000697,62,14,27,1,38,6,17,3,121,No,No,Current,1,Rural,Phone,Gold,3,No,1
04000698,56,34,27,1,7,8,46,1,40,No,No,Salary,3,Urban,Branch,Gold,4,Yes,0
04000699,60,30,51,2,24,4,23,10,33,No,No,Salary,3,Urban,App,Gold,9,No,1
04000700,32,21,50,5,63,8,32,6,124,No,No,Salary,2,Urban,App,Platinum,1,No,1
04000701,56,68,30,1,82,5,37,9,130,No,No,Current,5,Metro,Branch,Standard,9,Yes,0
04000702,33,66,50,3,28,1,42,4,8,Yes,No,Savings,4,Urban,Branch,Gold,2,No,1
04000703,35,71,51,5,6,8,31,6,22,No,No,Current,2,Urban,Branch,Standard,2,No,1
04000704,25,39,39,4,74,6,37,9,31,Yes,No,Salary,3,Urban,App,Standard,6,Yes,0
04000705,56,45,28,2,53,8,6,7,138,No,No,Salary,1,Rural,Phone,Gold,8,Yes,1
04000706,57,7,46,5,21,3,49,0,153,Yes,Yes,Current,3,Metro,Branch,Platinum,0,No,1
04000707,27,66,56,1,54,8,18,7,49,Yes,No,Salary,5,Urban,Phone,Standard,4,No,0
04000708,69,73,24,4,3,8,52,3,144,No,No,Current,5,Metro,Branch,Gold,4,No,1
04000709,42,58,39,6,2,5,49,1,12,No,No,Current,4,Urban,App,Gold,6,Yes,1
04000710,52,42,23,4,63,7,4,2,22,No,Yes,Savings,2,Metro,App,Gold,10,Yes,0
04000711,28,45,22,3,38,5,32,3,121,Yes,Yes,Current,5,Urban,App,Platinum,0,No,1
04000712,48,51,33,1,8,5,40,0,42,No,No,Current,2,Urban,Branch,Gold,9,Yes,0
04000713,59,73,58,4,6,1,23,4,14,Yes,No,Salary,2,Urban,Branch,Standard,2,Yes,1
04000714,58,42,21,4,73,0,24,4,168,Yes,Yes,Salary,4,Metro,Phone,Platinum,8,No,1
04000715,35,76,63,1,24,8,41,5,29,No,No,Current,5,Metro,App,Gold,5,Yes,1
04000716,47,25,32,1,21,2,21,3,58,Yes,Yes,Savings,5,Rural,Phone,Standard,4,No,0
04000717,48,74,61,2,35,4,20,9,178,No,No,Salary,1,Rural,Phone,Gold,10,No,0
04000718,23,72,39,2,22,4,13,0,51,Yes,Yes,Savings,4,Urban,Branch,Platinum,1,Yes,0
04000719,32,62,40,3,8,1,45,1,51,Yes,No,Current,2,Rural,Branch,Platinum,7,Yes,1
04000720,24,19,29,4,2,0,18,6,20,Yes,No,Savings,5,Urban,Phone,Platinum,9,No,1
04000721,68,33,59,2,81,5,34,2,26,Yes,Yes,Current,4,Urban,Branch,Gold,0,No,0
04000722,32,42,65,1,52,3,17,1,50,Yes,No,Current,4,Metro,Phone,Gold,0,No,0
04000723,61,82,59,5,59,1,13,10,117,No,Yes,Current,1,Urban,Phone,Standard,0,Yes,0
04000724,48,45,38,1,83,7,47,3,33,Yes,No,Savings,4,Urban,Branch,Standard,3,Yes,0
04000725,58,35,31,1,58,4,36,8,104,No,Yes,Current,5,Metro,App,Platinum,2,No,1
04000726,21,4,59,2,65,5,33,5,20,Yes,Yes,Current,3,Rural,App,Platinum,8,Yes,0
04000727,54,6,49,5,81,6,51,2,121,No,Yes,Savings,5,Urban,App,Platinum,9,Yes,1
04000728,46,14,22,5,63,0,10,5,110,Yes,Yes,Salary,5,Metro,Phone,Platinum,0,Yes,1
04000729,22,17,52,6,9,1,46,5,114,Yes,Yes,Salary,3,Urban,Branch,Standard,10,No,0
04000730,68,16,68,4,83,3,28,0,136,Yes,Yes,Salary,4,Metro,Phone,Platinum,5,No,0
04000731,35,76,31,1,36,1,47,8,95,Yes,No,Current,4,Urban,Phone,Platinum,3,No,1
04000732,58,18,63,4,34,8,24,3,81,No,No,Salary,5,Rural,Phone,Standard,2,No,1
04000733,42,71,45,1,13,8,13,4,154,No,Yes,Savings,5,Metro,App,Standard,10,Yes,1
04000734,51,10,25,3,9,2,14,10,5,No,No,Current,2,Rural,Phone,Platinum,5,No,0
04000735,34,12,55,4,37,2,14,9,96,No,Yes,Current,2,Rural,App,Standard,6,Yes,0
04000736,69,84,25,5,16,4,19,1,72,Yes,Yes,Current,3,Rural,Phone,Platinum,4,Yes,0
04000737,31,65,31,5,29,7,22,10,129,No,No,Salary,1,Urban,App,Standard,7,Yes,1
04000738,25,59,52,6,41,6,33,10,136,Yes,No,Savings,3,Metro,Branch,Gold,6,No,1
04000739,43,58,67,2,78,5,8,5,108,Yes,Yes,Savings,5,Metro,App,Platinum,1,No,0
04000740,64,19,62,1,20,7,26,7,76,Yes,No,Current,3,Urban,Phone,Standard,1,Yes,0
04000741,65,68,26,3,29,0,0,9,156,Yes,Yes,Salary,3,Rural,App,Gold,10,No,0
04000742,54,53,38,5,37,4,21,6,22,No,No,Current,1,Rural,App,Gold,8,Yes,1
04000743,50,22,53,4,59,4,25,7,118,Yes,No,Savings,1,Metro,App,Platinum,0,Yes,1
04000744,47,35,31,6,79,5,44,2,19,No,No,Salary,3,Rural,Phone,Standard,0,Yes,1
04000745,66,7,47,1,65,0,11,5,107,Yes,No,Salary,4,Urban,Phone,Gold,3,Yes,0
04000746,40,37,35,2,50,7,55,4,55,No,Yes,Savings,2,Rural,Branch,Gold,7,No,1
04000747,35,65,40,6,60,3,23,6,44,No,Yes,Savings,3,Metro,App,Standard,1,Yes,1
04000748,42,12,32,6,55,6,10,5,89,Yes,No,Current,2,Urban,Phone,Platinum,5,Yes,0
04000749,58,84,67,5,63,6,36,10,31,No,Yes,Savings,2,Rural,App,Gold,8,Yes,1
04000750,67,43,31,6,16,0,21,3,73,No,Yes,Salary,1,Metro,App,Standard,5,No,0
04000751,29,76,35,6,59,0,19,4,34,No,No,Salary,1,Urban,Branch,Platinum,10,No,0
04000752,63,44,46,5,80,5,5,6,81,Yes,Yes,Current,4,Metro,Phone,Standard,6,No,1
04000753,28,52,68,3,78,7,23,6,29,No,Yes,Salary,5,Metro,Phone,Standard,8,Yes,0
04000754,31,61,67,2,37,8,49,7,171,Yes,No,Salary,2,Urban,App,Platinum,10,No,1
04000755,24,67,64,6,66,4,8,5,113,No,No,Salary,1,Rural,Branch,Gold,6,Yes,1
04000756,67,18,25,6,38,4,34,1,139,Yes,No,Current,5,Urban,App,Platinum,9,Yes,1
04000757,57,6,57,5,56,0,18,8,177,No,No,Current,5,Rural,App,Platinum,7,Yes,1
04000758,52,55,37,5,48,4,22,3,177,No,Yes,Current,5,Rural,Phone,Standard,2,No,1
04000759,41,66,68,1,42,7,43,6,77,Yes,Yes,Current,4,Metro,Branch,Standard,4,Yes,1
04000760,31,63,63,4,53,5,34,5,80,No,No,Current,3,Metro,App,Platinum,3,No,1
04000761,38,44,38,6,15,7,4,5,45,Yes,Yes,Salary,2,Metro,Phone,Platinum,8,Yes,0
04000762,41,38,60,4,27,2,16,1,86,No,Yes,Current,5,Rural,Branch,Gold,2,Yes,0
04000763,52,64,44,2,13,7,38,10,171,No,Yes,Current,4,Rural,App,Standard,7,Yes,0
04000764,32,49,66,5,55,4,17,2,85,No,No,Current,1,Rural,App,Standard,9,Yes,0
04000765,35,24,31,1,55,6,48,6,97,Yes,Yes,Salary,2,Rural,Phone,Gold,6,Yes,0
04000766,40,63,53,6,18,5,21,0,14,Yes,No,Current,5,Urban,App,Standard,5,Yes,0
04000767,31,70,28,6,60,4,5,9,14,No,Yes,Savings,1,Rural,Phone,Gold,4,Yes,1
04000768,60,7,29,6,72,3,55,8,83,Yes,No,Current,2,Urban,App,Platinum,2,Yes,1
04000769,38,75,51,6,2,0,40,8,127,No,No,Current,5,Urban,Branch,Standard,3,No,1
04000770,31,70,36,4,54,4,30,10,124,Yes,Yes,Savings,2,Metro,Branch,Gold,5,No,0
04000771,23,23,25,6,31,5,15,10,144,Yes,Yes,Savings,4,Metro,Phone,Standard,6,Yes,1
04000772,39,59,30,1,4,4,8,1,33,No,No,Salary,2,Urban,Branch,Standard,6,No,1
04000773,21,35,26,3,37,5,22,2,137,Yes,Yes,Current,4,Rural,Branch,Standard,0,No,1
04000774,37,68,34,4,76,3,30,9,7,No,Yes,Savings,5,Rural,App,Platinum,6,No,0
04000775,44,23,51,2,30,5,14,9,168,Yes,No,Salary,1,Urban,Phone,Standard,5,Yes,0
04000776,51,57,42,3,36,2,17,5,165,Yes,No,Salary,5,Urban,App,Platinum,6,Yes,0
04000777,62,26,35,5,68,3,43,4,35,No,Yes,Salary,1,Rural,Branch,Standard,2,Yes,0
04000778,32,30,31,6,70,8,25,3,124,Yes,Yes,Salary,2,Rural,Branch,Standard,5,Yes,1
04000779,64,22,58,3,34,7,23,4,46,No,No,Salary,1,Metro,Branch,Gold,8,Yes,0
04000780,28,49,52,1,34,5,15,8,127,Yes,No,Savings,5,Rural,Branch,Gold,7,No,1
04000781,22,16,54,6,58,8,2,3,175,No,Yes,Savings,4,Urban,Branch,Platinum,6,No,1
04000782,31,29,55,4,5,4,29,9,161,Yes,No,Current,3,Rural,Branch,Gold,2,Yes,1
04000783,52,42,21,6,49,2,5,7,101,Yes,No,Salary,5,Metro,Phone,Gold,8,Yes,1
04000784,41,3,34,1,59,0,4,6,65,No,No,Current,2,Metro,Phone,Standard,9,Yes,0
04000785,41,58,38,3,68,5,37,9,41,No,No,Savings,3,Metro,Phone,Platinum,6,No,0
04000786,66,55,55,4,62,6,23,1,12,No,No,Savings,5,Metro,Branch,Standard,5,Yes,0
04000787,32,56,26,4,11,4,49,4,139,Yes,Yes,Savings,5,Rural,Branch,Standard,0,No,1
04000788,49,18,66,6,3,4,19,3,116,Yes,No,Current,5,Metro,Phone,Standard,4,No,0
