age,monthly_income_inr,employment_type,years_employed,education_level,marital_status,dependents,residence_type,years_at_address,loan_amount_inr,loan_term_months,loan_purpose,existing_loans,monthly_debt_payments_inr,credit_score,late_payments_last_12m,savings_balance_inr,account_tenure_years,has_guarantor,loan_default
36,70000,Self-employed,12,Postgraduate,Married,3,Family,6,1410000,24,Education,1,17000,658,1,60000,13,No,0
57,60000,Contract,16,Postgraduate,Single,3,Rented,22,1370000,24,Education,0,6000,621,1,60000,13,No,1
60,66000,Salaried,24,Graduate,Married,1,Family,12,1920000,12,Personal,1,25000,707,0,295000,10,No,0
36,47000,Contract,9,Graduate,Single,2,Rented,9,1670000,60,Medical,1,11000,665,0,215000,4,No,1
30,127000,Contract,5,Postgraduate,Single,0,Rented,12,1320000,48,Business,0,14000,694,2,345000,5,Yes,0
54,123000,Salaried,26,Graduate,Married,2,Owned,16,790000,12,Vehicle,0,42000,666,2,650000,0,No,0
34,94000,Salaried,5,Postgraduate,Single,4,Rented,8,190000,36,Business,0,30000,579,1,390000,5,No,0
38,32000,Salaried,5,Graduate,Single,3,Rented,12,410000,48,Personal,0,7000,554,3,40000,7,Yes,1
33,78000,Salaried,3,High school,Single,3,Rented,0,950000,24,Vehicle,0,15000,686,4,255000,6,No,0
58,54000,Self-employed,23,High school,Single,3,Owned,18,730000,36,Vehicle,1,22000,502,4,60000,15,No,1
48,26000,Self-employed,2,Postgraduate,Single,1,Family,5,1800000,60,Medical,0,3000,655,2,10000,15,No,1
43,37000,Contract,8,Postgraduate,Single,2,Owned,22,930000,60,Home improvement,1,9000,602,2,105000,15,Yes,1
26,72000,Salaried,4,Postgraduate,Single,1,Rented,2,1290000,48,Personal,1,33000,646,1,130000,8,No,1
51,74000,Salaried,5,High school,Married,0,Family,5,1930000,36,Vehicle,0,26000,483,2,220000,0,Yes,1
60,47000,Contract,20,High school,Married,3,Family,20,650000,48,Medical,1,11000,629,0,0,3,Yes,0
35,85000,Self-employed,9,High school,Single,2,Rented,11,310000,60,Education,0,12000,617,0,360000,6,Yes,0
26,120000,Contract,1,Graduate,Single,4,Family,8,1420000,12,Medical,0,13000,840,1,235000,8,No,0
34,51000,Self-employed,11,Graduate,Single,0,Owned,6,1160000,24,Home improvement,2,25000,584,4,105000,10,Yes,1
29,60000,Salaried,4,Graduate,Single,2,Owned,3,1380000,24,Personal,0,18000,557,3,315000,9,No,1
46,78000,Self-employed,18,Postgraduate,Married,0,Rented,2,240000,36,Vehicle,0,21000,633,3,145000,4,Yes,0
41,52000,Contract,6,High school,Single,1,Rented,3,1610000,48,Business,2,23000,756,2,170000,19,Yes,1
29,49000,Salaried,0,Graduate,Single,3,Owned,11,1130000,24,Education,2,17000,593,4,170000,6,Yes,1
31,47000,Self-employed,0,Graduate,Single,2,Rented,13,1070000,24,Education,1,20000,770,1,20000,9,Yes,0
25,60000,Self-employed,5,Postgraduate,Married,3,Rented,7,1650000,12,Business,0,6000,674,1,205000,2,Yes,0
60,57000,Salaried,28,Graduate,Single,2,Rented,5,710000,36,Personal,1,24000,696,1,125000,7,Yes,0
53,58000,Contract,7,Postgraduate,Married,2,Rented,3,1670000,48,Home improvement,1,19000,665,1,255000,14,No,0
45,66000,Salaried,6,Postgraduate,Married,0,Rented,1,1800000,24,Business,1,15000,644,0,275000,5,No,0
45,35000,Contract,9,Graduate,Single,1,Rented,9,90000,48,Business,1,10000,838,0,40000,19,No,0
54,42000,Salaried,7,Postgraduate,Married,1,Family,22,200000,60,Business,2,15000,681,1,195000,17,No,1
38,41000,Contract,7,High school,Married,0,Owned,19,460000,48,Medical,0,11000,657,2,155000,0,No,0
55,111000,Salaried,19,Graduate,Single,1,Rented,14,560000,60,Home improvement,0,12000,683,1,175000,8,No,0
59,37000,Salaried,20,High school,Single,3,Owned,23,1420000,24,Education,0,5000,596,1,205000,15,Yes,1
46,73000,Salaried,5,High school,Single,3,Rented,1,1240000,48,Vehicle,1,17000,660,3,295000,13,No,0
42,57000,Contract,3,Graduate,Single,0,Owned,10,1700000,48,Home improvement,1,13000,784,0,30000,1,No,0
60,39000,Salaried,25,Graduate,Single,0,Rented,16,800000,36,Education,1,10000,727,1,140000,19,Yes,0
48,79000,Self-employed,19,Postgraduate,Single,1,Rented,18,1240000,36,Medical,2,40000,719,0,170000,9,Yes,0
46,37000,Salaried,17,Postgraduate,Married,0,Owned,19,230000,60,Education,1,17000,624,4,85000,18,Yes,1
23,88000,Salaried,4,Graduate,Single,2,Rented,5,300000,60,Medical,2,38000,588,3,430000,5,No,1
29,154000,Salaried,6,Postgraduate,Single,3,Owned,3,930000,60,Education,0,28000,687,3,300000,11,Yes,0
28,50000,Salaried,2,High school,Single,0,Family,6,890000,12,Education,1,21000,840,0,130000,8,No,0
58,42000,Contract,7,Graduate,Married,0,Rented,0,430000,36,Education,0,8000,612,1,225000,5,Yes,0
29,99000,Salaried,3,High school,Married,2,Owned,6,1370000,12,Personal,1,42000,762,0,175000,7,No,0
58,64000,Contract,3,Postgraduate,Married,3,Rented,14,160000,36,Personal,1,15000,623,2,255000,9,No,1
27,48000,Salaried,4,Graduate,Single,1,Family,9,1850000,24,Business,2,27000,655,3,10000,4,No,1
23,46000,Salaried,0,High school,Married,1,Owned,5,960000,48,Vehicle,0,13000,805,0,150000,5,No,0
50,90000,Contract,17,Graduate,Single,3,Rented,25,300000,24,Medical,1,36000,654,1,50000,15,Yes,0
55,154000,Salaried,7,High school,Married,3,Rented,7,1110000,12,Vehicle,0,28000,626,1,65000,17,No,1
34,55000,Salaried,7,Graduate,Single,0,Rented,12,1180000,36,Personal,1,12000,793,3,95000,8,Yes,1
47,72000,Salaried,6,Postgraduate,Married,0,Rented,9,1760000,48,Medical,1,17000,483,3,265000,0,Yes,0
23,86000,Salaried,0,Postgraduate,Single,3,Owned,3,640000,60,Business,1,22000,656,1,95000,5,Yes,0
31,124000,Self-employed,5,Postgraduate,Single,2,Owned,11,590000,36,Personal,1,43000,681,1,420000,10,No,0
43,25000,Contract,5,Graduate,Married,0,Family,5,650000,60,Home improvement,2,14000,614,3,90000,6,No,1
36,110000,Self-employed,10,High school,Single,1,Rented,12,1110000,60,Vehicle,1,26000,638,3,575000,0,No,1
31,71000,Salaried,6,Graduate,Single,1,Owned,13,170000,36,Home improvement,3,37000,534,3,280000,13,No,0
34,43000,Contract,6,Graduate,Single,0,Rented,5,440000,48,Vehicle,1,14000,591,4,190000,5,No,1
38,106000,Contract,11,Graduate,Single,3,Rented,0,240000,24,Education,3,48000,715,0,45000,3,Yes,0
48,88000,Contract,16,High school,Single,0,Owned,9,1360000,36,Vehicle,1,24000,495,1,10000,0,Yes,0
58,48000,Salaried,30,Graduate,Married,0,Owned,6,620000,48,Medical,0,6000,821,0,220000,8,No,0
27,77000,Salaried,0,Graduate,Single,1,Rented,9,1790000,36,Medical,0,13000,638,0,180000,9,Yes,0
30,25000,Salaried,3,Graduate,Single,3,Family,12,570000,12,Vehicle,2,9000,674,2,120000,9,Yes,1
31,60000,Salaried,6,Graduate,Married,3,Family,13,730000,60,Education,1,28000,671,2,230000,13,No,0
44,105000,Salaried,3,High school,Married,2,Owned,2,1190000,48,Medical,1,42000,577,1,315000,15,Yes,0
40,116000,Salaried,3,Graduate,Single,2,Owned,14,1240000,24,Home improvement,0,31000,756,1,620000,4,No,0
41,49000,Salaried,17,High school,Married,3,Family,8,1790000,60,Vehicle,0,13000,508,3,265000,2,Yes,1
28,99000,Self-employed,0,Graduate,Single,0,Owned,10,1300000,12,Vehicle,0,9000,628,1,355000,10,No,0
44,86000,Salaried,10,High school,Single,1,Rented,19,1730000,48,Home improvement,0,12000,492,1,410000,9,Yes,1
27,142000,Salaried,1,Postgraduate,Single,3,Owned,9,1630000,48,Personal,0,23000,788,1,485000,6,Yes,0
54,136000,Self-employed,18,High school,Single,1,Family,2,620000,60,Business,2,52000,712,0,405000,2,Yes,0
28,82000,Contract,3,High school,Single,0,Owned,10,1100000,24,Education,2,49000,619,2,130000,7,No,1
46,26000,Salaried,6,High school,Married,0,Rented,6,600000,48,Home improvement,1,12000,623,3,95000,19,No,1
55,48000,Self-employed,19,High school,Single,0,Owned,11,770000,60,Personal,1,17000,688,1,225000,18,No,0
26,57000,Salaried,3,Graduate,Married,4,Family,8,610000,36,Education,0,6000,654,2,95000,0,No,0
52,62000,Salaried,5,Graduate,Single,2,Owned,17,360000,60,Medical,0,17000,788,0,60000,8,No,0
29,113000,Contract,3,Graduate,Single,0,Owned,11,300000,24,Personal,2,40000,734,0,295000,11,No,0
44,38000,Self-employed,4,Graduate,Married,0,Family,20,660000,48,Vehicle,2,16000,688,0,195000,15,Yes,0
34,62000,Salaried,2,Graduate,Married,1,Family,16,390000,36,Vehicle,2,28000,584,3,190000,16,Yes,1
47,74000,Salaried,17,Graduate,Married,1,Rented,5,1010000,24,Business,1,26000,718,0,40000,18,Yes,0
46,59000,Salaried,13,High school,Married,3,Rented,24,940000,24,Personal,2,34000,697,0,80000,3,No,0
40,51000,Contract,7,High school,Married,0,Family,3,1020000,36,Education,0,6000,733,0,145000,5,Yes,0
48,34000,Contract,18,Graduate,Single,3,Owned,21,1550000,36,Home improvement,0,3000,753,0,40000,5,No,0
34,95000,Contract,9,Graduate,Married,0,Rented,16,1530000,36,Vehicle,0,34000,784,2,345000,16,No,0
50,38000,Salaried,3,Graduate,Single,1,Owned,7,1770000,24,Medical,1,9000,781,0,90000,3,Yes,0
40,28000,Salaried,2,High school,Single,3,Owned,22,1580000,48,Personal,1,10000,597,4,145000,13,Yes,1
51,49000,Self-employed,21,Graduate,Married,2,Rented,0,1250000,48,Education,0,16000,609,1,215000,7,Yes,0
60,47000,Contract,18,Graduate,Single,3,Owned,12,90000,24,Personal,1,10000,799,0,255000,0,No,0
35,129000,Contract,11,Graduate,Single,2,Family,11,1210000,36,Home improvement,0,44000,712,0,355000,14,No,0
50,48000,Self-employed,7,Graduate,Married,1,Rented,21,1580000,36,Home improvement,1,19000,625,3,35000,15,Yes,1
42,42000,Salaried,7,Graduate,Single,3,Family,2,1640000,12,Home improvement,1,16000,749,2,170000,14,Yes,1
39,111000,Contract,6,High school,Married,0,Rented,15,710000,24,Education,1,46000,558,3,415000,11,No,1
34,96000,Salaried,7,Graduate,Single,2,Rented,9,1060000,48,Medical,1,31000,516,2,275000,3,Yes,1
42,20000,Salaried,8,Graduate,Single,0,Owned,17,1860000,24,Personal,1,7000,643,3,85000,17,No,1
27,104000,Contract,4,Postgraduate,Single,3,Owned,9,290000,48,Business,1,38000,598,2,255000,9,No,1
46,99000,Salaried,11,Graduate,Single,3,Owned,25,780000,12,Home improvement,1,32000,760,0,65000,15,Yes,0
31,80000,Self-employed,5,Graduate,Single,3,Rented,2,850000,36,Medical,2,29000,596,1,100000,13,Yes,0
47,71000,Salaried,7,Postgraduate,Single,2,Owned,21,230000,12,Business,1,18000,679,0,295000,11,Yes,0
36,62000,Salaried,6,Postgraduate,Single,4,Owned,1,700000,24,Home improvement,0,7000,621,2,105000,18,No,1
55,64000,Salaried,19,Graduate,Single,0,Rented,22,1190000,48,Business,2,24000,561,2,160000,3,No,1
48,78000,Salaried,9,Postgraduate,Married,1,Owned,9,1860000,36,Home improvement,2,35000,611,2,390000,19,No,1
60,109000,Salaried,8,Graduate,Married,0,Owned,22,130000,24,Vehicle,1,49000,692,2,160000,18,No,0
59,50000,Contract,20,High school,Single,0,Owned,24,530000,36,Personal,1,15000,577,3,85000,0,No,1
37,73000,Salaried,4,High school,Single,1,Rented,2,1190000,36,Education,1,27000,647,2,355000,0,No,0
59,51000,Self-employed,8,Graduate,Married,1,Owned,14,1060000,48,Vehicle,1,24000,787,0,230000,3,No,0
56,36000,Self-employed,3,Graduate,Married,3,Rented,15,1400000,36,Business,0,6000,818,1,140000,12,No,0
24,38000,Salaried,3,Graduate,Single,3,Owned,6,770000,12,Education,2,21000,624,2,20000,4,Yes,1
24,42000,Salaried,2,High school,Single,4,Rented,6,1370000,12,Vehicle,0,10000,747,1,55000,0,No,0
61,82000,Salaried,16,High school,Married,2,Owned,4,260000,60,Business,1,30000,735,2,145000,14,No,0
40,92000,Contract,6,High school,Married,2,Rented,17,1100000,48,Business,0,20000,763,2,470000,1,No,0
23,44000,Salaried,1,Postgraduate,Single,0,Owned,5,830000,12,Home improvement,1,12000,792,0,235000,5,Yes,0
24,65000,Self-employed,0,High school,Married,1,Family,6,1830000,48,Medical,0,7000,718,0,120000,6,No,0
56,90000,Contract,19,Postgraduate,Married,2,Family,7,1240000,60,Vehicle,0,8000,660,3,265000,2,No,0
56,56000,Self-employed,22,Graduate,Married,1,Family,17,1190000,24,Personal,2,22000,840,0,100000,9,No,0
22,110000,Salaried,2,High school,Single,0,Owned,4,1710000,12,Education,1,24000,650,1,455000,4,No,0
60,56000,Salaried,21,Graduate,Single,0,Family,22,780000,48,Personal,2,29000,739,0,65000,11,No,0
58,58000,Salaried,8,Graduate,Single,0,Owned,5,440000,12,Medical,1,19000,594,4,95000,13,No,1
22,65000,Salaried,3,Graduate,Single,1,Family,3,1610000,24,Home improvement,0,19000,637,2,55000,4,No,1
24,62000,Salaried,0,High school,Single,3,Rented,6,1650000,24,Business,1,20000,682,1,40000,6,No,0
55,101000,Salaried,4,Graduate,Single,1,Owned,19,410000,36,Vehicle,1,30000,827,0,470000,0,No,0
47,51000,Contract,5,Graduate,Single,0,Rented,9,1740000,60,Personal,0,9000,687,3,110000,6,No,1
39,62000,Contract,6,Graduate,Married,0,Owned,19,930000,36,Home improvement,1,20000,679,0,85000,3,Yes,0
56,104000,Salaried,13,Graduate,Single,1,Owned,23,390000,24,Vehicle,1,37000,640,2,80000,16,Yes,0
42,43000,Salaried,8,Postgraduate,Single,1,Owned,21,360000,24,Vehicle,0,11000,752,0,215000,18,No,0
59,32000,Self-employed,12,High school,Married,1,Family,23,660000,12,Home improvement,0,4000,757,0,25000,7,No,0
36,91000,Salaried,11,High school,Single,1,Rented,18,490000,12,Medical,1,24000,557,2,390000,3,No,1
40,101000,Salaried,1,Graduate,Single,3,Family,5,530000,60,Business,1,43000,660,1,125000,18,No,0
23,54000,Salaried,0,Graduate,Married,4,Owned,5,700000,24,Medical,0,12000,730,1,295000,0,No,0
23,76000,Salaried,1,Graduate,Single,0,Family,5,1360000,60,Vehicle,2,45000,529,0,110000,3,Yes,1
41,74000,Contract,12,Graduate,Married,0,Owned,23,1490000,36,Vehicle,0,26000,668,0,20000,12,No,0
49,68000,Contract,11,Graduate,Single,2,Owned,2,300000,48,Vehicle,0,23000,633,3,10000,5,Yes,1
48,40000,Salaried,19,High school,Married,1,Rented,7,380000,48,Education,1,14000,776,1,10000,5,No,0
59,41000,Self-employed,14,Graduate,Married,3,Rented,23,560000,24,Medical,1,15000,689,3,50000,7,No,0
42,69000,Contract,8,Graduate,Single,2,Family,4,1260000,24,Education,0,24000,604,0,150000,2,Yes,1
54,89000,Self-employed,11,Graduate,Single,2,Family,2,1070000,12,Vehicle,1,39000,793,1,325000,6,No,0
46,64000,Salaried,12,High school,Single,3,Owned,15,930000,12,Medical,1,23000,674,3,345000,4,No,0
41,59000,Self-employed,1,Graduate,Single,1,Owned,18,1940000,36,Medical,0,21000,527,0,145000,0,No,1
44,37000,Salaried,12,Graduate,Married,2,Owned,14,1260000,36,Education,0,11000,594,2,30000,14,Yes,1
44,59000,Salaried,4,Postgraduate,Married,1,Owned,7,1730000,36,Business,0,14000,683,1,290000,5,No,0
29,54000,Salaried,5,Graduate,Married,3,Family,7,1910000,36,Vehicle,0,9000,736,1,40000,11,No,0
33,90000,Salaried,4,High school,Single,3,Owned,5,970000,24,Business,1,26000,647,0,405000,8,No,0
40,54000,Salaried,15,Graduate,Single,2,Owned,6,1490000,36,Personal,1,21000,747,1,200000,3,Yes,0
53,76000,Self-employed,16,Graduate,Single,0,Owned,11,1670000,48,Home improvement,0,20000,557,4,235000,9,No,1
56,38000,Self-employed,13,Graduate,Married,2,Owned,10,1190000,48,Education,1,10000,658,0,110000,3,Yes,0
31,66000,Salaried,3,Graduate,Single,2,Rented,7,850000,24,Medical,1,28000,680,3,270000,13,No,0
58,65000,Contract,9,Graduate,Married,2,Owned,25,1520000,48,Home improvement,3,46000,563,2,150000,18,No,1
24,99000,Contract,0,High school,Single,0,Family,6,380000,36,Business,0,31000,757,0,440000,6,No,0
35,55000,Contract,6,Graduate,Single,1,Family,14,1610000,60,Business,0,13000,596,1,235000,14,No,1
28,39000,Self-employed,5,Graduate,Single,4,Rented,2,1310000,24,Vehicle,0,5000,659,4,195000,10,No,0
57,62000,Salaried,17,High school,Single,2,Owned,6,1600000,36,Vehicle,0,17000,674,1,120000,14,No,0
37,45000,Self-employed,5,Postgraduate,Single,2,Family,15,780000,24,Education,1,18000,651,0,230000,1,Yes,0
53,31000,Self-employed,19,Graduate,Married,0,Rented,1,990000,36,Home improvement,0,4000,633,4,90000,6,No,0
40,41000,Salaried,12,Graduate,Single,1,Rented,14,1050000,60,Business,1,17000,483,1,95000,17,Yes,1
31,21000,Salaried,2,High school,Single,1,Rented,13,1910000,48,Home improvement,2,11000,521,2,0,13,Yes,1
45,43000,Contract,4,High school,Married,1,Owned,7,560000,48,Personal,2,15000,756,0,135000,8,Yes,0
50,104000,Contract,11,High school,Married,0,Family,16,220000,36,Business,1,38000,653,3,110000,2,No,0
35,95000,Self-employed,5,Graduate,Single,0,Rented,8,240000,12,Education,1,22000,777,1,385000,17,Yes,0
34,93000,Salaried,8,Postgraduate,Married,2,Rented,2,1910000,60,Personal,1,42000,738,0,45000,6,No,0
49,79000,Salaried,13,High school,Married,0,Family,12,120000,36,Medical,0,27000,558,3,265000,6,No,1
46,37000,Salaried,5,High school,Single,0,Owned,5,200000,60,Business,0,7000,781,3,50000,0,No,0
59,83000,Self-employed,16,Graduate,Married,1,Rented,12,860000,48,Education,0,19000,748,0,395000,12,No,1
43,92000,Contract,9,High school,Single,4,Owned,11,410000,24,Medical,0,28000,657,1,205000,3,No,0
61,44000,Contract,26,Postgraduate,Married,2,Owned,15,1070000,48,Vehicle,0,14000,669,3,165000,11,No,1
57,40000,Contract,13,High school,Single,2,Rented,13,1310000,12,Business,0,4000,617,1,170000,0,No,1
40,64000,Self-employed,3,Postgraduate,Married,4,Owned,6,410000,12,Education,1,23000,542,1,260000,18,No,0
43,50000,Contract,13,Graduate,Single,2,Rented,18,1560000,36,Education,0,9000,749,1,185000,0,No,0
57,35000,Contract,8,Graduate,Married,0,Rented,18,1930000,36,Home improvement,0,5000,644,2,185000,0,No,1
54,70000,Self-employed,14,Graduate,Single,2,Rented,25,1180000,12,Medical,0,9000,681,2,360000,9,No,1
52,113000,Salaried,22,Graduate,Married,1,Owned,18,1200000,36,Business,1,26000,700,0,110000,9,No,0
40,60000,Salaried,13,Postgraduate,Single,2,Owned,3,330000,36,Personal,0,17000,527,1,160000,1,No,1
58,69000,Self-employed,8,Postgraduate,Married,1,Rented,17,450000,24,Business,0,10000,774,0,185000,15,No,0
23,88000,Salaried,4,Graduate,Single,3,Rented,5,1090000,36,Personal,0,15000,650,2,285000,3,No,0
37,59000,Self-employed,10,Graduate,Single,3,Owned,11,940000,48,Vehicle,1,19000,666,2,30000,1,Yes,0
33,69000,Salaried,6,Postgraduate,Single,0,Rented,15,540000,36,Personal,1,21000,697,0,70000,8,No,0
34,112000,Salaried,5,High school,Single,3,Owned,11,770000,12,Medical,0,40000,643,4,55000,5,Yes,0
27,32000,Contract,0,High school,Single,1,Family,9,150000,12,Business,1,14000,618,0,15000,9,No,0
23,72000,Self-employed,1,Graduate,Single,0,Owned,4,500000,48,Vehicle,0,13000,649,1,300000,1,No,0
48,56000,Salaried,18,Graduate,Single,0,Owned,1,100000,36,Home improvement,1,23000,755,0,230000,0,Yes,0
36,99000,Salaried,7,Graduate,Single,1,Rented,5,330000,48,Business,1,47000,632,2,260000,8,Yes,1
49,56000,Salaried,11,High school,Married,0,Rented,2,860000,48,Medical,1,20000,615,1,165000,5,No,0
49,38000,Salaried,9,Graduate,Single,1,Rented,1,1250000,36,Business,2,15000,743,0,125000,18,No,0
47,48000,Salaried,13,High school,Single,3,Owned,19,940000,36,Vehicle,0,12000,633,4,30000,1,Yes,1
39,127000,Salaried,11,High school,Single,0,Rented,4,1860000,60,Education,2,52000,796,0,310000,5,No,0
29,38000,Contract,2,Graduate,Single,2,Family,3,1690000,24,Medical,1,8000,669,3,175000,3,Yes,1
51,136000,Salaried,11,High school,Single,0,Owned,10,1240000,36,Education,2,48000,611,0,290000,8,No,0
28,48000,Salaried,6,Postgraduate,Married,1,Owned,5,780000,48,Education,1,11000,550,3,15000,10,No,1
43,27000,Self-employed,2,Postgraduate,Married,2,Rented,6,1080000,24,Education,0,6000,751,0,95000,5,No,0
39,54000,Salaried,9,Graduate,Married,2,Owned,2,1430000,48,Medical,2,18000,584,4,5000,18,No,1
52,54000,Salaried,8,Graduate,Married,0,Rented,13,1280000,60,Education,1,12000,521,4,260000,14,Yes,1
48,55000,Salaried,3,Postgraduate,Single,1,Family,21,1530000,24,Home improvement,1,22000,744,3,15000,0,No,1
22,123000,Contract,0,Graduate,Single,2,Rented,4,290000,60,Education,0,15000,668,1,480000,4,No,0
36,34000,Salaried,7,High school,Married,1,Owned,10,920000,24,Business,2,13000,593,4,175000,7,No,1
44,61000,Salaried,10,Graduate,Married,0,Rented,19,1920000,60,Education,0,9000,780,1,255000,14,No,0
24,71000,Salaried,3,Postgraduate,Single,1,Rented,6,100000,60,Medical,0,23000,667,1,60000,6,Yes,0
57,58000,Contract,12,High school,Married,1,Family,16,980000,60,Personal,1,18000,656,0,285000,6,No,0
41,113000,Contract,6,Graduate,Single,1,Owned,5,1320000,48,Medical,1,51000,592,2,165000,4,Yes,1
28,52000,Salaried,0,Graduate,Single,2,Rented,0,960000,24,Medical,2,27000,638,1,215000,5,No,0
55,46000,Salaried,26,Postgraduate,Married,2,Owned,20,270000,12,Personal,0,12000,628,3,20000,0,No,0
24,40000,Salaried,3,Graduate,Single,3,Owned,2,1870000,24,Business,0,13000,589,0,35000,6,No,1
22,89000,Salaried,3,Graduate,Single,3,Rented,2,190000,12,Vehicle,1,20000,750,0,0,4,No,0
25,73000,Salaried,4,Postgraduate,Single,3,Owned,5,1560000,12,Business,2,25000,636,3,320000,7,No,1
29,90000,Self-employed,10,Graduate,Single,0,Family,3,1740000,36,Personal,1,40000,629,2,425000,11,No,1
26,35000,Contract,1,Graduate,Married,0,Rented,6,770000,60,Vehicle,0,7000,554,4,55000,6,No,1
33,80000,Contract,6,High school,Single,1,Rented,4,800000,24,Vehicle,1,35000,678,1,410000,15,Yes,0
55,55000,Contract,0,High school,Married,0,Owned,2,480000,12,Medical,0,6000,601,2,300000,5,No,1
48,66000,Contract,11,High school,Single,4,Family,16,1810000,36,Vehicle,1,16000,638,1,305000,13,Yes,0
53,36000,Salaried,20,Postgraduate,Single,0,Rented,4,1160000,60,Home improvement,0,8000,733,0,120000,17,No,0
23,38000,Salaried,2,Postgraduate,Single,0,Owned,5,610000,12,Personal,0,9000,679,0,180000,0,No,0
59,31000,Salaried,13,Graduate,Married,2,Owned,8,1570000,12,Home improvement,2,14000,518,4,45000,4,Yes,1
28,84000,Salaried,6,Graduate,Married,4,Family,10,440000,12,Home improvement,2,44000,631,0,40000,1,Yes,0
59,52000,Contract,7,Graduate,Married,0,Owned,5,1490000,24,Medical,1,25000,527,2,85000,6,Yes,1
39,44000,Contract,12,High school,Single,3,Family,21,820000,48,Vehicle,1,13000,746,0,185000,4,No,0
34,47000,Self-employed,5,Graduate,Single,4,Rented,9,110000,48,Personal,2,27000,581,3,250000,6,No,1
48,47000,Salaried,7,Graduate,Married,2,Family,21,380000,36,Medical,1,15000,755,1,40000,18,Yes,0
47,38000,Salaried,8,High school,Married,1,Owned,16,920000,36,Business,3,27000,591,2,185000,10,No,1
49,62000,Salaried,12,Graduate,Married,3,Family,5,490000,48,Medical,3,44000,483,2,155000,3,Yes,1
35,24000,Contract,8,Graduate,Single,0,Rented,11,1570000,48,Business,1,9000,609,2,65000,6,Yes,1
52,49000,Self-employed,6,Graduate,Married,1,Rented,5,160000,24,Home improvement,0,13000,551,2,85000,19,Yes,1
27,49000,Contract,5,High school,Single,3,Rented,9,1180000,60,Home improvement,0,9000,677,2,35000,6,No,1
32,41000,Self-employed,1,Graduate,Single,1,Family,9,1190000,48,Medical,2,17000,572,4,120000,12,No,1
38,69000,Salaried,8,Graduate,Single,1,Owned,10,1880000,48,Medical,0,18000,673,0,150000,18,No,0
53,39000,Salaried,14,Graduate,Married,3,Owned,13,830000,36,Personal,1,11000,527,2,5000,6,No,1
36,51000,Salaried,6,Graduate,Single,0,Rented,16,340000,60,Business,1,17000,663,3,100000,7,No,0
36,84000,Contract,3,Postgraduate,Single,0,Family,18,540000,48,Education,1,36000,825,0,385000,2,No,0
44,107000,Salaried,11,High school,Married,1,Rented,25,590000,12,Home improvement,0,19000,672,2,120000,17,No,0
31,78000,Salaried,8,Graduate,Single,1,Owned,3,300000,12,Medical,1,26000,619,0,395000,12,Yes,1
56,60000,Salaried,17,Graduate,Married,0,Owned,25,480000,60,Home improvement,1,14000,653,1,230000,6,No,1
48,70000,Salaried,9,Postgraduate,Single,1,Family,10,1690000,12,Medical,1,25000,758,1,335000,8,No,0
24,45000,Salaried,1,Graduate,Single,1,Family,6,1510000,60,Vehicle,0,5000,697,1,100000,0,No,0
37,128000,Salaried,8,High school,Single,2,Family,10,1700000,36,Business,2,46000,683,1,80000,1,No,0
43,55000,Self-employed,3,Graduate,Single,2,Owned,9,70000,48,Vehicle,0,10000,730,0,240000,6,No,0
38,49000,Self-employed,4,High school,Single,1,Owned,4,1730000,48,Vehicle,2,22000,753,0,165000,13,No,0
28,40000,Salaried,0,High school,Single,1,Rented,3,940000,60,Medical,1,16000,647,3,110000,0,No,1
30,77000,Self-employed,3,Postgraduate,Single,2,Rented,11,900000,48,Business,0,8000,594,1,335000,1,Yes,0
46,91000,Salaried,15,Graduate,Single,4,Owned,9,80000,24,Medical,2,30000,802,1,260000,14,No,0
44,39000,Salaried,12,Postgraduate,Single,4,Family,8,910000,48,Education,1,13000,736,1,125000,0,Yes,0
47,47000,Salaried,12,Graduate,Single,4,Owned,5,610000,48,Personal,2,17000,711,1,165000,13,No,0
40,63000,Salaried,5,Graduate,Married,0,Family,0,1800000,48,Home improvement,1,25000,759,0,340000,11,No,0
47,93000,Contract,6,Graduate,Married,0,Owned,6,1430000,48,Education,1,43000,715,0,435000,6,No,0
48,37000,Contract,10,Graduate,Married,2,Family,12,1670000,60,Vehicle,0,12000,744,0,180000,19,No,0
39,93000,Salaried,14,Postgraduate,Married,1,Rented,2,1190000,12,Personal,1,29000,708,2,445000,10,Yes,0
44,59000,Salaried,6,Graduate,Married,1,Owned,11,310000,36,Vehicle,1,25000,542,2,75000,4,No,1
25,80000,Contract,1,Postgraduate,Married,4,Family,5,1140000,24,Education,1,30000,737,0,200000,7,No,0
33,107000,Salaried,7,High school,Single,1,Family,15,430000,60,Home improvement,1,25000,666,1,395000,15,No,0
24,87000,Salaried,1,High school,Single,2,Owned,6,1890000,12,Education,2,30000,671,0,475000,3,No,0
40,61000,Salaried,9,High school,Married,2,Owned,11,130000,60,Business,0,7000,600,0,330000,6,No,0
30,48000,Salaried,5,Graduate,Married,0,Rented,12,1600000,60,Medical,1,13000,483,4,220000,12,No,1
57,67000,Salaried,9,Postgraduate,Married,2,Rented,5,1100000,48,Personal,2,30000,778,0,105000,5,Yes,0
36,56000,Self-employed,15,Postgraduate,Single,1,Family,18,1620000,48,Education,0,11000,703,0,170000,18,Yes,0
23,94000,Salaried,0,Postgraduate,Single,0,Owned,5,220000,36,Vehicle,0,24000,650,1,115000,5,No,0
