age,annual_income_inr,account_balance_inr,tenure_years,credit_score,credit_utilization,missed_payments_12m,existing_loans,monthly_transactions,employment_type,account_type,region,risk_category
46,78484,788680,20,772,0.23,2,3,12,Salaried,Current,West,Very Low Risk
46,78971,259495,9,665,0.57,0,2,5,Business owner,Current,West,Moderate Risk
54,86060,787357,10,639,0.88,3,2,48,Self-employed,Savings,North,High Risk
67,28904,250323,10,738,0.49,0,4,17,Business owner,Current,South,Moderate Risk
67,73037,316853,14,588,0.91,3,1,10,Business owner,Savings,South,High Risk
66,150313,281455,3,628,0.07,1,0,43,Self-employed,Current,North,Low Risk
65,144429,59719,7,586,0.66,4,4,17,Business owner,Current,North,Very High Risk
64,26678,454835,4,740,0.86,3,3,36,Salaried,Savings,North,Very High Risk
30,98713,921932,4,664,0.18,2,1,26,Salaried,Current,South,Low Risk
55,60316,176007,15,756,0.31,4,3,5,Self-employed,Current,South,High Risk
67,64970,416675,19,662,0.64,4,3,31,Self-employed,Savings,South,High Risk
48,90451,851221,14,702,0.89,3,2,3,Business owner,Savings,North,Low Risk
41,154843,503706,6,574,0.79,1,0,28,Self-employed,Savings,East,Moderate Risk
48,36899,370278,12,679,0.3,4,3,52,Self-employed,Salary,West,High Risk
64,110936,202738,2,837,0.54,4,2,54,Self-employed,Savings,North,High Risk
57,105833,735813,7,523,0.53,3,0,45,Business owner,Savings,West,High Risk
29,158172,637249,5,611,0.13,2,1,13,Salaried,Salary,North,Low Risk
60,32154,266775,2,597,0.14,0,4,4,Salaried,Current,West,High Risk
27,138483,284215,8,596,0.3,1,2,38,Self-employed,Current,East,Moderate Risk
32,151423,554327,0,807,0.18,1,1,42,Business owner,Savings,East,Very Low Risk
47,48716,516490,6,717,0.62,0,0,41,Business owner,Savings,South,Low Risk
53,91616,184673,16,812,0.34,3,2,31,Salaried,Current,West,Low Risk
26,158038,583382,15,550,0.8,1,0,9,Business owner,Salary,West,Low Risk
65,39160,610093,12,580,0.47,3,0,23,Business owner,Current,West,High Risk
25,106002,100224,17,525,0.77,0,1,48,Self-employed,Current,West,High Risk
37,29248,706217,14,596,0.1,3,0,6,Business owner,Salary,South,Moderate Risk
56,51128,461321,2,675,0.9,1,1,29,Business owner,Current,South,Very High Risk
61,108999,445715,16,694,0.2,3,1,13,Self-employed,Savings,West,Low Risk
55,152001,523284,11,509,0.21,1,4,22,Self-employed,Savings,North,Moderate Risk
53,78083,888119,8,781,0.9,2,0,13,Salaried,Salary,North,Very Low Risk
59,55130,850634,18,817,0.09,0,4,21,Business owner,Savings,East,Very Low Risk
22,82092,160020,1,700,0.49,2,2,20,Self-employed,Savings,South,High Risk
45,87852,260064,6,519,0.77,3,0,40,Salaried,Savings,West,Very High Risk
21,103972,953361,16,702,0.75,0,3,4,Salaried,Current,West,Very Low Risk
61,99548,633169,17,840,0.15,2,3,43,Self-employed,Savings,West,Very Low Risk
29,122368,923206,0,600,0.28,1,0,17,Self-employed,Current,East,Low Risk
67,119273,46469,8,847,0.67,1,0,29,Self-employed,Current,South,Low Risk
44,33654,205766,0,730,0.9,1,2,13,Self-employed,Salary,West,Very High Risk
32,96822,169290,20,797,0.21,0,2,9,Business owner,Current,South,Very Low Risk
36,101666,206356,19,539,0.14,0,2,8,Salaried,Current,South,Moderate Risk
57,118293,698884,4,796,0.9,3,2,9,Salaried,Current,South,Low Risk
29,73079,195220,19,800,0.21,1,4,38,Self-employed,Current,West,Low Risk
28,54196,720382,15,539,0.65,4,3,52,Business owner,Savings,West,Very High Risk
33,132047,771396,18,687,0.35,4,0,39,Business owner,Current,West,Low Risk
52,116069,656686,7,645,0.61,3,4,15,Self-employed,Salary,South,Moderate Risk
29,115316,520714,0,516,0.81,0,0,24,Self-employed,Savings,South,High Risk
34,147349,11679,9,822,0.41,0,2,27,Business owner,Current,East,Very Low Risk
61,44907,948551,2,492,0.4,0,2,21,Business owner,Savings,East,High Risk
63,69371,547283,0,591,0.59,3,2,18,Self-employed,Current,West,Very High Risk
28,78327,645063,20,524,0.24,2,4,35,Salaried,Salary,South,High Risk
47,53785,437741,8,578,0.65,0,3,13,Self-employed,Salary,South,High Risk
35,86781,254230,3,822,0.5,3,3,16,Salaried,Savings,East,High Risk
35,139186,757314,18,575,0.52,0,2,36,Business owner,Salary,South,Very Low Risk
63,147427,779364,10,602,0.11,0,4,7,Self-employed,Savings,West,Very Low Risk
52,42912,162117,8,805,0.5,0,0,9,Business owner,Savings,South,Low Risk
38,99517,195125,14,646,0.77,4,2,34,Self-employed,Current,West,High Risk
46,54872,329075,19,527,0.42,2,0,51,Self-employed,Salary,West,High Risk
35,58976,626555,15,752,0.71,4,3,11,Business owner,Salary,West,Moderate Risk
46,77247,918340,15,694,0.55,3,1,47,Business owner,Salary,South,Very Low Risk
40,44510,632794,12,842,0.88,3,4,45,Salaried,Savings,West,Low Risk
30,62983,577693,0,652,0.74,1,4,9,Self-employed,Salary,East,Very High Risk
52,107076,582380,14,580,0.4,2,1,43,Self-employed,Salary,North,Moderate Risk
32,96097,574340,7,802,0.29,4,2,20,Salaried,Salary,South,Low Risk
53,34878,695614,8,581,0.31,0,4,30,Self-employed,Salary,West,High Risk
49,70450,428990,2,492,0.24,0,0,45,Salaried,Current,East,High Risk
61,130033,894307,1,511,0.42,3,2,4,Salaried,Savings,West,High Risk
43,128063,516982,10,668,0.54,1,3,36,Business owner,Current,East,Low Risk
48,104726,798782,6,535,0.16,4,1,46,Self-employed,Savings,East,High Risk
24,56141,573555,19,695,0.74,4,0,12,Business owner,Salary,South,Moderate Risk
26,61432,178131,13,738,0.67,3,2,53,Business owner,Salary,North,Moderate Risk
48,70422,567034,4,842,0.64,4,4,31,Self-employed,Savings,North,Low Risk
64,46441,648506,6,478,0.3,2,0,21,Salaried,Salary,North,Very High Risk
44,126832,687393,16,562,0.4,3,1,8,Self-employed,Salary,West,Moderate Risk
32,58590,556510,3,663,0.62,1,1,5,Business owner,Salary,North,Moderate Risk
34,46411,905643,0,638,0.6,2,0,37,Self-employed,Salary,North,High Risk
53,115627,942293,5,722,0.63,1,2,41,Business owner,Savings,North,Very Low Risk
25,55859,725227,15,484,0.42,1,0,17,Business owner,Salary,West,Moderate Risk
45,29824,624504,11,500,0.22,3,4,33,Self-employed,Salary,East,Very High Risk
54,45362,641195,18,801,0.08,1,4,16,Salaried,Salary,North,Very Low Risk
25,154315,225795,15,750,0.35,4,4,26,Self-employed,Salary,South,Low Risk
62,40494,833522,0,790,0.15,3,4,4,Business owner,Current,North,Moderate Risk
33,78066,805293,15,508,0.9,0,1,27,Business owner,Current,North,Moderate Risk
41,155508,690849,19,685,0.89,2,1,4,Business owner,Salary,South,Low Risk
41,26789,856458,0,636,0.51,4,3,33,Business owner,Salary,South,Very High Risk
35,71797,145425,20,604,0.85,4,4,3,Self-employed,Salary,West,Very High Risk
27,153868,316962,19,705,0.21,1,0,53,Self-employed,Savings,East,Very Low Risk
48,27132,995312,4,646,0.64,0,1,51,Self-employed,Current,East,Very Low Risk
63,23601,184952,7,509,0.35,4,2,34,Salaried,Savings,South,Very High Risk
26,41089,962833,16,623,0.31,3,1,37,Business owner,Salary,North,Low Risk
32,128486,730138,9,751,0.5,4,2,46,Self-employed,Current,North,Very Low Risk
59,134886,471187,7,794,0.85,3,2,22,Self-employed,Savings,South,Moderate Risk
51,46904,200292,17,643,0.49,2,4,36,Salaried,Savings,South,High Risk
54,113148,892556,0,478,0.87,3,1,24,Self-employed,Savings,North,Very High Risk
51,148716,617882,18,833,0.22,1,1,48,Business owner,Savings,North,Very Low Risk
45,62504,337157,14,477,0.62,3,4,32,Self-employed,Current,North,Very High Risk
59,150223,349882,15,722,0.75,3,2,17,Self-employed,Current,East,Low Risk
47,129934,344911,12,659,0.13,3,2,43,Self-employed,Savings,South,Low Risk
44,85292,393832,14,550,0.48,3,4,28,Salaried,Savings,South,Very High Risk
23,72498,285529,20,638,0.7,1,2,37,Salaried,Current,West,High Risk
67,24139,531791,14,768,0.49,4,3,7,Salaried,Salary,East,High Risk
63,30642,32339,1,579,0.61,3,2,36,Self-employed,Current,West,Very High Risk
26,51630,217824,5,580,0.71,4,2,25,Self-employed,Current,East,Very High Risk
30,43106,856972,19,613,0.76,0,4,48,Salaried,Savings,North,Moderate Risk
39,52720,785298,12,525,0.36,4,4,13,Business owner,Salary,West,Very High Risk
62,106683,600774,13,568,0.17,0,3,6,Salaried,Savings,West,Low Risk
41,41601,947653,0,661,0.82,0,2,37,Salaried,Savings,North,Moderate Risk
21,126261,175575,9,683,0.11,3,1,12,Salaried,Salary,North,Moderate Risk
51,46624,730469,5,658,0.22,3,1,18,Salaried,Current,East,High Risk
53,120780,97188,9,771,0.47,4,2,43,Salaried,Savings,West,Low Risk
22,158175,91117,10,473,0.78,0,4,45,Salaried,Current,South,Very High Risk
39,100464,530889,8,545,0.31,0,3,32,Self-employed,Current,North,Moderate Risk
65,27121,826331,6,847,0.89,3,0,27,Salaried,Salary,North,Low Risk
34,109070,257717,20,699,0.39,4,0,10,Self-employed,Current,North,Low Risk
61,91690,389555,7,799,0.55,2,2,12,Self-employed,Current,North,Moderate Risk
43,133925,521938,16,662,0.28,1,2,25,Self-employed,Savings,North,Very Low Risk
45,25807,534861,16,733,0.31,1,3,24,Salaried,Savings,North,Low Risk
49,155709,958551,16,742,0.64,3,4,12,Salaried,Savings,West,Very Low Risk
48,106689,666032,12,608,0.35,0,3,52,Business owner,Salary,North,Very Low Risk
59,124461,657938,16,654,0.37,4,2,4,Salaried,Savings,West,Low Risk
38,132791,436787,4,576,0.48,3,2,13,Self-employed,Current,West,Very High Risk
65,134961,338894,14,543,0.31,4,4,20,Business owner,Savings,West,Very High Risk
58,100275,607271,7,827,0.49,2,4,6,Self-employed,Salary,West,Low Risk
68,55441,973415,5,564,0.73,3,0,11,Salaried,Salary,West,High Risk
51,94969,381800,11,737,0.73,1,0,31,Self-employed,Current,West,Low Risk
26,142108,40306,7,499,0.5,1,2,40,Self-employed,Current,South,High Risk
21,118857,610448,10,742,0.23,0,2,46,Business owner,Current,West,Very Low Risk
51,145317,648289,15,633,0.48,0,4,45,Self-employed,Salary,West,Very Low Risk
66,157796,56541,15,576,0.61,1,2,5,Salaried,Current,East,Moderate Risk
36,57970,611434,10,652,0.52,1,1,49,Business owner,Savings,East,Moderate Risk
38,101099,299968,10,496,0.44,3,4,11,Self-employed,Current,West,Very High Risk
57,75639,403728,2,681,0.22,2,3,37,Salaried,Current,South,High Risk
62,42864,65694,10,827,0.61,1,0,33,Salaried,Savings,North,Moderate Risk
21,68713,358828,15,638,0.82,3,0,41,Salaried,Savings,East,High Risk
56,88918,100736,20,518,0.67,3,2,13,Salaried,Salary,North,Very High Risk
50,155740,79798,6,530,0.42,0,0,52,Salaried,Salary,East,Moderate Risk
50,135009,669704,7,580,0.89,3,3,7,Business owner,Current,South,High Risk
47,147159,520641,12,477,0.66,3,1,20,Self-employed,Savings,North,High Risk
40,41249,198780,20,720,0.85,2,4,41,Self-employed,Current,South,High Risk
68,44663,903650,15,707,0.76,2,1,51,Salaried,Savings,North,Moderate Risk
53,121920,757702,17,723,0.09,0,2,24,Business owner,Savings,North,Very Low Risk
35,26264,275394,9,811,0.67,2,2,54,Self-employed,Savings,East,High Risk
40,74581,205242,9,561,0.87,1,4,49,Self-employed,Savings,East,Very High Risk
34,97809,574263,17,801,0.23,3,0,21,Self-employed,Savings,West,Very Low Risk
48,61274,855117,2,493,0.37,0,0,45,Business owner,Current,West,Moderate Risk
67,76535,973800,10,692,0.46,4,3,8,Salaried,Current,South,Low Risk
22,52249,8541,2,556,0.24,3,1,6,Salaried,Savings,South,Very High Risk
59,57372,34037,16,489,0.6,2,2,17,Self-employed,Savings,East,Very High Risk
68,27178,913250,7,558,0.33,1,0,13,Self-employed,Salary,South,Moderate Risk
62,28429,512532,2,794,0.5,1,0,14,Self-employed,Salary,East,Moderate Risk
43,102847,741692,12,547,0.4,0,0,18,Salaried,Current,North,Low Risk
21,109631,597125,16,810,0.53,4,0,16,Business owner,Current,South,Very Low Risk
40,111949,503921,9,488,0.85,1,2,49,Self-employed,Salary,South,High Risk
35,97510,484762,15,664,0.14,4,3,4,Business owner,Savings,West,High Risk
29,89456,758255,10,490,0.69,0,1,30,Self-employed,Savings,West,High Risk
50,53634,452950,19,846,0.35,2,4,49,Self-employed,Salary,South,Very Low Risk
48,58620,18492,6,497,0.38,1,2,10,Business owner,Savings,North,Very High Risk
46,86601,971498,15,479,0.77,1,0,18,Salaried,Current,East,Moderate Risk
22,110834,450781,11,708,0.37,1,2,7,Self-employed,Salary,East,Low Risk
40,64572,619659,19,518,0.29,1,4,26,Business owner,Salary,South,High Risk
61,41116,770794,3,718,0.06,1,4,41,Business owner,Current,North,Low Risk
55,89974,697115,15,548,0.15,3,3,41,Salaried,Current,North,Moderate Risk
46,78114,553254,12,802,0.74,4,4,51,Business owner,Salary,North,Moderate Risk
43,147037,710077,12,760,0.11,3,2,11,Salaried,Salary,West,Very Low Risk
64,78706,822652,8,745,0.62,0,4,15,Salaried,Current,East,Low Risk
21,75786,645490,20,480,0.37,1,2,28,Self-employed,Current,North,Moderate Risk
35,65498,790281,10,651,0.88,3,2,32,Self-employed,Savings,North,Moderate Risk
41,137051,907420,17,753,0.45,4,3,33,Salaried,Current,South,Very Low Risk
26,73550,601249,12,619,0.63,3,4,16,Salaried,Current,South,High Risk
55,159421,693591,5,745,0.23,3,4,29,Business owner,Savings,South,Very Low Risk
39,115164,686755,3,770,0.11,2,0,15,Salaried,Salary,North,Very Low Risk
31,46896,939444,17,585,0.1,3,3,19,Self-employed,Savings,East,Moderate Risk
23,115647,909786,17,671,0.44,0,3,23,Business owner,Current,East,Very Low Risk
57,131004,706314,17,628,0.35,4,3,42,Salaried,Salary,North,Moderate Risk
49,110750,851870,13,788,0.9,2,0,18,Salaried,Current,South,Very Low Risk
45,105179,603132,7,612,0.34,2,2,31,Salaried,Savings,South,Low Risk
68,53277,786241,12,496,0.11,3,2,16,Salaried,Savings,East,High Risk
32,107952,938589,16,675,0.22,3,2,53,Self-employed,Current,South,Low Risk
33,63455,487222,9,715,0.06,0,2,10,Salaried,Salary,North,Low Risk
63,60084,129343,0,766,0.6,1,4,45,Self-employed,Salary,South,High Risk
63,105536,862476,5,505,0.23,1,4,15,Salaried,Savings,North,High Risk
52,142244,149511,2,532,0.3,4,1,51,Business owner,Salary,West,Very High Risk
27,143247,23008,6,827,0.52,1,1,7,Business owner,Current,East,Very Low Risk
64,27506,940028,6,649,0.73,2,1,35,Salaried,Salary,South,Moderate Risk
43,99268,438810,5,770,0.75,2,3,3,Self-employed,Current,South,Moderate Risk
26,24364,706304,12,724,0.4,4,1,5,Salaried,Salary,East,High Risk
49,107360,354322,11,498,0.16,1,3,5,Business owner,Current,South,High Risk
34,38003,145139,7,647,0.16,3,1,18,Salaried,Current,South,Very High Risk
22,91747,936747,1,591,0.08,1,2,12,Self-employed,Savings,North,Low Risk
64,60613,296224,20,505,0.19,2,0,38,Salaried,Current,North,High Risk
64,48812,355511,16,644,0.32,0,0,14,Self-employed,Salary,West,Low Risk
53,142942,251987,10,480,0.26,3,1,35,Business owner,Current,East,High Risk
23,112217,561777,9,493,0.66,2,0,35,Salaried,Savings,North,Very High Risk
49,142590,11173,15,771,0.9,2,1,18,Business owner,Savings,East,Low Risk
24,124979,436467,19,573,0.44,0,3,18,Salaried,Savings,East,Very Low Risk
62,126880,875490,3,739,0.44,1,3,17,Business owner,Current,North,Very Low Risk
68,103908,213672,0,715,0.34,0,4,37,Salaried,Savings,West,Low Risk
52,138971,71336,11,697,0.84,3,1,47,Salaried,Savings,West,High Risk
59,84695,560537,8,598,0.43,4,3,20,Self-employed,Savings,South,High Risk
36,90646,854233,9,559,0.55,1,1,14,Self-employed,Savings,North,Moderate Risk
61,63315,969388,14,689,0.24,4,2,32,Self-employed,Savings,North,Low Risk
58,77777,355971,20,525,0.36,2,1,52,Salaried,Salary,South,High Risk
52,44136,421484,1,516,0.3,4,0,13,Self-employed,Current,East,Very High Risk
65,137209,27472,18,782,0.06,2,2,45,Self-employed,Salary,North,Very Low Risk
52,86021,237173,3,669,0.59,3,4,39,Self-employed,Salary,West,Very High Risk
28,148154,276537,7,511,0.59,4,3,36,Self-employed,Savings,East,Very High Risk
30,108532,323078,8,656,0.44,1,2,22,Self-employed,Current,South,Moderate Risk
65,114951,554597,0,566,0.6,3,4,37,Business owner,Current,South,Very High Risk
46,143052,374393,13,691,0.79,3,1,28,Salaried,Salary,East,Moderate Risk
27,108421,467792,7,668,0.44,4,0,52,Self-employed,Savings,North,High Risk
60,114531,207261,1,720,0.08,2,2,9,Salaried,Savings,West,Moderate Risk
59,113250,150744,18,538,0.27,0,1,44,Business owner,Savings,West,Low Risk
45,49997,135854,16,765,0.66,1,0,16,Business owner,Salary,East,Low Risk
56,49556,470723,8,721,0.14,2,4,51,Self-employed,Salary,South,Moderate Risk
22,102871,41258,17,733,0.48,4,4,53,Salaried,Salary,North,High Risk
37,101923,299240,10,718,0.11,0,0,29,Salaried,Current,East,Low Risk
31,42154,608618,11,650,0.74,0,1,27,Salaried,Current,South,Low Risk
66,138205,485975,19,518,0.1,4,1,52,Business owner,Current,East,Moderate Risk
22,40015,618658,19,722,0.84,0,1,42,Salaried,Current,North,Very Low Risk
25,82522,158456,20,636,0.42,0,1,37,Self-employed,Current,West,Low Risk
50,143004,310680,15,682,0.41,4,0,48,Self-employed,Savings,East,Low Risk
47,81397,817496,19,529,0.57,3,2,54,Business owner,Savings,South,Moderate Risk
49,40814,210307,18,774,0.45,4,1,19,Salaried,Current,East,High Risk
45,26193,90187,3,556,0.41,2,4,15,Business owner,Salary,East,Very High Risk
59,67236,489310,19,829,0.08,0,2,48,Salaried,Current,South,Very Low Risk
46,65482,664181,3,501,0.52,0,1,32,Salaried,Current,North,Moderate Risk
53,79573,380079,12,548,0.1,3,4,20,Business owner,Current,West,Very High Risk
32,50937,926408,8,600,0.61,3,4,28,Self-employed,Savings,North,High Risk
42,128479,780930,8,694,0.58,1,3,37,Salaried,Savings,South,Very Low Risk
65,141787,61092,6,717,0.23,3,2,13,Self-employed,Savings,East,Moderate Risk
40,110008,541084,6,486,0.36,3,0,3,Self-employed,Salary,North,Very High Risk
58,152281,449077,11,723,0.75,3,1,18,Business owner,Savings,West,Moderate Risk
56,22773,474088,13,487,0.09,2,0,13,Salaried,Current,East,Very High Risk
44,29699,481069,15,604,0.46,4,1,47,Business owner,Salary,West,High Risk
62,142891,775285,16,730,0.51,2,2,38,Salaried,Current,East,Very Low Risk
32,117973,631605,20,767,0.2,3,2,40,Salaried,Savings,North,Very Low Risk
50,113658,480584,18,800,0.48,0,0,53,Salaried,Current,South,Very Low Risk
45,75467,789681,5,639,0.71,4,3,43,Business owner,Savings,West,Very High Risk
50,117186,905049,16,688,0.86,2,2,42,Self-employed,Current,East,Low Risk
45,97168,772598,4,535,0.35,4,1,53,Business owner,Savings,South,High Risk
56,106526,578213,18,608,0.69,4,1,46,Business owner,Current,North,Moderate Risk
30,54690,870231,17,515,0.27,4,1,45,Business owner,Savings,North,Very High Risk
62,135373,725748,13,557,0.91,2,3,10,Salaried,Savings,East,High Risk
55,64303,578782,17,677,0.5,0,1,24,Self-employed,Savings,West,Very Low Risk
23,30543,962819,8,561,0.7,4,3,8,Self-employed,Savings,South,Very High Risk
42,108356,461754,11,815,0.61,1,0,4,Self-employed,Salary,West,Very Low Risk
63,53668,593239,0,744,0.11,2,4,50,Self-employed,Current,West,Moderate Risk
58,81916,331764,2,674,0.66,3,3,29,Business owner,Savings,West,Very High Risk
33,131541,151065,13,678,0.68,1,4,16,Business owner,Salary,East,Moderate Risk
37,60517,391099,9,772,0.86,0,0,13,Self-employed,Current,West,Low Risk
50,37197,185450,8,681,0.24,0,3,22,Salaried,Salary,West,High Risk
58,150884,439973,0,794,0.48,3,1,4,Salaried,Savings,East,Low Risk
68,104848,482021,20,550,0.67,4,2,19,Self-employed,Salary,South,High Risk
54,73498,77007,4,717,0.87,4,1,30,Self-employed,Current,South,Very High Risk
60,135144,790221,5,675,0.5,0,3,11,Business owner,Savings,West,Low Risk
54,79363,567868,18,816,0.32,2,1,29,Self-employed,Savings,North,Very Low Risk
29,95646,503921,14,677,0.75,3,2,53,Salaried,Savings,East,Low Risk
31,144631,866702,0,762,0.15,2,0,30,Self-employed,Savings,West,Very Low Risk
68,151537,142969,8,602,0.22,2,1,51,Self-employed,Current,East,Moderate Risk
42,75863,72720,8,754,0.08,0,4,38,Self-employed,Current,West,Low Risk
34,56839,949004,18,616,0.63,4,3,8,Self-employed,Savings,North,High Risk
51,74508,3429,18,728,0.28,1,1,16,Salaried,Current,East,Low Risk
37,115246,663967,10,540,0.84,0,3,53,Salaried,Savings,North,Moderate Risk
64,117343,173648,1,688,0.36,0,3,5,Business owner,Salary,East,Moderate Risk
29,107016,49363,9,479,0.74,2,0,31,Business owner,Current,South,Very High Risk
37,126861,49214,9,715,0.41,4,1,3,Business owner,Current,North,High Risk
46,107023,459501,17,656,0.46,1,3,5,Self-employed,Current,South,Low Risk
61,98203,574278,17,740,0.34,4,1,21,Self-employed,Savings,East,Low Risk
66,107172,412801,1,675,0.79,3,2,40,Self-employed,Current,North,High Risk
59,79893,636589,5,500,0.3,2,0,10,Salaried,Current,West,Very High Risk
65,121421,876392,13,498,0.2,4,1,4,Business owner,Savings,South,High Risk
62,39400,701238,20,748,0.21,3,1,54,Self-employed,Savings,South,Low Risk
66,48520,391909,0,733,0.75,1,4,32,Salaried,Salary,North,High Risk
65,120142,143378,9,479,0.89,1,4,23,Self-employed,Savings,West,Very High Risk
64,27163,654574,12,485,0.85,0,0,28,Salaried,Current,East,Very High Risk
28,102438,760040,3,540,0.91,2,4,48,Business owner,Savings,East,High Risk
51,58381,580807,13,477,0.9,2,3,39,Self-employed,Savings,North,Very High Risk
42,77290,899336,2,670,0.21,2,2,37,Salaried,Salary,West,Low Risk
24,50180,252443,14,601,0.49,1,2,48,Salaried,Savings,South,High Risk
52,149450,152676,1,621,0.52,3,2,53,Self-employed,Current,South,High Risk
23,81509,861837,18,510,0.63,4,2,16,Business owner,Savings,North,High Risk
47,93637,133912,4,798,0.56,2,0,42,Self-employed,Salary,East,Moderate Risk
36,70847,356785,8,490,0.45,0,2,8,Business owner,Current,East,Very High Risk
25,79972,724517,19,562,0.51,3,4,14,Business owner,Savings,East,High Risk
46,151515,827808,3,608,0.16,1,1,25,Salaried,Savings,South,Low Risk
52,60368,796905,14,532,0.3,1,1,43,Salaried,Salary,East,Low Risk
38,35791,992751,13,531,0.41,1,4,33,Self-employed,Current,North,Moderate Risk
47,135378,999264,0,560,0.4,3,4,42,Salaried,Salary,East,Low Risk
49,150017,218043,7,662,0.36,4,1,28,Self-employed,Savings,South,Moderate Risk
44,156553,449393,4,846,0.84,1,1,52,Business owner,Current,South,Very Low Risk
43,150493,751484,3,671,0.87,4,2,30,Business owner,Savings,North,Moderate Risk
65,156752,34177,14,625,0.74,4,2,32,Salaried,Savings,South,Very High Risk
47,120166,703596,1,605,0.84,2,1,37,Business owner,Savings,East,Moderate Risk
67,151310,478129,17,652,0.68,3,4,24,Self-employed,Savings,East,Moderate Risk
62,93349,841949,5,692,0.5,3,0,48,Self-employed,Current,East,Low Risk
52,87753,850668,19,506,0.87,1,3,40,Business owner,Savings,North,Moderate Risk
45,111576,861478,8,765,0.64,1,4,13,Business owner,Savings,North,Very Low Risk
29,90715,945306,2,753,0.89,1,0,3,Business owner,Savings,East,Very Low Risk
26,51936,914851,14,500,0.39,1,1,53,Self-employed,Savings,North,High Risk
67,144553,213287,4,760,0.47,1,1,42,Self-employed,Current,East,Very Low Risk
63,28166,969606,6,679,0.5,0,3,27,Salaried,Salary,West,Low Risk
42,97864,213671,12,683,0.05,3,1,40,Self-employed,Savings,East,Moderate Risk
49,89573,329317,11,806,0.29,1,0,33,Business owner,Salary,South,Very Low Risk
37,100936,478182,13,781,0.44,1,3,5,Business owner,Savings,West,Very Low Risk
58,121773,168671,14,840,0.67,2,4,6,Self-employed,Salary,West,Very Low Risk
44,144800,352430,16,550,0.37,4,4,46,Business owner,Savings,North,Very High Risk
27,84531,973106,7,526,0.08,0,1,50,Self-employed,Salary,East,Very Low Risk
24,84300,927532,14,470,0.68,1,0,48,Business owner,Salary,West,Low Risk
62,82661,371076,4,746,0.36,1,2,49,Self-employed,Savings,West,Low Risk
30,140140,97353,9,754,0.32,2,3,31,Self-employed,Current,North,Low Risk
63,144321,677025,16,749,0.56,3,3,10,Business owner,Salary,West,Very Low Risk
29,80814,536546,3,608,0.79,4,0,13,Self-employed,Savings,East,Very High Risk
49,40706,907839,2,760,0.78,1,4,26,Business owner,Current,West,Low Risk
64,34883,565403,5,668,0.77,2,0,52,Self-employed,Current,North,High Risk
23,124289,809026,19,636,0.08,3,1,44,Business owner,Current,South,Low Risk
56,73701,456155,13,575,0.49,0,4,17,Self-employed,Current,East,Moderate Risk
33,147341,964465,1,686,0.12,1,3,51,Business owner,Savings,South,Very Low Risk
53,128201,539547,7,792,0.07,0,2,8,Salaried,Current,North,Very Low Risk
38,124818,433969,15,658,0.17,0,4,21,Self-employed,Current,West,Low Risk
34,110047,691900,0,553,0.06,2,3,27,Business owner,Salary,East,High Risk
54,82924,373682,7,525,0.77,3,1,29,Salaried,Salary,South,Very High Risk
25,92307,279045,15,637,0.36,0,3,3,Business owner,Salary,East,Moderate Risk
53,56912,842000,6,508,0.08,3,1,10,Self-employed,Savings,West,High Risk
67,114858,525931,15,588,0.38,1,2,4,Business owner,Savings,West,Low Risk
40,138317,135940,17,686,0.86,0,1,5,Salaried,Savings,North,Low Risk
65,46538,64682,18,534,0.56,3,3,49,Self-employed,Current,East,Very High Risk
25,142078,574070,12,727,0.29,2,1,8,Self-employed,Salary,South,Very Low Risk
45,76020,476568,4,834,0.77,3,2,51,Salaried,Current,South,Moderate Risk
29,49981,366191,1,707,0.37,2,4,47,Self-employed,Savings,North,High Risk
55,102685,598435,14,611,0.72,2,3,35,Self-employed,Salary,West,High Risk
41,136403,661279,16,764,0.79,4,0,31,Business owner,Current,East,Low Risk
44,111538,885834,4,695,0.17,4,2,19,Salaried,Current,North,Moderate Risk
29,141436,647014,13,532,0.55,3,4,22,Self-employed,Salary,North,Moderate Risk
43,135897,846580,20,559,0.57,0,1,20,Self-employed,Current,North,Very Low Risk
50,29536,446998,9,850,0.45,4,0,24,Salaried,Current,North,Moderate Risk
64,88471,776591,15,725,0.3,2,1,24,Self-employed,Savings,South,Very Low Risk
67,53396,5759,7,732,0.89,3,2,32,Self-employed,Current,East,Very High Risk
25,143680,441587,4,640,0.77,1,4,39,Business owner,Salary,North,Low Risk
42,83674,722382,9,733,0.36,1,4,48,Salaried,Current,South,Low Risk
44,51059,584293,12,538,0.42,4,0,49,Self-employed,Current,South,Very High Risk
31,89201,795969,10,521,0.05,0,4,43,Business owner,Salary,West,Low Risk
44,143890,276853,5,782,0.07,4,4,5,Salaried,Salary,South,Low Risk
26,25315,96670,9,818,0.22,1,1,33,Self-employed,Salary,West,Moderate Risk
50,101449,500672,15,498,0.32,2,1,42,Salaried,Current,North,High Risk
51,40742,239965,8,611,0.5,0,2,53,Self-employed,Savings,South,High Risk
56,105280,229944,12,726,0.79,1,3,11,Business owner,Salary,North,Low Risk
31,103884,499070,19,653,0.07,1,4,6,Salaried,Salary,West,Very Low Risk
21,106382,99282,20,714,0.53,0,3,40,Salaried,Savings,East,Low Risk
29,106564,407840,3,777,0.44,2,2,35,Business owner,Salary,West,Low Risk
35,50668,402597,8,701,0.77,4,1,53,Business owner,Savings,North,High Risk
60,44398,862293,6,679,0.67,0,3,24,Salaried,Savings,South,Low Risk
